run_id,level,compiler,first_cpu,frequency_before_khz,frequency_after_khz,minor_faults,major_faults,voluntary_switches,involuntary_switches,mismatches
4,clang-O3,"Ubuntu Clang 21.1.8 (6ubuntu1)",11,1701178,1701178,2,0,0,0,0
