run_id,core,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,cpu_before,cpu_after,result,expected
1,P,20260918,0,0,warmup,0,stride_1,131072,65536,1537,3999975872373857433,115366,11,11,11433881829531298912,11433881829531298912
1,P,20260918,1,0,warmup,1,stride_1,1048576,65536,54300,6318865796977832851,132933,11,11,11794801329390385841,11794801329390385841
1,P,20260918,2,0,warmup,2,stride_513,49152,65536,3243,10244906633732627074,115629,11,11,15598242645288676128,15598242645288676128
1,P,20260918,3,0,warmup,3,stride_1_bis,262144,65536,32444,2462695265368067541,117329,11,11,1356218951846577520,1356218951846577520
1,P,20260918,4,0,warmup,4,stride_1,8388608,65536,964902,7100061081903686175,144861,11,11,6145557546177766288,6145557546177766288
1,P,20260918,5,0,warmup,5,stride_1,98304,65536,8558,8397908273233078850,123096,11,11,16111384638956656904,16111384638956656904
1,P,20260918,6,0,warmup,6,random,8388608,65536,338074,6119362620239144887,840269,11,11,7339256824407918551,7339256824407918551
1,P,20260918,7,0,warmup,7,stride_4097,49152,65536,873,16951236775717949270,124833,11,11,533499678644144331,533499678644144331
1,P,20260918,8,0,warmup,8,stride_513,1048576,65536,7641,2765802862194167797,220669,11,11,5030510973806764495,5030510973806764495
1,P,20260918,9,0,warmup,9,random,131072,65536,531,1135684484928265358,130158,11,11,17627803174922631183,17627803174922631183
1,P,20260918,10,0,warmup,10,random,6144,65536,117,3940686525031544420,99847,11,11,17011757458179545470,17011757458179545470
1,P,20260918,11,0,warmup,11,stride_4097,2097152,65536,127594,2026417431226329787,192880,11,11,3309044209124106059,3309044209124106059
1,P,20260918,12,0,warmup,12,pair_split_line,98304,65536,6853,3404708262389079008,225044,11,11,11956016345231771178,11956016345231771178
1,P,20260918,13,0,warmup,13,pair_same_line,4194304,65536,420542,4649145484728696080,927511,11,11,4326029307692011624,4326029307692011624
1,P,20260918,14,0,warmup,14,stride_513,24576,65536,1646,6688584652999687661,150867,11,11,11210523069966391936,11210523069966391936
1,P,20260918,15,0,warmup,15,stride_1,12582912,65536,522752,9079571179462127713,167888,11,11,5214161844627631775,5214161844627631775
1,P,20260918,16,0,warmup,16,random,1572864,65536,109235,11703474225741773377,337867,11,11,5652052333243433643,5652052333243433643
1,P,20260918,17,0,warmup,17,pair_same_line,786432,65536,46457,854482355625602578,248699,11,11,12567696072395979232,12567696072395979232
1,P,20260918,18,0,warmup,18,stride_17,8388608,65536,265140,1844274421843689142,530575,11,11,13319551153595981090,13319551153595981090
1,P,20260918,19,0,warmup,19,random,12582912,65536,964383,2284877854107600672,931283,11,11,18333793791868316795,18333793791868316795
1,P,20260918,20,0,warmup,20,stride_1,8192,65536,445,6485505737992132350,186996,11,11,17301109628318919744,17301109628318919744
1,P,20260918,21,0,warmup,21,random,262144,65536,28183,7505537106400477965,181463,11,11,9537296717975750531,9537296717975750531
1,P,20260918,22,0,warmup,22,stride_1_bis,131072,65536,6490,14705013563111406025,175951,11,11,11433881829531298912,11433881829531298912
1,P,20260918,23,0,warmup,23,stride_1,4194304,65536,164992,10884956519751533857,177544,11,11,9253062544994772116,9253062544994772116
1,P,20260918,24,0,warmup,24,pair_same_line,16384,65536,96,3966779295860988959,230438,11,11,14205447223531346084,14205447223531346084
1,P,20260918,25,0,warmup,25,stride_4097,32768,65536,3782,17088286040452819897,197520,11,11,9885780910862425536,9885780910862425536
1,P,20260918,26,0,warmup,26,stride_1_bis,3145728,65536,363532,6653914723287686200,193974,11,11,13643810608469724359,13643810608469724359
