run_id,core,first_cpu,madvise_nohugepage,anon_huge_pages_kb,frequency_before_khz,frequency_after_khz,minor_faults,major_faults,voluntary_switches,involuntary_switches,invalid_samples
1,P,11,1,0,1900000,2347179,2,0,0,1,0
