run_id,core,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,cpu_before,cpu_after,result,expected
3,LP-E,20260918,0,0,warmup,0,stride_1_double,4096,131072,480,17156167482146824418,507534,21,21,5631010441657794560,5631010441657794560
3,LP-E,20260918,1,0,warmup,1,pair_split_line,6291456,65536,398690,8526336462104088298,3212448,21,21,12603039762898353012,12603039762898353012
3,LP-E,20260918,2,0,warmup,2,stride_1_bis,32768,65536,2426,11337554930785261782,255068,21,21,9885780910862425536,9885780910862425536
3,LP-E,20260918,3,0,warmup,3,stride_513,32768,65536,3164,10850342496456012081,261634,21,21,9885780910862425536,9885780910862425536
3,LP-E,20260918,4,0,warmup,4,random,2097152,65536,238817,4581682759901613015,1324649,21,21,15122607776329351880,15122607776329351880
3,LP-E,20260918,5,0,warmup,5,stride_513,98304,65536,7413,6623131862491128557,284195,21,21,219392693948337568,219392693948337568
3,LP-E,20260918,6,0,warmup,6,random,131072,65536,9812,8952739389142699138,247402,21,21,14107594192352833356,14107594192352833356
3,LP-E,20260918,7,0,warmup,7,stride_513,131072,65536,2676,14674425056809236623,260299,21,21,11433881829531298912,11433881829531298912
3,LP-E,20260918,8,0,warmup,8,stride_1_bis,262144,65536,29166,6461646499967776575,257267,21,21,1356218951846577520,1356218951846577520
3,LP-E,20260918,9,0,warmup,9,stride_17,6144,65536,463,5766074392188884770,261486,21,21,61690036349572529,61690036349572529
3,LP-E,20260918,10,0,warmup,10,stride_1_bis,65536,65536,6666,14787772947984428413,253038,21,21,7944021436974161624,7944021436974161624
3,LP-E,20260918,11,0,warmup,11,stride_4097,1572864,65536,90494,76665972860369172,506303,21,21,651795626219930212,651795626219930212
3,LP-E,20260918,12,0,warmup,12,stride_4097,8388608,65536,48569,3575622790934538096,656083,21,21,4631278010237811407,4631278010237811407
3,LP-E,20260918,13,0,warmup,13,pair_split_line,98304,65536,9155,7815161972411985600,420596,21,21,11160351760731429843,11160351760731429843
3,LP-E,20260918,14,0,warmup,14,stride_513,12582912,65536,690161,11386146875834840559,1498925,21,21,7497351376233002062,7497351376233002062
3,LP-E,20260918,15,0,warmup,15,stride_513,8192,65536,942,16831918172888724913,252978,21,21,17301109628318919744,17301109628318919744
3,LP-E,20260918,16,0,warmup,16,stride_4097,16384,65536,1281,2981025906404837406,266659,21,21,596753317960570688,596753317960570688
3,LP-E,20260918,17,0,warmup,17,stride_513,1048576,65536,96446,15871802934698174221,583326,21,21,13499760211514301047,13499760211514301047
3,LP-E,20260918,18,0,warmup,18,pair_split_line,131072,65536,13731,10362358617097150930,417875,21,21,4874611911564679241,4874611911564679241
3,LP-E,20260918,19,0,warmup,19,pair_split_line,393216,65536,6962,14264708848671051229,491231,21,21,7959778958909566566,7959778958909566566
3,LP-E,20260918,20,0,warmup,20,stride_1,393216,65536,39157,3495277397252109194,253071,21,21,2672781503960972334,2672781503960972334
3,LP-E,20260918,21,0,warmup,21,stride_17,8388608,65536,705834,17294318314781024750,1734298,21,21,7704117574103622519,7704117574103622519
