run_id,core,seed,sample,round,phase,position,label,chunk,calls,elapsed_ns,user_us,system_us,read_syscalls,write_syscalls,cpu_before,cpu_after,result,expected
3,LP-E,20260920,0,0,warmup,0,read_dev_zero,1048576,1,303890,0,328,3,0,21,21,1048576,1048576
3,LP-E,20260920,1,0,warmup,1,write_dev_null,262144,4,3973,0,6,2,4,21,21,1048576,1048576
3,LP-E,20260920,2,0,warmup,2,read_dev_zero,1024,256,147036,0,148,258,0,21,21,262144,262144
3,LP-E,20260920,3,0,warmup,3,syscall_getppid,0,1024,307434,0,309,2,0,21,21,1857075200,1857075200
3,LP-E,20260920,4,0,warmup,4,write_dev_null,4096,256,120835,0,122,2,256,21,21,1048576,1048576
3,LP-E,20260920,5,0,warmup,5,vdso_clock_gettime,0,4096,243033,0,244,2,0,21,21,4096,4096
3,LP-E,20260920,6,0,warmup,6,read_dev_zero,4,256,127231,0,129,258,0,21,21,1024,1024
3,LP-E,20260920,7,0,warmup,7,read_dev_zero,16384,64,113400,0,115,66,0,21,21,1048576,1048576
3,LP-E,20260920,8,0,warmup,8,read_dev_zero,4096,256,191988,0,193,258,0,21,21,1048576,1048576
3,LP-E,20260920,9,0,warmup,9,syscall_enosys,0,1024,294147,295,0,2,0,21,21,1024,1024
3,LP-E,20260920,10,0,warmup,10,read_dev_zero,256,256,135327,136,0,258,0,21,21,65536,65536
3,LP-E,20260920,11,0,warmup,11,records_write_each,16,1024,420409,422,0,2,1024,21,21,16384,16384
3,LP-E,20260920,12,0,warmup,12,write_dev_null,4,256,105443,107,0,2,256,21,21,1024,1024
3,LP-E,20260920,13,0,warmup,13,read_dev_zero,262144,4,146925,0,149,6,0,21,21,1048576,1048576
3,LP-E,20260920,14,0,warmup,14,write_dev_null,1048576,1,851,0,2,2,1,21,21,1048576,1048576
3,LP-E,20260920,15,0,warmup,15,write_dev_null,1024,256,105791,0,107,2,256,21,21,262144,262144
3,LP-E,20260920,16,0,warmup,16,read_dev_zero,1,256,128643,0,129,258,0,21,21,256,256
3,LP-E,20260920,17,0,warmup,17,syscall_clock_gettime,0,1024,455290,42,414,2,0,21,21,1024,1024
3,LP-E,20260920,18,0,warmup,18,write_dev_null,16,256,115282,117,0,2,256,21,21,4096,4096
3,LP-E,20260920,19,0,warmup,19,read_dev_zero,64,256,128094,129,0,258,0,21,21,16384,16384
3,LP-E,20260920,20,0,warmup,20,syscall_getppid_bis,0,1024,305261,306,0,2,0,21,21,1857075200,1857075200
3,LP-E,20260920,21,0,warmup,21,records_stdio_default,16,4096,174201,175,0,2,16,21,21,65536,65536
3,LP-E,20260920,22,0,warmup,22,read_dev_zero,65536,16,94533,96,0,18,0,21,21,1048576,1048576
3,LP-E,20260920,23,0,warmup,23,write_dev_null,1,256,105913,107,0,2,256,21,21,256,256
3,LP-E,20260920,24,0,warmup,24,write_dev_null,65536,16,20784,0,22,2,16,21,21,1048576,1048576
3,LP-E,20260920,25,0,warmup,25,read_dev_zero,16,256,127438,0,129,258,0,21,21,4096,4096
3,LP-E,20260920,26,0,warmup,26,write_dev_null,256,256,106299,0,108,2,256,21,21,65536,65536
3,LP-E,20260920,27,0,warmup,27,syscall_getppid_double,0,1024,607344,0,608,2,0,21,21,3714150400,3714150400
3,LP-E,20260920,28,0,warmup,28,function_call,0,4096,11529,0,13,2,0,21,21,8390656,8390656
3,LP-E,20260920,29,0,warmup,29,write_dev_null,64,256,116474,0,118,2,256,21,21,16384,16384
3,LP-E,20260920,30,0,warmup,30,records_manual_4k,16,4096,21928,0,23,2,16,21,21,65536,65536
3,LP-E,20260920,31,0,warmup,31,records_stdio_64k,16,4096,312389,0,313,2,1,21,21,65536,65536
3,LP-E,20260920,32,0,warmup,32,write_dev_null,16384,64,26830,0,28,2,64,21,21,1048576,1048576
3,LP-E,20260920,33,1,measure,0,function_call,0,4096,11473,0,13,2,0,21,21,8390656,8390656
3,LP-E,20260920,34,1,measure,1,read_dev_zero,65536,16,94516,0,96,18,0,21,21,1048576,1048576
3,LP-E,20260920,35,1,measure,2,read_dev_zero,256,256,135113,0,136,258,0,21,21,65536,65536
3,LP-E,20260920,36,1,measure,3,write_dev_null,16,256,147980,149,0,2,256,21,21,4096,4096
3,LP-E,20260920,37,1,measure,4,write_dev_null,4,256,105865,107,0,2,256,21,21,1024,1024
3,LP-E,20260920,38,1,measure,5,records_write_each,16,1024,428530,430,0,2,1024,21,21,16384,16384
3,LP-E,20260920,39,1,measure,6,records_stdio_64k,16,4096,144983,147,0,2,1,21,21,65536,65536
3,LP-E,20260920,40,1,measure,7,read_dev_zero,16,256,128687,103,27,258,0,21,21,4096,4096
3,LP-E,20260920,41,1,measure,8,read_dev_zero,16384,64,122120,0,124,66,0,21,21,1048576,1048576
3,LP-E,20260920,42,1,measure,9,write_dev_null,65536,16,6971,0,9,2,16,21,21,1048576,1048576
3,LP-E,20260920,43,1,measure,10,write_dev_null,262144,4,1938,0,3,2,4,21,21,1048576,1048576
3,LP-E,20260920,44,1,measure,11,vdso_clock_gettime,0,4096,242808,0,244,2,0,21,21,4096,4096
3,LP-E,20260920,45,1,measure,12,read_dev_zero,1,256,128593,0,130,258,0,21,21,256,256
3,LP-E,20260920,46,1,measure,13,write_dev_null,1,256,106288,0,107,2,256,21,21,256,256
3,LP-E,20260920,47,1,measure,14,read_dev_zero,64,256,131671,0,133,258,0,21,21,16384,16384
3,LP-E,20260920,48,1,measure,15,write_dev_null,64,256,127834,0,130,2,256,21,21,16384,16384
3,LP-E,20260920,49,1,measure,16,write_dev_null,4096,256,109937,0,112,2,256,21,21,1048576,1048576
3,LP-E,20260920,50,1,measure,17,syscall_clock_gettime,0,1024,454837,0,456,2,0,21,21,1024,1024
3,LP-E,20260920,51,1,measure,18,write_dev_null,256,256,106307,0,108,2,256,21,21,65536,65536
3,LP-E,20260920,52,1,measure,19,read_dev_zero,1048576,1,231451,0,233,3,0,21,21,1048576,1048576
3,LP-E,20260920,53,1,measure,20,read_dev_zero,1024,256,146191,0,148,258,0,21,21,262144,262144
3,LP-E,20260920,54,1,measure,21,write_dev_null,1048576,1,763,0,2,2,1,21,21,1048576,1048576
3,LP-E,20260920,55,1,measure,22,syscall_getppid_double,0,1024,619399,0,621,2,0,21,21,3714150400,3714150400
3,LP-E,20260920,56,1,measure,23,records_stdio_default,16,4096,152549,0,154,2,16,21,21,65536,65536
