run_id,core,seed,sample,round,phase,position,label,chunk,calls,elapsed_ns,user_us,system_us,read_syscalls,write_syscalls,cpu_before,cpu_after,result,expected
2,E,20260920,0,0,warmup,0,read_dev_zero,256,256,88890,22,86,258,0,19,19,65536,65536
2,E,20260920,1,0,warmup,1,write_dev_null,64,256,69804,14,57,2,256,19,19,16384,16384
2,E,20260920,2,0,warmup,2,write_dev_null,256,256,69245,14,56,2,256,19,19,65536,65536
2,E,20260920,3,0,warmup,3,read_dev_zero,1,256,83917,17,68,258,0,19,19,256,256
2,E,20260920,4,0,warmup,4,read_dev_zero,4,256,82691,16,66,258,0,19,19,1024,1024
2,E,20260920,5,0,warmup,5,write_dev_null,65536,16,4550,1,4,2,16,19,19,1048576,1048576
2,E,20260920,6,0,warmup,6,read_dev_zero,64,256,83255,17,67,258,0,19,19,16384,16384
2,E,20260920,7,0,warmup,7,read_dev_zero,16384,64,72524,15,58,66,0,19,19,1048576,1048576
2,E,20260920,8,0,warmup,8,write_dev_null,4,256,68934,14,56,2,256,19,19,1024,1024
2,E,20260920,9,0,warmup,9,write_dev_null,1048576,1,588,1,2,2,1,19,19,1048576,1048576
2,E,20260920,10,0,warmup,10,write_dev_null,16384,64,17407,3,14,2,64,19,19,1048576,1048576
2,E,20260920,11,0,warmup,11,syscall_getppid_double,0,1024,408865,0,410,2,0,19,19,3714150400,3714150400
2,E,20260920,12,0,warmup,12,write_dev_null,1024,256,70279,0,72,2,256,19,19,262144,262144
2,E,20260920,13,0,warmup,13,write_dev_null,4096,256,69324,0,70,2,256,19,19,1048576,1048576
2,E,20260920,14,0,warmup,14,write_dev_null,262144,4,1310,0,2,2,4,19,19,1048576,1048576
2,E,20260920,15,0,warmup,15,records_stdio_64k,16,4096,152289,0,153,2,1,19,19,65536,65536
2,E,20260920,16,0,warmup,16,syscall_enosys,0,1024,184244,2,184,2,0,19,19,1024,1024
2,E,20260920,17,0,warmup,17,read_dev_zero,16,256,92125,0,92,258,0,19,19,4096,4096
2,E,20260920,18,0,warmup,18,write_dev_null,16,256,69738,0,71,2,256,19,19,4096,4096
2,E,20260920,19,0,warmup,19,read_dev_zero,262144,4,88832,0,90,6,0,19,19,1048576,1048576
2,E,20260920,20,0,warmup,20,vdso_clock_gettime,0,4096,148640,0,151,2,0,19,19,4096,4096
2,E,20260920,21,0,warmup,21,records_write_each,16,1024,260406,0,261,2,1024,19,19,16384,16384
2,E,20260920,22,0,warmup,22,syscall_getppid,0,1024,188250,0,189,2,0,19,19,1857075200,1857075200
2,E,20260920,23,0,warmup,23,function_call,0,4096,7715,1,7,2,0,19,19,8390656,8390656
2,E,20260920,24,0,warmup,24,read_dev_zero,1024,256,103834,0,105,258,0,19,19,262144,262144
2,E,20260920,25,0,warmup,25,read_dev_zero,1048576,1,167226,0,168,3,0,19,19,1048576,1048576
2,E,20260920,26,0,warmup,26,syscall_clock_gettime,0,1024,282574,0,283,2,0,19,19,1024,1024
