run_id,core,pages,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,second_elapsed_ns,faults,cpu_before,cpu_after,result,expected
3,P,2m,20260919,0,0,warmup,0,independent_random_bis,4194304,65536,456527,42347651250933792,782622,0,0,11,11,17154984184,17154984184
3,P,2m,20260919,1,0,warmup,1,chase_sequential,2097152,16384,173733,7047985267222855823,60192,0,0,11,11,2980651008,2980651008
3,P,2m,20260919,2,0,warmup,2,independent_random,262144,65536,25216,6543999025390527908,125244,0,0,11,11,1079998869,1079998869
3,P,2m,20260919,3,0,warmup,3,chase_random_double,1048576,32768,15153,6898022672911247494,2742022,0,0,11,11,2148117171,2148117171
3,P,2m,20260919,4,0,warmup,4,independent_random,8388608,65536,378826,11337770888447731271,837367,0,0,11,11,34359549503,34359549503
3,P,2m,20260919,5,0,warmup,5,chase_sequential,16384,16384,977,10401124773202422213,38883,0,0,11,11,16769024,16769024
3,P,2m,20260919,6,0,warmup,6,independent_random,16384,65536,1579,3020781718362937671,80206,0,0,11,11,67400126,67400126
3,P,2m,20260919,7,0,warmup,7,independent_random_bis,262144,65536,26073,14048990170324421376,86076,0,0,11,11,1074017068,1074017068
3,P,2m,20260919,8,0,warmup,8,chase_random_double,4096,32768,401,5941862113060778814,85319,0,0,11,11,8372224,8372224
3,P,2m,20260919,9,0,warmup,9,chase_random,262144,16384,27371,674591872635019714,101475,0,0,11,11,267851358,267851358
3,P,2m,20260919,10,0,warmup,10,chase_random,32768,16384,439,10523935110838126958,91227,0,0,11,11,33546240,33546240
3,P,2m,20260919,11,0,warmup,11,chase_sequential,4096,16384,503,4786765066533535540,36796,0,0,11,11,4186112,4186112
3,P,2m,20260919,12,0,warmup,12,independent_random,131072,65536,16129,16825772732013822714,106171,0,0,11,11,536313263,536313263
3,P,2m,20260919,13,0,warmup,13,chase_random,4096,16384,35,13463584929969035470,49438,0,0,11,11,4186112,4186112
3,P,2m,20260919,14,0,warmup,14,chase_random_double,262144,32768,15067,4699218439069069664,202640,0,0,11,11,536854528,536854528
3,P,2m,20260919,15,0,warmup,15,chase_random_double,32768,32768,1712,4666501013920629206,74004,0,0,11,11,67092480,67092480
3,P,2m,20260919,16,0,warmup,16,independent_random,8192,65536,173,9691904280903462244,76150,0,0,11,11,33594046,33594046
3,P,2m,20260919,17,0,warmup,17,page_fault_touch,16777216,4096,256163,16566060431656908527,2783459,25719,8,11,11,8192,8192
3,P,2m,20260919,18,0,warmup,18,independent_random_bis,4096,65536,339,3546749331912520217,69081,0,0,11,11,16760113,16760113
3,P,2m,20260919,19,0,warmup,19,chase_random,16777216,16384,640057,1158721977352763918,4435097,0,0,11,11,17101550250,17101550250
3,P,2m,20260919,20,0,warmup,20,chase_sequential,262144,16384,16428,10030939547755206272,56994,0,0,11,11,401924096,401924096
3,P,2m,20260919,21,0,warmup,21,chase_random,8388608,16384,880330,18060033710379776584,3647189,0,0,11,11,8610961008,8610961008
3,P,2m,20260919,22,0,warmup,22,chase_random,65536,16384,4587,5978435840461933327,126759,0,0,11,11,67100672,67100672
3,P,2m,20260919,23,0,warmup,23,chase_random_double,16384,32768,2036,4929911745979502734,97020,0,0,11,11,33538048,33538048
3,P,2m,20260919,24,0,warmup,24,chase_random,524288,16384,54715,4247019086258900146,939030,0,0,11,11,535265125,535265125
3,P,2m,20260919,25,0,warmup,25,chase_sequential,524288,16384,21718,14221434859133259448,58788,0,0,11,11,490037248,490037248
3,P,2m,20260919,26,0,warmup,26,chase_sequential,1048576,16384,38655,1105799234028772960,64739,0,0,11,11,767533056,767533056
3,P,2m,20260919,27,0,warmup,27,independent_random,1048576,65536,77502,2817916320124398558,379886,0,0,11,11,4285240359,4285240359
3,P,2m,20260919,28,0,warmup,28,independent_random_bis,16777216,65536,1172264,1498645449210506969,888757,0,0,11,11,68352124903,68352124903
3,P,2m,20260919,29,0,warmup,29,chase_sequential,131072,16384,3208,8659697043269861113,44899,0,0,11,11,134209536,134209536
3,P,2m,20260919,30,0,warmup,30,chase_sequential,8388608,16384,599258,15086972445265001052,46735,0,0,11,11,9952452608,9952452608
3,P,2m,20260919,31,0,warmup,31,chase_random_double,8388608,32768,948780,3871807319556287244,7099424,0,0,11,11,17173165269,17173165269
3,P,2m,20260919,32,0,warmup,32,chase_random_double,524288,32768,28439,1180398517888142391,520274,0,0,11,11,1074971454,1074971454
3,P,2m,20260919,33,0,warmup,33,independent_random,65536,65536,6844,12447851690240033508,94392,0,0,11,11,268034081,268034081
3,P,2m,20260919,34,0,warmup,34,chase_random,4194304,16384,438905,5704400200700464671,3137066,0,0,11,11,4293797306,4293797306
3,P,2m,20260919,35,0,warmup,35,chase_random_double,4194304,32768,171803,139316835861403182,4798144,0,0,11,11,8582083325,8582083325
3,P,2m,20260919,36,0,warmup,36,chase_random,16384,16384,1582,13485678144997141953,65461,0,0,11,11,16769024,16769024
3,P,2m,20260919,37,0,warmup,37,chase_sequential,16777216,16384,1635717,3461808521929807568,64409,0,0,11,11,26933796864,26933796864
3,P,2m,20260919,38,0,warmup,38,independent_random_bis,8388608,65536,220654,5342376773515978625,887296,0,0,11,11,34416793279,34416793279
3,P,2m,20260919,39,0,warmup,39,chase_sequential,32768,16384,3270,1215085661659658171,52232,0,0,11,11,33546240,33546240
3,P,2m,20260919,40,0,warmup,40,independent_random_bis,8192,65536,568,11242264821602654737,101043,0,0,11,11,33471024,33471024
3,P,2m,20260919,41,0,warmup,41,independent_random,32768,65536,1499,475501698696860772,132183,0,0,11,11,134077978,134077978
3,P,2m,20260919,42,0,warmup,42,independent_random,2097152,65536,135214,11483208711631572904,706887,0,0,11,11,8588885153,8588885153
