run_id,core,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,cpu_before,cpu_after,result,expected
1,P,20260918,0,0,warmup,0,stride_1_bis,1024,256,86,6532102383343701492,601,11,11,6223883825882805402,6223883825882805402
1,P,20260918,1,0,warmup,1,stride_4097,3072,256,262,14368391296055955063,464,11,11,1262725590399282076,1262725590399282076
1,P,20260918,2,0,warmup,2,stride_1_bis,1536,256,126,2362351541278519119,449,11,11,17039270446387516600,17039270446387516600
1,P,20260918,3,0,warmup,3,stride_1,2048,256,112,10687572476872771678,446,11,11,12165559728389028127,12165559728389028127
1,P,20260918,4,0,warmup,4,random,4096,256,300,14839931793667110078,481,11,11,10249949044023574088,10249949044023574088
1,P,20260918,5,0,warmup,5,pair_same_line,1536,256,185,16619019818215170857,627,11,11,14145959411513539241,14145959411513539241
1,P,20260918,6,0,warmup,6,stride_1_double,1536,512,49,4601993611453267361,898,11,11,15418529759368648846,15418529759368648846
1,P,20260918,7,0,warmup,7,stride_513,3072,256,52,17623427376841492043,464,11,11,1015415213095497332,1015415213095497332
1,P,20260918,8,0,warmup,8,stride_513,1536,256,119,1591693644549508226,446,11,11,11929901302194112440,11929901302194112440
1,P,20260918,9,0,warmup,9,stride_1_double,3072,512,86,5532285262221093623,877,11,11,13601596578762269153,13601596578762269153
1,P,20260918,10,0,warmup,10,stride_513,1024,256,10,17086476551076117918,450,11,11,6223883825882805402,6223883825882805402
1,P,20260918,11,0,warmup,11,stride_1,1536,256,135,8647876391063232325,451,11,11,70319900467103910,70319900467103910
1,P,20260918,12,0,warmup,12,pair_same_line,3072,256,194,11125830530454595065,551,11,11,13329447491740886892,13329447491740886892
1,P,20260918,13,0,warmup,13,stride_17,4096,256,250,7762059438975374644,438,11,11,2197237449561409293,2197237449561409293
1,P,20260918,14,0,warmup,14,stride_513,2048,256,33,693822008060352205,450,11,11,12165559728389028127,12165559728389028127
1,P,20260918,15,0,warmup,15,stride_1_bis,2048,256,180,3739607650126408576,450,11,11,12165559728389028127,12165559728389028127
1,P,20260918,16,0,warmup,16,pair_same_line,4096,256,308,5344030557016427319,562,11,11,3402714972067755510,3402714972067755510
1,P,20260918,17,0,warmup,17,pair_split_line,1536,256,89,17747781126379732063,611,11,11,16473418834494105903,16473418834494105903
1,P,20260918,18,0,warmup,18,stride_17,2048,256,190,15625718857493521382,451,11,11,12165559728389028127,12165559728389028127
