run_id,core,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,cpu_before,cpu_after,result,expected
3,LP-E,20260918,0,0,warmup,0,stride_4097,1024,256,42,2267066905145986577,1554,21,21,6223883825882805402,6223883825882805402
3,LP-E,20260918,1,0,warmup,1,stride_1_double,1536,512,64,3462157947526435007,2082,21,21,8084736176345009027,8084736176345009027
3,LP-E,20260918,2,0,warmup,2,stride_1_bis,1024,256,73,15054947758356307184,1068,21,21,6223883825882805402,6223883825882805402
3,LP-E,20260918,3,0,warmup,3,stride_4097,2048,256,80,12222367829459914833,1051,21,21,12165559728389028127,12165559728389028127
3,LP-E,20260918,4,0,warmup,4,stride_1_bis,1536,256,25,8976647526272915499,1062,21,21,11963979029198719107,11963979029198719107
3,LP-E,20260918,5,0,warmup,5,stride_17,4096,256,257,16364559587330517352,1528,21,21,13464952416111836185,13464952416111836185
3,LP-E,20260918,6,0,warmup,6,pair_same_line,3072,256,210,15296032934177544313,1713,21,21,12711814834331412600,12711814834331412600
3,LP-E,20260918,7,0,warmup,7,stride_1_double,3072,512,169,16939261998325005505,2069,21,21,957709703784412695,957709703784412695
3,LP-E,20260918,8,0,warmup,8,stride_4097,1536,256,169,16387103434980316568,1048,21,21,6543994584108228478,6543994584108228478
3,LP-E,20260918,9,0,warmup,9,pair_split_line,1536,256,72,3555568944528871244,1393,21,21,9920559246231601778,9920559246231601778
3,LP-E,20260918,10,0,warmup,10,pair_same_line,4096,256,244,6619742248591489855,1329,21,21,4200746196468658937,4200746196468658937
3,LP-E,20260918,11,0,warmup,11,stride_513,3072,256,244,13798560727585112295,1046,21,21,1015415213095497332,1015415213095497332
3,LP-E,20260918,12,0,warmup,12,stride_17,1024,256,85,3657706682669413139,1042,21,21,6223883825882805402,6223883825882805402
3,LP-E,20260918,13,0,warmup,13,stride_1,1536,256,32,9244981965129507711,1045,21,21,12538703387163767609,12538703387163767609
3,LP-E,20260918,14,0,warmup,14,pair_same_line,2048,256,155,16945884624368321776,1327,21,21,5832042262628891039,5832042262628891039
3,LP-E,20260918,15,0,warmup,15,stride_513,1024,256,12,13892778445724088035,1044,21,21,6223883825882805402,6223883825882805402
3,LP-E,20260918,16,0,warmup,16,pair_same_line,1536,256,105,17400733939390680305,1326,21,21,5240537797210710997,5240537797210710997
3,LP-E,20260918,17,0,warmup,17,stride_17,1536,256,135,2086816336359850206,1045,21,21,1274757037330380639,1274757037330380639
3,LP-E,20260918,18,0,warmup,18,stride_1,1024,256,81,9809183493263135738,1044,21,21,6223883825882805402,6223883825882805402
3,LP-E,20260918,19,0,warmup,19,stride_1_bis,4096,256,311,1685572706560617790,1045,21,21,487921297290964846,487921297290964846
3,LP-E,20260918,20,0,warmup,20,pair_split_line,4096,256,127,3471701421918378377,1381,21,21,18114910694108928899,18114910694108928899
3,LP-E,20260918,21,0,warmup,21,stride_513,1536,256,148,17204424747200460405,1043,21,21,2424497328462115820,2424497328462115820
3,LP-E,20260918,22,0,warmup,22,pair_split_line,3072,256,330,17345255316583257741,1380,21,21,8990058383907002461,8990058383907002461
3,LP-E,20260918,23,0,warmup,23,stride_4097,4096,256,30,11616606513352245834,1044,21,21,4571980705651442120,4571980705651442120
3,LP-E,20260918,24,0,warmup,24,random,1536,256,170,3098381890411558041,1064,21,21,16057087253742165339,16057087253742165339
3,LP-E,20260918,25,0,warmup,25,random,2048,256,236,10332484207000982855,1044,21,21,13543813728752057299,13543813728752057299
3,LP-E,20260918,26,0,warmup,26,stride_513,4096,256,370,12425204755411049458,1064,21,21,10499072337009994305,10499072337009994305
3,LP-E,20260918,27,0,warmup,27,stride_1_double,2048,512,108,16413605933653150315,2034,21,21,5884375383068504638,5884375383068504638
3,LP-E,20260918,28,0,warmup,28,pair_same_line,1024,256,38,12860039833001217906,1321,21,21,13813395187905776550,13813395187905776550
3,LP-E,20260918,29,0,warmup,29,stride_1_bis,2048,256,121,10900130282372065476,1049,21,21,12165559728389028127,12165559728389028127
3,LP-E,20260918,30,0,warmup,30,stride_1_double,4096,512,98,18156303428504066654,2039,21,21,4129278994699618112,4129278994699618112
3,LP-E,20260918,31,0,warmup,31,stride_17,3072,256,92,5303708515220241808,1048,21,21,511551018483855419,511551018483855419
3,LP-E,20260918,32,0,warmup,32,pair_split_line,2048,256,78,9785266762567147481,1382,21,21,3646258017524362200,3646258017524362200
3,LP-E,20260918,33,0,warmup,33,stride_1,3072,256,167,3021195508240245514,1047,21,21,2264083706180239018,2264083706180239018
3,LP-E,20260918,34,0,warmup,34,stride_1,2048,256,91,18114565059483051895,1047,21,21,12165559728389028127,12165559728389028127
3,LP-E,20260918,35,0,warmup,35,random,3072,256,361,6628307976976013009,1016,21,21,12875295677250692255,12875295677250692255
3,LP-E,20260918,36,0,warmup,36,stride_17,2048,256,247,4047326657273787505,1045,21,21,12165559728389028127,12165559728389028127
3,LP-E,20260918,37,0,warmup,37,stride_1_double,1024,512,58,13756822215866162492,2027,21,21,12447767651765610804,12447767651765610804
3,LP-E,20260918,38,0,warmup,38,stride_4097,3072,256,213,15566782067958583273,1053,21,21,1391507486986628418,1391507486986628418
3,LP-E,20260918,39,0,warmup,39,pair_split_line,1024,256,40,3450255301785487715,1377,21,21,16639236104652646802,16639236104652646802
3,LP-E,20260918,40,0,warmup,40,random,1024,256,76,15569251333850688048,1006,21,21,8688835239735246549,8688835239735246549
3,LP-E,20260918,41,0,warmup,41,stride_1,4096,256,287,11710023092712364007,1044,21,21,177413416223317360,177413416223317360
3,LP-E,20260918,42,0,warmup,42,stride_513,2048,256,4,13736245925221375583,1043,21,21,12165559728389028127,12165559728389028127
3,LP-E,20260918,43,0,warmup,43,random,4096,256,390,15038370225019000566,1013,21,21,11360403542296687083,11360403542296687083
3,LP-E,20260918,44,0,warmup,44,stride_1_bis,3072,256,62,8331062887001098449,1043,21,21,73364490644553329,73364490644553329
3,LP-E,20260918,45,1,measure,0,stride_1,1536,256,155,17533354014871493228,1233,21,21,12022586867519661733,12022586867519661733
3,LP-E,20260918,46,1,measure,1,pair_split_line,3072,256,364,6079551346620424743,1381,21,21,17531654441786518103,17531654441786518103
3,LP-E,20260918,47,1,measure,2,stride_1_bis,1024,256,25,1974859944979231358,1045,21,21,6223883825882805402,6223883825882805402
3,LP-E,20260918,48,1,measure,3,stride_4097,3072,256,70,1190068443751073877,1045,21,21,12720262312576792675,12720262312576792675
3,LP-E,20260918,49,1,measure,4,stride_17,4096,256,488,8488303558843621048,1046,21,21,4369058959767034680,4369058959767034680
3,LP-E,20260918,50,1,measure,5,random,1024,256,33,16820159551215205207,1010,21,21,15207337042132277741,15207337042132277741
