run_id,build,seed,sample,round,phase,position,part,label,dataset,n,calls,elapsed_ns,cpu_before,cpu_after,result,expected,output_ok
45,gcc-O3-v3,20260917,0,0,warmup,0,branch,sum_if,p250,65536,1,13104,11,11,75766260937212688,75766260937212688,1
45,gcc-O3-v3,20260917,1,0,warmup,1,branch,filter_copy_mask,p500,65536,1,28334,11,11,32768,32768,1
45,gcc-O3-v3,20260917,2,0,warmup,2,branch,filter_copy,p500_alternating,65536,1,26595,11,11,32768,32768,1
45,gcc-O3-v3,20260917,3,0,warmup,3,branch,filter_copy,p100,65536,1,150943,11,11,6554,6554,1
45,gcc-O3-v3,20260917,4,0,warmup,4,small,sum_one,uniform,64,16384,214005,11,11,14815439244071927808,14815439244071927808,1
45,gcc-O3-v3,20260917,5,0,warmup,5,branch,filter_copy,p000,65536,1,26411,11,11,0,0,1
45,gcc-O3-v3,20260917,6,0,warmup,6,dependency,sum_four,uniform,65536,64,637483,11,11,1190735372877940864,1190735372877940864,1
45,gcc-O3-v3,20260917,7,0,warmup,7,branch,sum_if,p500_alternating,65536,1,13244,11,11,4196774058536912234,4196774058536912234,1
45,gcc-O3-v3,20260917,8,0,warmup,8,dependency,split_xor_mul,uniform,65536,64,1301289,11,11,8310383708453772032,8310383708453772032,1
45,gcc-O3-v3,20260917,9,0,warmup,9,branch,sum_if,p900,65536,1,11103,11,11,1957202038211152021,1957202038211152021,1
45,gcc-O3-v3,20260917,10,0,warmup,10,branch,sum_if,p100,65536,1,11101,11,11,3083979731501324985,3083979731501324985,1
45,gcc-O3-v3,20260917,11,0,warmup,11,small,sum_one,uniform,2,524288,2036608,11,11,14489530702789345280,14489530702789345280,1
45,gcc-O3-v3,20260917,12,0,warmup,12,branch,filter_copy_mask,p500_sorted,65536,1,28767,11,11,32768,32768,1
45,gcc-O3-v3,20260917,13,0,warmup,13,branch,sum_if,p000,65536,1,15530,11,11,0,0,1
45,gcc-O3-v3,20260917,14,0,warmup,14,small,sum_one,uniform,256,4096,165884,11,11,12471836693395644416,12471836693395644416,1
45,gcc-O3-v3,20260917,15,0,warmup,15,small,sum_one,uniform,32,32768,213509,11,11,4730905112462327808,4730905112462327808,1
45,gcc-O3-v3,20260917,16,0,warmup,16,branch,filter_copy_mask,p900,65536,1,31161,11,11,58982,58982,1
45,gcc-O3-v3,20260917,17,0,warmup,17,small,sum_one,uniform,96,10922,142102,11,11,1966801938065649448,1966801938065649448,1
45,gcc-O3-v3,20260917,18,0,warmup,18,small,sum_one,uniform,1024,1024,117031,11,11,6113767114656410624,6113767114656410624,1
45,gcc-O3-v3,20260917,19,0,warmup,19,small,sum_one,uniform,48,21845,226739,11,11,18173204259618227916,18173204259618227916,1
45,gcc-O3-v3,20260917,20,0,warmup,20,branch,filter_copy_mask,p500_alternating,65536,1,29313,11,11,32768,32768,1
