run_id,build,compiler,first_cpu,frequency_before_khz,frequency_after_khz,minor_faults,voluntary_switches,involuntary_switches,invalid_samples
28,clang-O3-v3,"Ubuntu Clang 21.1.8 (6ubuntu1)",11,2500000,2500050,2,0,6,0
