run_id,build,compiler,first_cpu,frequency_before_khz,frequency_after_khz,minor_faults,voluntary_switches,involuntary_switches,invalid_samples
84,gcc-O3-v3,"15.2.0",11,2499974,2489021,2,0,9,0
