run_id,build,seed,sample,round,phase,position,part,label,dataset,n,calls,elapsed_ns,cpu_before,cpu_after,result,expected,output_ok
42,gcc-O2,20260917,0,0,warmup,0,branch,sum_if,p500,65536,1,52645,11,11,261284744287062128,261284744287062128,1
42,gcc-O2,20260917,1,0,warmup,1,small,sum_one,uniform,192,5461,428557,11,11,17901819518249685373,17901819518249685373,1
42,gcc-O2,20260917,2,0,warmup,2,branch,sum_if,p900,65536,1,57980,11,11,1957202038211152021,1957202038211152021,1
42,gcc-O2,20260917,3,0,warmup,3,branch,filter_copy_mask,p1000,65536,1,37255,11,11,65536,65536,1
42,gcc-O2,20260917,4,0,warmup,4,dependency,chain_xor_mul,uniform,65536,64,7011927,11,11,5299772668389481216,5299772668389481216,1
42,gcc-O2,20260917,5,0,warmup,5,branch,filter_copy,p750,65536,1,268780,11,11,49152,49152,1
42,gcc-O2,20260917,6,0,warmup,6,small,sum_one,uniform,2,524288,1104103,11,11,14489530702789345280,14489530702789345280,1
42,gcc-O2,20260917,7,0,warmup,7,branch,filter_copy,p900,65536,1,140564,11,11,58982,58982,1
42,gcc-O2,20260917,8,0,warmup,8,branch,filter_copy,p500_alternating,65536,1,27596,11,11,32768,32768,1
42,gcc-O2,20260917,9,0,warmup,9,branch,filter_copy_mask,p500_sorted,65536,1,28373,11,11,32768,32768,1
42,gcc-O2,20260917,10,0,warmup,10,branch,filter_copy_mask,p100,65536,1,28816,11,11,6554,6554,1
42,gcc-O2,20260917,11,0,warmup,11,branch,sum_if,p500_sorted,65536,1,54794,11,11,2213941836433581612,2213941836433581612,1
42,gcc-O2,20260917,12,0,warmup,12,branch,filter_copy_mask,p900,65536,1,28811,11,11,58982,58982,1
42,gcc-O2,20260917,13,0,warmup,13,branch,filter_copy_mask,p250,65536,1,29337,11,11,16384,16384,1
42,gcc-O2,20260917,14,0,warmup,14,dependency,split_xor_mul,uniform,65536,64,2359164,11,11,8310383708453772032,8310383708453772032,1
42,gcc-O2,20260917,15,0,warmup,15,small,sum_one,uniform,1,1048576,1758386,11,11,8452580083670974464,8452580083670974464,1
42,gcc-O2,20260917,16,0,warmup,16,dependency,sum_one,uniform,65536,64,1759219,11,11,1190735372877940864,1190735372877940864,1
42,gcc-O2,20260917,17,0,warmup,17,branch,filter_copy_mask,p500,65536,1,44850,11,11,32768,32768,1
42,gcc-O2,20260917,18,0,warmup,18,branch,sum_if,p250,65536,1,52658,11,11,75766260937212688,75766260937212688,1
42,gcc-O2,20260917,19,0,warmup,19,branch,sum_if,p1000,65536,1,54791,11,11,4485739283943968327,4485739283943968327,1
