run_id,build,seed,sample,round,phase,position,part,label,dataset,n,calls,elapsed_ns,cpu_before,cpu_after,result,expected,output_ok
5,gcc-O2,20260917,0,0,warmup,0,branch,filter_copy,p000,65536,1,26433,11,11,0,0,1
5,gcc-O2,20260917,1,0,warmup,1,branch,filter_copy,p500_alternating,65536,1,31273,11,11,32768,32768,1
5,gcc-O2,20260917,2,0,warmup,2,small,sum_one,uniform,512,32,6795,11,11,9030888353113463744,9030888353113463744,1
5,gcc-O2,20260917,3,0,warmup,3,branch,filter_copy,p900,65536,1,136571,11,11,58982,58982,1
5,gcc-O2,20260917,4,0,warmup,4,small,sum_one,uniform,768,21,6563,11,11,2658169580123084747,2658169580123084747,1
5,gcc-O2,20260917,5,0,warmup,5,branch,sum_if,p500_sorted,65536,1,57618,11,11,2213941836433581612,2213941836433581612,1
5,gcc-O2,20260917,6,0,warmup,6,small,sum_one,uniform,1,16384,26427,11,11,17714124509061775360,17714124509061775360,1
5,gcc-O2,20260917,7,0,warmup,7,branch,filter_copy_mask,p750,65536,1,28045,11,11,49152,49152,1
5,gcc-O2,20260917,8,0,warmup,8,branch,filter_copy_mask,p000,65536,1,27225,11,11,0,0,1
5,gcc-O2,20260917,9,0,warmup,9,branch,filter_copy,p100,65536,1,145069,11,11,6554,6554,1
5,gcc-O2,20260917,10,0,warmup,10,branch,sum_if,p000,65536,1,52587,11,11,0,0,1
5,gcc-O2,20260917,11,0,warmup,11,small,sum_one,uniform,8,2048,10762,11,11,6524258200577300480,6524258200577300480,1
5,gcc-O2,20260917,12,0,warmup,12,branch,filter_copy,p1000,65536,1,29695,11,11,65536,65536,1
5,gcc-O2,20260917,13,0,warmup,13,small,sum_one,uniform,64,256,9097,11,11,9166632898891687936,9166632898891687936,1
5,gcc-O2,20260917,14,0,warmup,14,branch,filter_copy_mask,p1000,65536,1,27237,11,11,65536,65536,1
5,gcc-O2,20260917,15,0,warmup,15,dependency,split_xor_mul,uniform,65536,1,26391,11,11,3588614259265131116,3588614259265131116,1
5,gcc-O2,20260917,16,0,warmup,16,branch,filter_copy,p500,65536,1,355838,11,11,32768,32768,1
5,gcc-O2,20260917,17,0,warmup,17,branch,sum_if,p500,65536,1,52581,11,11,261284744287062128,261284744287062128,1
5,gcc-O2,20260917,18,0,warmup,18,dependency,sum_one_bis,uniform,65536,1,30242,11,11,10106668405511128866,10106668405511128866,1
5,gcc-O2,20260917,19,0,warmup,19,branch,filter_copy_mask,p250,65536,1,27887,11,11,16384,16384,1
5,gcc-O2,20260917,20,0,warmup,20,branch,sum_if,p1000,65536,1,56843,11,11,4485739283943968327,4485739283943968327,1
5,gcc-O2,20260917,21,0,warmup,21,small,sum_one,uniform,4,4096,14039,11,11,2400026726346420224,2400026726346420224,1
5,gcc-O2,20260917,22,0,warmup,22,branch,filter_copy,p500_sorted,65536,1,26821,11,11,32768,32768,1
5,gcc-O2,20260917,23,0,warmup,23,dependency,sum_one,uniform,65536,1,26365,11,11,10106668405511128866,10106668405511128866,1
5,gcc-O2,20260917,24,0,warmup,24,small,sum_one,uniform,12,1365,9449,11,11,5781672628349104125,5781672628349104125,1
5,gcc-O2,20260917,25,0,warmup,25,branch,filter_copy_mask,p100,65536,1,28194,11,11,6554,6554,1
5,gcc-O2,20260917,26,0,warmup,26,small,sum_one,uniform,6,2730,11551,11,11,10151959632243433014,10151959632243433014,1
5,gcc-O2,20260917,27,0,warmup,27,dependency,sum_four,uniform,65536,1,9206,11,11,10106668405511128866,10106668405511128866,1
5,gcc-O2,20260917,28,0,warmup,28,dependency,sum_twice,uniform,65536,1,58264,11,11,1766592737312706116,1766592737312706116,1
5,gcc-O2,20260917,29,0,warmup,29,branch,filter_copy_mask,p500_alternating,65536,1,28761,11,11,32768,32768,1
5,gcc-O2,20260917,30,0,warmup,30,branch,filter_copy_mask,p500,65536,1,28853,11,11,32768,32768,1
5,gcc-O2,20260917,31,0,warmup,31,branch,sum_if,p250,65536,1,56760,11,11,75766260937212688,75766260937212688,1
5,gcc-O2,20260917,32,0,warmup,32,dependency,chain_xor_mul,uniform,65536,1,105146,11,11,16800170764742866796,16800170764742866796,1
5,gcc-O2,20260917,33,0,warmup,33,small,sum_one,uniform,3,5461,15385,11,11,16522757231167510724,16522757231167510724,1
5,gcc-O2,20260917,34,0,warmup,34,branch,sum_if,p100,65536,1,52568,11,11,3083979731501324985,3083979731501324985,1
5,gcc-O2,20260917,35,0,warmup,35,small,sum_one,uniform,2,8192,16535,11,11,10314462082540994560,10314462082540994560,1
5,gcc-O2,20260917,36,0,warmup,36,branch,filter_copy_mask,p500_sorted,65536,1,27550,11,11,32768,32768,1
5,gcc-O2,20260917,37,0,warmup,37,small,sum_one,uniform,256,64,6477,11,11,10859396365947641472,10859396365947641472,1
5,gcc-O2,20260917,38,0,warmup,38,small,sum_one,uniform,32,512,7750,11,11,15926591080726369792,15926591080726369792,1
5,gcc-O2,20260917,39,0,warmup,39,branch,filter_copy_mask,p900,65536,1,27666,11,11,58982,58982,1
5,gcc-O2,20260917,40,0,warmup,40,branch,filter_copy,p250,65536,1,260378,11,11,16384,16384,1
5,gcc-O2,20260917,41,0,warmup,41,small,sum_one,uniform,384,42,6372,11,11,8035024922952724662,8035024922952724662,1
5,gcc-O2,20260917,42,0,warmup,42,branch,sum_if,p750,65536,1,52568,11,11,14586442889165806448,14586442889165806448,1
5,gcc-O2,20260917,43,0,warmup,43,small,sum_one,uniform,24,682,8042,11,11,99464260534505610,99464260534505610,1
5,gcc-O2,20260917,44,0,warmup,44,small,sum_one,uniform,192,85,6316,11,11,16161553798504584317,16161553798504584317,1
5,gcc-O2,20260917,45,0,warmup,45,small,sum_one,uniform,48,341,10538,11,11,11543417172413503180,11543417172413503180,1
5,gcc-O2,20260917,46,0,warmup,46,branch,sum_if,p900,65536,1,52591,11,11,1957202038211152021,1957202038211152021,1
5,gcc-O2,20260917,47,0,warmup,47,small,sum_one,uniform,1024,16,6565,11,11,15083507171055517104,15083507171055517104,1
5,gcc-O2,20260917,48,0,warmup,48,small,sum_one,uniform,96,170,7637,11,11,2395147228773533480,2395147228773533480,1
5,gcc-O2,20260917,49,0,warmup,49,branch,filter_copy,p750,65536,1,259074,11,11,49152,49152,1
5,gcc-O2,20260917,50,0,warmup,50,small,sum_one,uniform,16,1024,8777,11,11,17603975798396444672,17603975798396444672,1
