run_id,build,seed,sample,round,phase,position,part,label,dataset,n,calls,elapsed_ns,cpu_before,cpu_after,result,expected,output_ok
4,gcc-O3-v3,20260917,0,0,warmup,0,dependency,sum_one,uniform,65536,1,7960,11,11,10106668405511128866,10106668405511128866,1
4,gcc-O3-v3,20260917,1,0,warmup,1,small,sum_one,uniform,384,42,2020,11,11,8035024922952724662,8035024922952724662,1
4,gcc-O3-v3,20260917,2,0,warmup,2,branch,filter_copy_mask,p1000,65536,1,29964,11,11,65536,65536,1
4,gcc-O3-v3,20260917,3,0,warmup,3,branch,filter_copy,p100,65536,1,151018,11,11,6554,6554,1
4,gcc-O3-v3,20260917,4,0,warmup,4,small,sum_one,uniform,256,64,4900,11,11,10859396365947641472,10859396365947641472,1
4,gcc-O3-v3,20260917,5,0,warmup,5,small,sum_one,uniform,128,128,2147,11,11,11514477342714293632,11514477342714293632,1
4,gcc-O3-v3,20260917,6,0,warmup,6,small,sum_one,uniform,768,21,1816,11,11,2658169580123084747,2658169580123084747,1
4,gcc-O3-v3,20260917,7,0,warmup,7,branch,filter_copy_mask,p500,65536,1,27864,11,11,32768,32768,1
4,gcc-O3-v3,20260917,8,0,warmup,8,branch,filter_copy,p000,65536,1,27872,11,11,0,0,1
4,gcc-O3-v3,20260917,9,0,warmup,9,dependency,sum_one_bis,uniform,65536,1,7946,11,11,10106668405511128866,10106668405511128866,1
4,gcc-O3-v3,20260917,10,0,warmup,10,small,sum_one,uniform,3,5461,15380,11,11,16522757231167510724,16522757231167510724,1
4,gcc-O3-v3,20260917,11,0,warmup,11,branch,filter_copy,p900,65536,1,136649,11,11,58982,58982,1
4,gcc-O3-v3,20260917,12,0,warmup,12,branch,sum_if,p250,65536,1,15461,11,11,75766260937212688,75766260937212688,1
4,gcc-O3-v3,20260917,13,0,warmup,13,branch,filter_copy,p500_sorted,65536,1,26521,11,11,32768,32768,1
4,gcc-O3-v3,20260917,14,0,warmup,14,branch,filter_copy,p500_alternating,65536,1,26408,11,11,32768,32768,1
4,gcc-O3-v3,20260917,15,0,warmup,15,dependency,sum_four,uniform,65536,1,10003,11,11,10106668405511128866,10106668405511128866,1
4,gcc-O3-v3,20260917,16,0,warmup,16,branch,filter_copy,p750,65536,1,274395,11,11,49152,49152,1
4,gcc-O3-v3,20260917,17,0,warmup,17,small,sum_one,uniform,16,1024,4661,11,11,17603975798396444672,17603975798396444672,1
