run_id,core,first_cpu,madvise_nohugepage,anon_huge_pages_kb,frequency_before_khz,frequency_after_khz,minor_faults,major_faults,voluntary_switches,involuntary_switches,invalid_samples
16,E,19,1,0,2000486,1243986,7,0,5,487,0
