run_id,core,first_cpu,madvise_nohugepage,anon_huge_pages_kb,frequency_before_khz,frequency_after_khz,minor_faults,major_faults,voluntary_switches,involuntary_switches,invalid_samples
19,LP-E,21,1,0,1200000,2499993,4,0,2,1257,0
