run_id,core,first_cpu,madvise_nohugepage,anon_huge_pages_kb,frequency_before_khz,frequency_after_khz,minor_faults,major_faults,voluntary_switches,involuntary_switches,invalid_samples
13,P,11,1,0,2499974,2421726,2,0,0,191,0
