protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,18,20260934,libre,22,0,5,0,0,warmup,0,A_bis,20000,1,110391,18,18,17535049423346789168
interleaved,interleaved,18,20260934,libre,22,0,5,1,0,warmup,1,A,20000,1,110264,18,18,4097914739092783003
interleaved,interleaved,18,20260934,libre,22,0,5,2,0,warmup,2,B,20000,2,220526,18,18,11980174830293734745
interleaved,interleaved,18,20260934,libre,22,0,5,3,1,warmup,0,A,20000,1,132346,18,18,12102191312715842690
interleaved,interleaved,18,20260934,libre,22,0,5,4,1,warmup,1,B,20000,2,220512,18,18,13289341477888475069
interleaved,interleaved,18,20260934,libre,22,0,5,5,1,warmup,2,A_bis,20000,1,110249,18,18,16013725818779683668
interleaved,interleaved,18,20260934,libre,22,0,5,6,2,warmup,0,A_bis,20000,1,110272,18,18,8860270406344769121
interleaved,interleaved,18,20260934,libre,22,0,5,7,2,warmup,1,B,20000,2,220505,18,18,9869702167409318702
interleaved,interleaved,18,20260934,libre,22,0,5,8,2,warmup,2,A,20000,1,110263,18,18,6818434075148965646
interleaved,interleaved,18,20260934,libre,22,0,5,9,3,warmup,0,A_bis,20000,1,114621,18,18,17385951921821130792
interleaved,interleaved,18,20260934,libre,22,0,5,10,3,warmup,1,B,20000,2,220490,18,18,15916074442891483152
interleaved,interleaved,18,20260934,libre,22,0,5,11,3,warmup,2,A,20000,1,110275,18,18,4948220403895312345
interleaved,interleaved,18,20260934,libre,22,0,5,12,4,warmup,0,A_bis,20000,1,110277,18,18,16921594609353644925
interleaved,interleaved,18,20260934,libre,22,0,5,13,4,warmup,1,A,20000,1,110261,18,18,6524760419321923935
interleaved,interleaved,18,20260934,libre,22,0,5,14,4,warmup,2,B,20000,2,220524,18,18,13439503922227285265
interleaved,interleaved,18,20260934,libre,22,0,5,15,5,measure,0,A,20000,1,110246,18,18,923590362983752394
