protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,22,20260938,LP-E,1,0,5,0,0,warmup,0,B,20000,2,401217,21,21,10910472519834565490
interleaved,interleaved,22,20260938,LP-E,1,0,5,1,0,warmup,1,A_bis,20000,1,200618,21,21,3509291911466258344
interleaved,interleaved,22,20260938,LP-E,1,0,5,2,0,warmup,2,A,20000,1,225714,21,21,13316317365740861313
interleaved,interleaved,22,20260938,LP-E,1,0,5,3,1,warmup,0,A,20000,1,200748,21,21,18203228480724719787
interleaved,interleaved,22,20260938,LP-E,1,0,5,4,1,warmup,1,A_bis,20000,1,200540,21,21,527386911514622885
interleaved,interleaved,22,20260938,LP-E,1,0,5,5,1,warmup,2,B,20000,2,401650,21,21,3087867749780151383
interleaved,interleaved,22,20260938,LP-E,1,0,5,6,2,warmup,0,B,20000,2,408377,21,21,7566288032851795516
interleaved,interleaved,22,20260938,LP-E,1,0,5,7,2,warmup,1,A,20000,1,200534,21,21,4912158927307225704
interleaved,interleaved,22,20260938,LP-E,1,0,5,8,2,warmup,2,A_bis,20000,1,200542,21,21,7661086870695222444
interleaved,interleaved,22,20260938,LP-E,1,0,5,9,3,warmup,0,A_bis,20000,1,200541,21,21,12856208258170935020
interleaved,interleaved,22,20260938,LP-E,1,0,5,10,3,warmup,1,A,20000,1,209660,21,21,10002602595317845782
interleaved,interleaved,22,20260938,LP-E,1,0,5,11,3,warmup,2,B,20000,2,401021,21,21,544711031413834626
interleaved,interleaved,22,20260938,LP-E,1,0,5,12,4,warmup,0,A_bis,20000,1,200540,21,21,3178754308461346412
interleaved,interleaved,22,20260938,LP-E,1,0,5,13,4,warmup,1,B,20000,2,409438,21,21,18319357481471592969
interleaved,interleaved,22,20260938,LP-E,1,0,5,14,4,warmup,2,A,20000,1,200682,21,21,5001204634420536251
interleaved,interleaved,22,20260938,LP-E,1,0,5,15,5,measure,0,A_bis,20000,1,200540,21,21,1094272264685487740
interleaved,interleaved,22,20260938,LP-E,1,0,5,16,5,measure,1,A,20000,1,200528,21,21,4566921932596244394
interleaved,interleaved,22,20260938,LP-E,1,0,5,17,5,measure,2,B,20000,2,407753,21,21,5978929310263434533
