protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,7,20260923,LP-E,1,0,5,0,0,warmup,0,B,20000,2,401661,21,21,17068233628450542112
interleaved,interleaved,7,20260923,LP-E,1,0,5,1,0,warmup,1,A_bis,20000,1,216494,21,21,236286601428062536
interleaved,interleaved,7,20260923,LP-E,1,0,5,2,0,warmup,2,A,20000,1,200529,21,21,5893520725652777520
interleaved,interleaved,7,20260923,LP-E,1,0,5,3,1,warmup,0,A_bis,20000,1,200519,21,21,12707878043269976942
interleaved,interleaved,7,20260923,LP-E,1,0,5,4,1,warmup,1,A,20000,1,200542,21,21,17575015607433757719
interleaved,interleaved,7,20260923,LP-E,1,0,5,5,1,warmup,2,B,20000,2,411093,21,21,4598504342202100826
interleaved,interleaved,7,20260923,LP-E,1,0,5,6,2,warmup,0,A,20000,1,200512,21,21,1957144692240697097
interleaved,interleaved,7,20260923,LP-E,1,0,5,7,2,warmup,1,B,20000,2,401033,21,21,14579025405872517814
interleaved,interleaved,7,20260923,LP-E,1,0,5,8,2,warmup,2,A_bis,20000,1,200514,21,21,16391061326817495192
interleaved,interleaved,7,20260923,LP-E,1,0,5,9,3,warmup,0,A_bis,20000,1,207547,21,21,13457470667479904696
interleaved,interleaved,7,20260923,LP-E,1,0,5,10,3,warmup,1,B,20000,2,401029,21,21,8193230494331894309
interleaved,interleaved,7,20260923,LP-E,1,0,5,11,3,warmup,2,A,20000,1,200512,21,21,1582169545991457688
interleaved,interleaved,7,20260923,LP-E,1,0,5,12,4,warmup,0,B,20000,2,410499,21,21,2720892125272594443
interleaved,interleaved,7,20260923,LP-E,1,0,5,13,4,warmup,1,A_bis,20000,1,200533,21,21,2906163480277687764
interleaved,interleaved,7,20260923,LP-E,1,0,5,14,4,warmup,2,A,20000,1,200532,21,21,7962152880301386147
interleaved,interleaved,7,20260923,LP-E,1,0,5,15,5,measure,0,A_bis,20000,1,200552,21,21,10480659755630604437
interleaved,interleaved,7,20260923,LP-E,1,0,5,16,5,measure,1,A,20000,1,200774,21,21,16872078851921841535
interleaved,interleaved,7,20260923,LP-E,1,0,5,17,5,measure,2,B,20000,2,409801,21,21,15731600169122571906
interleaved,interleaved,7,20260923,LP-E,1,0,5,18,6,measure,0,A_bis,20000,1,200523,21,21,16146477060616998369
interleaved,interleaved,7,20260923,LP-E,1,0,5,19,6,measure,1,B,20000,2,413503,21,21,8883863483792120992
interleaved,interleaved,7,20260923,LP-E,1,0,5,20,6,measure,2,A,20000,1,200527,21,21,647967068394180555
interleaved,interleaved,7,20260923,LP-E,1,0,5,21,7,measure,0,A,20000,1,200690,21,21,9116402906022135937
interleaved,interleaved,7,20260923,LP-E,1,0,5,22,7,measure,1,A_bis,20000,1,200696,21,21,975224114423315472
interleaved,interleaved,7,20260923,LP-E,1,0,5,23,7,measure,2,B,20000,2,407104,21,21,6978568544611007121
interleaved,interleaved,7,20260923,LP-E,1,0,5,24,8,measure,0,A_bis,20000,1,200515,21,21,4787266690713877508
interleaved,interleaved,7,20260923,LP-E,1,0,5,25,8,measure,1,B,20000,2,401182,21,21,2046868162117228337
interleaved,interleaved,7,20260923,LP-E,1,0,5,26,8,measure,2,A,20000,1,200628,21,21,1715091092631361442
interleaved,interleaved,7,20260923,LP-E,1,0,5,27,9,measure,0,A,20000,1,211259,21,21,5971257394187837077
interleaved,interleaved,7,20260923,LP-E,1,0,5,28,9,measure,1,B,20000,2,401322,21,21,13572806157999731159
interleaved,interleaved,7,20260923,LP-E,1,0,5,29,9,measure,2,A_bis,20000,1,200512,21,21,13371819969739036399
interleaved,interleaved,7,20260923,LP-E,1,0,5,30,10,measure,0,B,20000,2,411084,21,21,14650981299257437437
interleaved,interleaved,7,20260923,LP-E,1,0,5,31,10,measure,1,A,20000,1,200692,21,21,17039257608277941553
interleaved,interleaved,7,20260923,LP-E,1,0,5,32,10,measure,2,A_bis,20000,1,200846,21,21,16558963389727522991
interleaved,interleaved,7,20260923,LP-E,1,0,5,33,11,measure,0,A_bis,20000,1,200534,21,21,672573014494467232
interleaved,interleaved,7,20260923,LP-E,1,0,5,34,11,measure,1,B,20000,2,415058,21,21,10372717357909700775
interleaved,interleaved,7,20260923,LP-E,1,0,5,35,11,measure,2,A,20000,1,200538,21,21,15828871517467838124
interleaved,interleaved,7,20260923,LP-E,1,0,5,36,12,measure,0,B,20000,2,401002,21,21,1086691094429467023
interleaved,interleaved,7,20260923,LP-E,1,0,5,37,12,measure,1,A_bis,20000,1,200726,21,21,16749419980891233259
interleaved,interleaved,7,20260923,LP-E,1,0,5,38,12,measure,2,A,20000,1,210108,21,21,5386698192970811824
interleaved,interleaved,7,20260923,LP-E,1,0,5,39,13,measure,0,A,20000,1,200547,21,21,7536295824526073737
interleaved,interleaved,7,20260923,LP-E,1,0,5,40,13,measure,1,A_bis,20000,1,200537,21,21,10714669399844907560
interleaved,interleaved,7,20260923,LP-E,1,0,5,41,13,measure,2,B,20000,2,401029,21,21,1402091692215702176
interleaved,interleaved,7,20260923,LP-E,1,0,5,42,14,measure,0,A_bis,20000,1,207844,21,21,8377769390178914521
interleaved,interleaved,7,20260923,LP-E,1,0,5,43,14,measure,1,B,20000,2,401018,21,21,5620913363207735446
interleaved,interleaved,7,20260923,LP-E,1,0,5,44,14,measure,2,A,20000,1,200526,21,21,9040895525591155389
interleaved,interleaved,7,20260923,LP-E,1,0,5,45,15,measure,0,A,20000,1,200535,21,21,11008123201350577155
interleaved,interleaved,7,20260923,LP-E,1,0,5,46,15,measure,1,B,20000,2,433482,21,21,17090268802190430207
interleaved,interleaved,7,20260923,LP-E,1,0,5,47,15,measure,2,A_bis,20000,1,200513,21,21,436168551242205913
interleaved,interleaved,7,20260923,LP-E,1,0,5,48,16,measure,0,B,20000,2,401027,21,21,5748979729988932420
interleaved,interleaved,7,20260923,LP-E,1,0,5,49,16,measure,1,A_bis,20000,1,210557,21,21,3351169352842912119
interleaved,interleaved,7,20260923,LP-E,1,0,5,50,16,measure,2,A,20000,1,200540,21,21,10265523378620180242
interleaved,interleaved,7,20260923,LP-E,1,0,5,51,17,measure,0,A,20000,1,200540,21,21,15724068254778115225
interleaved,interleaved,7,20260923,LP-E,1,0,5,52,17,measure,1,A_bis,20000,1,200563,21,21,5133071702490422254
interleaved,interleaved,7,20260923,LP-E,1,0,5,53,17,measure,2,B,20000,2,407031,21,21,9680716758002960236
interleaved,interleaved,7,20260923,LP-E,1,0,5,54,18,measure,0,A_bis,20000,1,200526,21,21,14264708268477108002
interleaved,interleaved,7,20260923,LP-E,1,0,5,55,18,measure,1,A,20000,1,200562,21,21,13414771815252457640
interleaved,interleaved,7,20260923,LP-E,1,0,5,56,18,measure,2,B,20000,2,401021,21,21,8085062465217803085
interleaved,interleaved,7,20260923,LP-E,1,0,5,57,19,measure,0,A,20000,1,206377,21,21,2444779044480749466
interleaved,interleaved,7,20260923,LP-E,1,0,5,58,19,measure,1,B,20000,2,401015,21,21,6688621076788448582
interleaved,interleaved,7,20260923,LP-E,1,0,5,59,19,measure,2,A_bis,20000,1,200524,21,21,7889652223166841285
interleaved,interleaved,7,20260923,LP-E,1,0,5,60,20,measure,0,A_bis,20000,1,200561,21,21,3620660650645618654
interleaved,interleaved,7,20260923,LP-E,1,0,5,61,20,measure,1,A,20000,1,207620,21,21,16921592892259289445
interleaved,interleaved,7,20260923,LP-E,1,0,5,62,20,measure,2,B,20000,2,401021,21,21,12612986231288503832
interleaved,interleaved,7,20260923,LP-E,1,0,5,63,21,measure,0,B,20000,2,401041,21,21,4370575215447572209
interleaved,interleaved,7,20260923,LP-E,1,0,5,64,21,measure,1,A_bis,20000,1,205826,21,21,5494601244521409177
interleaved,interleaved,7,20260923,LP-E,1,0,5,65,21,measure,2,A,20000,1,200551,21,21,14028994911868707851
