protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,2,20260918,P,1,0,5,0,0,warmup,0,B,20000,2,212371,11,11,10593456079610783769
interleaved,interleaved,2,20260918,P,1,0,5,1,0,warmup,1,A_bis,20000,1,110862,11,11,17721083649733526174
interleaved,interleaved,2,20260918,P,1,0,5,2,0,warmup,2,A,20000,1,112766,11,11,15272024991645464138
interleaved,interleaved,2,20260918,P,1,0,5,3,1,warmup,0,A,20000,1,112754,11,11,6578814540261684858
interleaved,interleaved,2,20260918,P,1,0,5,4,1,warmup,1,B,20000,2,225553,11,11,15256015987336209644
interleaved,interleaved,2,20260918,P,1,0,5,5,1,warmup,2,A_bis,20000,1,119579,11,11,3509229683700828005
interleaved,interleaved,2,20260918,P,1,0,5,6,2,warmup,0,B,20000,2,225507,11,11,1520479561544132780
interleaved,interleaved,2,20260918,P,1,0,5,7,2,warmup,1,A,20000,1,112769,11,11,2388791067113510880
interleaved,interleaved,2,20260918,P,1,0,5,8,2,warmup,2,A_bis,20000,1,112808,11,11,23708497749898450
interleaved,interleaved,2,20260918,P,1,0,5,9,3,warmup,0,A,20000,1,114573,11,11,14279235208565586517
interleaved,interleaved,2,20260918,P,1,0,5,10,3,warmup,1,A_bis,20000,1,112766,11,11,13877249987901530092
interleaved,interleaved,2,20260918,P,1,0,5,11,3,warmup,2,B,20000,2,225546,11,11,14080096806952147621
interleaved,interleaved,2,20260918,P,1,0,5,12,4,warmup,0,A_bis,20000,1,119721,11,11,10682686388126961990
interleaved,interleaved,2,20260918,P,1,0,5,13,4,warmup,1,A,20000,1,112788,11,11,10627255450981101446
interleaved,interleaved,2,20260918,P,1,0,5,14,4,warmup,2,B,20000,2,225516,11,11,11508843843939896626
interleaved,interleaved,2,20260918,P,1,0,5,15,5,measure,0,A,20000,1,118940,11,11,4757595399735506042
interleaved,interleaved,2,20260918,P,1,0,5,16,5,measure,1,A_bis,20000,1,129028,11,11,18286171683830790456
interleaved,interleaved,2,20260918,P,1,0,5,17,5,measure,2,B,20000,2,257736,11,11,5537806661454817903
interleaved,interleaved,2,20260918,P,1,0,5,18,6,measure,0,A_bis,20000,1,153557,11,11,14947531866972101385
interleaved,interleaved,2,20260918,P,1,0,5,19,6,measure,1,A,20000,1,106156,11,11,16960124823445473445
interleaved,interleaved,2,20260918,P,1,0,5,20,6,measure,2,B,20000,2,212273,11,11,4793397210602009484
interleaved,interleaved,2,20260918,P,1,0,5,21,7,measure,0,A,20000,1,106124,11,11,7507731762396812204
interleaved,interleaved,2,20260918,P,1,0,5,22,7,measure,1,B,20000,2,212271,11,11,16765806524334180778
interleaved,interleaved,2,20260918,P,1,0,5,23,7,measure,2,A_bis,20000,1,106124,11,11,11842725683595627917
interleaved,interleaved,2,20260918,P,1,0,5,24,8,measure,0,A,20000,1,106152,11,11,15134199039685567043
interleaved,interleaved,2,20260918,P,1,0,5,25,8,measure,1,A_bis,20000,1,113408,11,11,3344752876803716295
