protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
amortization,amortization,23,20260939,libre,22,100000,0,0,5,measure,0,A,256,1,1287,8,8,18319763012602385895
amortization,amortization,23,20260939,libre,22,100000,0,1,2,measure,0,A,4,1,62,8,8,3546015578326166973
amortization,amortization,23,20260939,libre,22,100000,0,2,2,measure,0,A,32,1,183,8,8,6032415479871570766
amortization,amortization,23,20260939,libre,22,100000,0,3,8,measure,0,A,128,1,597,8,8,17977084710401731552
amortization,amortization,23,20260939,libre,22,100000,0,4,7,measure,0,A,16,1,93,8,8,17182552565294071205
amortization,amortization,23,20260939,libre,22,100000,0,5,4,measure,0,A,256,1,1175,8,8,13369989099705284742
amortization,amortization,23,20260939,libre,22,100000,0,6,0,measure,0,A,1024,1,4639,8,8,15354798929796554568
amortization,amortization,23,20260939,libre,22,100000,0,7,1,measure,0,A,8,1,57,8,8,6394565179762020409
amortization,amortization,23,20260939,libre,22,100000,0,8,7,measure,0,A,64,1,309,8,8,6641089680245220208
amortization,amortization,23,20260939,libre,22,100000,0,9,2,measure,0,A,256,1,1177,8,8,17461449007241199177
amortization,amortization,23,20260939,libre,22,100000,0,10,5,measure,0,A,512,1,2333,8,8,15742796625248780223
amortization,amortization,23,20260939,libre,22,100000,0,11,1,measure,0,A,256,1,1177,8,8,9862097858760390394
amortization,amortization,23,20260939,libre,22,100000,0,12,9,measure,0,A,128,1,598,8,8,11210002147670998922
amortization,amortization,23,20260939,libre,22,100000,0,13,7,measure,0,A,512,1,2332,8,8,16962489079767706838
amortization,amortization,23,20260939,libre,22,100000,0,14,8,measure,0,A,1024,1,4639,8,8,612257567192675935
amortization,amortization,23,20260939,libre,22,100000,0,15,7,measure,0,A,2,1,40,8,8,4800801030941100979
amortization,amortization,23,20260939,libre,22,100000,0,16,3,measure,0,A,4,1,58,8,8,13996747177557676346
amortization,amortization,23,20260939,libre,22,100000,0,17,5,measure,0,A,1,1,35,8,8,7312261466218947309
amortization,amortization,23,20260939,libre,22,100000,0,18,0,measure,0,A,512,1,2336,8,8,9589570814268748608
amortization,amortization,23,20260939,libre,22,100000,0,19,4,measure,0,A,1,1,35,8,8,9755560118656848725
amortization,amortization,23,20260939,libre,22,100000,0,20,4,measure,0,A,32,1,162,8,8,4158292737824174213
amortization,amortization,23,20260939,libre,22,100000,0,21,3,measure,0,A,16,1,117,8,8,5734107766352753590
amortization,amortization,23,20260939,libre,22,100000,0,22,8,measure,0,A,64,1,308,8,8,1779064057531675962
amortization,amortization,23,20260939,libre,22,100000,0,23,0,measure,0,A,64,1,308,8,8,3591004238403365504
amortization,amortization,23,20260939,libre,22,100000,0,24,7,measure,0,A,256,1,1171,8,8,2322850959140695025
amortization,amortization,23,20260939,libre,22,100000,0,25,6,measure,0,A,1,1,33,8,8,6644307765276132225
amortization,amortization,23,20260939,libre,22,100000,0,26,4,measure,0,A,512,1,2325,8,8,5445602165620862372
amortization,amortization,23,20260939,libre,22,100000,0,27,0,measure,0,A,16,1,92,8,8,11633232841250022324
amortization,amortization,23,20260939,libre,22,100000,0,28,6,measure,0,A,16,1,92,8,8,6351633870619980485
amortization,amortization,23,20260939,libre,22,100000,0,29,4,measure,0,A,64,1,305,8,8,11113471861650082283
amortization,amortization,23,20260939,libre,22,100000,0,30,7,measure,0,A,8,1,56,8,8,8628508843708034075
amortization,amortization,23,20260939,libre,22,100000,0,31,1,measure,0,A,1024,1,4634,8,8,12350151881449406791
amortization,amortization,23,20260939,libre,22,100000,0,32,4,measure,0,A,128,1,597,8,8,13632395060882617597
amortization,amortization,23,20260939,libre,22,100000,0,33,1,measure,0,A,32,1,164,8,8,17561867098176137926
amortization,amortization,23,20260939,libre,22,100000,0,34,6,measure,0,A,1024,1,4648,8,8,9258341204615045352
amortization,amortization,23,20260939,libre,22,100000,0,35,0,measure,0,A,256,1,1177,8,8,2457091414339468832
amortization,amortization,23,20260939,libre,22,100000,0,36,3,measure,0,A,256,1,1177,8,8,8839650864310161400
amortization,amortization,23,20260939,libre,22,100000,0,37,5,measure,0,A,1024,1,4646,8,8,9271243483502102191
amortization,amortization,23,20260939,libre,22,100000,0,38,7,measure,0,A,1,1,39,8,8,11865856743827178871
amortization,amortization,23,20260939,libre,22,100000,0,39,9,measure,0,A,1024,1,4639,8,8,15664890047283292449
amortization,amortization,23,20260939,libre,22,100000,0,40,8,measure,0,A,512,1,2328,8,8,17669497751467858355
amortization,amortization,23,20260939,libre,22,100000,0,41,3,measure,0,A,64,1,308,8,8,16253048555829013680
