run_id,build,seed,sample,round,phase,position,part,label,dataset,n,calls,elapsed_ns,cpu_before,cpu_after,result,expected,output_ok
9,clang-O3-v3,20260917,0,0,warmup,0,branch,filter_copy,p900,65536,1,105364,11,11,58982,58982,1
9,clang-O3-v3,20260917,1,0,warmup,1,branch,sum_if,p500_alternating,65536,1,11192,11,11,4196774058536912234,4196774058536912234,1
9,clang-O3-v3,20260917,2,0,warmup,2,branch,filter_copy_mask,p750,65536,1,29127,11,11,49152,49152,1
9,clang-O3-v3,20260917,3,0,warmup,3,dependency,sum_one_bis,uniform,65536,16,96846,11,11,14132741898501648928,14132741898501648928,1
9,clang-O3-v3,20260917,4,0,warmup,4,small,sum_one,uniform,512,512,21962,11,11,15367005133848558592,15367005133848558592,1
9,clang-O3-v3,20260917,5,0,warmup,5,small,sum_one,uniform,32,8192,35376,11,11,15017784333397745664,15017784333397745664,1
9,clang-O3-v3,20260917,6,0,warmup,6,branch,filter_copy_mask,p250,65536,1,28973,11,11,16384,16384,1
9,clang-O3-v3,20260917,7,0,warmup,7,small,sum_one,uniform,3,87381,420390,11,11,3476548407154350276,3476548407154350276,1
9,clang-O3-v3,20260917,8,0,warmup,8,branch,filter_copy_mask,p500_alternating,65536,1,29416,11,11,32768,32768,1
9,clang-O3-v3,20260917,9,0,warmup,9,small,sum_one,uniform,128,2048,22358,11,11,18210940820042733568,18210940820042733568,1
9,clang-O3-v3,20260917,10,0,warmup,10,branch,sum_if,p100,65536,1,9665,11,11,3083979731501324985,3083979731501324985,1
9,clang-O3-v3,20260917,11,0,warmup,11,dependency,sum_four,uniform,65536,16,141854,11,11,14132741898501648928,14132741898501648928,1
9,clang-O3-v3,20260917,12,0,warmup,12,branch,filter_copy,p000,65536,1,16739,11,11,0,0,1
9,clang-O3-v3,20260917,13,0,warmup,13,small,sum_one,uniform,192,1365,20717,11,11,7791738934772679037,7791738934772679037,1
9,clang-O3-v3,20260917,14,0,warmup,14,small,sum_one,uniform,1024,256,20364,11,11,1528441778664102656,1528441778664102656,1
9,clang-O3-v3,20260917,15,0,warmup,15,branch,sum_if,p750,65536,1,9639,11,11,14586442889165806448,14586442889165806448,1
9,clang-O3-v3,20260917,16,0,warmup,16,small,sum_one,uniform,1,262144,738949,11,11,6724831039345131520,6724831039345131520,1
9,clang-O3-v3,20260917,17,0,warmup,17,branch,filter_copy_mask,p500,65536,1,42346,11,11,32768,32768,1
9,clang-O3-v3,20260917,18,0,warmup,18,dependency,split_xor_mul,uniform,65536,16,349809,11,11,2077595927113443008,2077595927113443008,1
9,clang-O3-v3,20260917,19,0,warmup,19,small,sum_one,uniform,96,2730,24254,11,11,14590989637268500264,14590989637268500264,1
