run_id,build,compiler,first_cpu,frequency_before_khz,frequency_after_khz,minor_faults,voluntary_switches,involuntary_switches,invalid_samples
3,clang-scalar,"Ubuntu Clang 21.1.8 (6ubuntu1)",11,2499974,2461722,2,0,1,0
