protocol,mode,prime,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,none,2,20260918,P,1,0,1,0,0,warmup,0,B,50,2,621,11,11,9303899884965696046
interleaved,interleaved,none,2,20260918,P,1,0,1,1,0,warmup,1,A_bis,50,1,318,11,11,11658149812433204875
interleaved,interleaved,none,2,20260918,P,1,0,1,2,0,warmup,2,A,50,1,258,11,11,10490197659999866093
interleaved,interleaved,none,2,20260918,P,1,0,1,3,1,measure,0,A,50,1,258,11,11,8879558362887549393
interleaved,interleaved,none,2,20260918,P,1,0,1,4,1,measure,1,B,50,2,510,11,11,15165525328017012249
interleaved,interleaved,none,2,20260918,P,1,0,1,5,1,measure,2,A_bis,50,1,259,11,11,10961372020263092265
interleaved,interleaved,none,2,20260918,P,1,0,1,6,2,measure,0,B,50,2,495,11,11,8549566085237549258
interleaved,interleaved,none,2,20260918,P,1,0,1,7,2,measure,1,A,50,1,257,11,11,14030150929968841696
interleaved,interleaved,none,2,20260918,P,1,0,1,8,2,measure,2,A_bis,50,1,270,11,11,7758215181580866610
interleaved,interleaved,none,2,20260918,P,1,0,1,9,3,measure,0,A,50,1,270,11,11,13980141782822781604
interleaved,interleaved,none,2,20260918,P,1,0,1,10,3,measure,1,A_bis,50,1,256,11,11,10982569183102332458
interleaved,interleaved,none,2,20260918,P,1,0,1,11,3,measure,2,B,50,2,513,11,11,8104396816214140910
