protocol,mode,prime,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,0,0,warmup,0,A_bis,20000,1,200779,21,21,18020043257577761474
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,1,0,warmup,1,B,20000,2,419753,21,21,1176156050852320903
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,2,0,warmup,2,A,20000,1,200846,21,21,7140090945179959331
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,3,1,warmup,0,A,20000,1,200533,21,21,5153472170729398484
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,4,1,warmup,1,A_bis,20000,1,200524,21,21,5595965334624426754
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,5,1,warmup,2,B,20000,2,408587,21,21,14570775397439315950
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,6,2,warmup,0,B,20000,2,401021,21,21,7255092319058757908
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,7,2,warmup,1,A_bis,20000,1,200562,21,21,17973734078815633924
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,8,2,warmup,2,A,20000,1,209499,21,21,12260070468969221129
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,9,3,warmup,0,A_bis,20000,1,200516,21,21,12350099953492328925
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,10,3,warmup,1,A,20000,1,200520,21,21,10154192106125753119
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,11,3,warmup,2,B,20000,2,401047,21,21,8154867704440894071
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,12,4,warmup,0,A,20000,1,207417,21,21,17433936535237261116
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,13,4,warmup,1,B,20000,2,441405,21,21,5621786445131576137
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,14,4,warmup,2,A_bis,20000,1,200541,21,21,15275600516532658414
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,15,5,warmup,0,A,20000,1,200522,21,21,3256920470988724242
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,16,5,warmup,1,A_bis,20000,1,206312,21,21,1064348152659734836
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,17,5,warmup,2,B,20000,2,401049,21,21,10350235768730879627
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,18,6,warmup,0,B,20000,2,401018,21,21,1342042776976924021
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,19,6,warmup,1,A,20000,1,205610,21,21,8358836935528576958
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,20,6,warmup,2,A_bis,20000,1,200538,21,21,14279799564196758939
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,21,7,warmup,0,B,20000,2,401022,21,21,253642729505928292
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,22,7,warmup,1,A,20000,1,200541,21,21,1676749665025025524
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,23,7,warmup,2,A_bis,20000,1,207736,21,21,3545613405199802577
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,24,8,warmup,0,B,20000,2,401024,21,21,3081609067220966049
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,25,8,warmup,1,A_bis,20000,1,200542,21,21,5631675342176624483
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,26,8,warmup,2,A,20000,1,208478,21,21,3838188048336777728
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,27,9,warmup,0,A_bis,20000,1,200646,21,21,16858616289699725195
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,28,9,warmup,1,A,20000,1,200525,21,21,12735330839468056804
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,29,9,warmup,2,B,20000,2,401042,21,21,15415625270118573484
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,30,10,measure,0,A_bis,20000,1,205363,21,21,3392813326708698289
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,31,10,measure,1,A,20000,1,200697,21,21,7597549546043653179
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,32,10,measure,2,B,20000,2,401031,21,21,3262996202705642478
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,33,11,measure,0,A_bis,20000,1,200529,21,21,14648318602790435599
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,34,11,measure,1,B,20000,2,405265,21,21,11087076913062019618
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,35,11,measure,2,A,20000,1,200521,21,21,7104076039115708591
interleaved,interleaved,none,117,20261033,LP-E,1,0,10,36,12,measure,0,B,20000,2,401141,21,21,10248919546914428692
