protocol,mode,prime,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
amortization,amortization,none,132,20261048,libre,22,100000,0,0,34,measure,0,A,512,1,2946,15,15,6822812187493435178
amortization,amortization,none,132,20261048,libre,22,100000,0,1,22,measure,0,A,8192,1,45189,15,15,14342830842414789180
amortization,amortization,none,132,20261048,libre,22,100000,0,2,31,measure,0,A,32768,1,180637,15,15,11833068567456475292
amortization,amortization,none,132,20261048,libre,22,100000,0,3,20,measure,0,A,4,1,45,15,15,6175033824473443018
amortization,amortization,none,132,20261048,libre,22,100000,0,4,24,measure,0,A,2048,1,11299,15,15,3381252463840500741
amortization,amortization,none,132,20261048,libre,22,100000,0,5,28,measure,0,A,1,1,41,15,15,10192890089685239005
amortization,amortization,none,132,20261048,libre,22,100000,0,6,9,measure,0,A,2,1,43,15,15,3328001470901196747
amortization,amortization,none,132,20261048,libre,22,100000,0,7,25,measure,0,A,16,1,135,15,15,536591769914347449
amortization,amortization,none,132,20261048,libre,22,100000,0,8,33,measure,0,A,1024,1,5667,15,15,10354708417146419679
amortization,amortization,none,132,20261048,libre,22,100000,0,9,19,measure,0,A,16384,1,90328,15,15,18301185982154940148
amortization,amortization,none,132,20261048,libre,22,100000,0,10,17,measure,0,A,64,1,374,15,15,16349591225269746774
amortization,amortization,none,132,20261048,libre,22,100000,0,11,38,measure,0,A,2,1,41,15,15,16290440892743921636
amortization,amortization,none,132,20261048,libre,22,100000,0,12,27,measure,0,A,32,1,197,15,15,11556810909749874214
amortization,amortization,none,132,20261048,libre,22,100000,0,13,8,measure,0,A,1024,1,5671,15,15,14492749296838670936
amortization,amortization,none,132,20261048,libre,22,100000,0,14,19,measure,0,A,4096,1,22590,15,15,13165823432603997324
amortization,amortization,none,132,20261048,libre,22,100000,0,15,38,measure,0,A,64,1,373,15,15,12969007793196165410
amortization,amortization,none,132,20261048,libre,22,100000,0,16,33,measure,0,A,16,1,110,15,15,15106122567304757531
amortization,amortization,none,132,20261048,libre,22,100000,0,17,31,measure,0,A,1,1,40,15,15,887849529329362034
amortization,amortization,none,132,20261048,libre,22,100000,0,18,6,measure,0,A,32768,1,186132,15,15,8126514805752594816
amortization,amortization,none,132,20261048,libre,22,100000,0,19,20,measure,0,A,512,1,2848,15,15,1952180615881379281
amortization,amortization,none,132,20261048,libre,22,100000,0,20,5,measure,0,A,1024,1,5670,15,15,1927509602670864110
amortization,amortization,none,132,20261048,libre,22,100000,0,21,39,measure,0,A,128,1,726,15,15,4888185951802325442
amortization,amortization,none,132,20261048,libre,22,100000,0,22,0,measure,0,A,256,1,1431,15,15,18024719853311903190
amortization,amortization,none,132,20261048,libre,22,100000,0,23,15,measure,0,A,16,1,110,15,15,17694940831367976599
amortization,amortization,none,132,20261048,libre,22,100000,0,24,27,measure,0,A,1024,1,5656,15,15,16540292938791879303
