protocol,mode,prime,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,0,0,warmup,0,A_bis,20000,1,201155,21,21,5648863535795621592
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,1,0,warmup,1,A,20000,1,200829,21,21,10352084226975661299
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,2,0,warmup,2,B,20000,2,417535,21,21,6318023418341405829
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,3,1,warmup,0,A_bis,20000,1,200689,21,21,16064996146119263563
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,4,1,warmup,1,B,20000,2,401013,21,21,7735209920673333001
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,5,1,warmup,2,A,20000,1,207672,21,21,11256676441167263688
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,6,2,warmup,0,B,20000,2,401191,21,21,11991904343304894742
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,7,2,warmup,1,A_bis,20000,1,200685,21,21,6058361654417713188
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,8,2,warmup,2,A,20000,1,212580,21,21,1758526600125692184
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,9,3,warmup,0,B,20000,2,401071,21,21,12664817492432701648
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,10,3,warmup,1,A_bis,20000,1,200523,21,21,16977240503688760541
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,11,3,warmup,2,A,20000,1,200536,21,21,13575042199384505913
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,12,4,warmup,0,A,20000,1,211979,21,21,16559688888449322045
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,13,4,warmup,1,B,20000,2,401030,21,21,3580706891441616013
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,14,4,warmup,2,A_bis,20000,1,200513,21,21,13946574570688815355
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,15,5,warmup,0,A,20000,1,200549,21,21,2219402439435743673
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,16,5,warmup,1,B,20000,2,407562,21,21,8405659374243679814
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,17,5,warmup,2,A_bis,20000,1,200514,21,21,17800083695018957467
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,18,6,warmup,0,A,20000,1,200551,21,21,13262728093769697694
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,19,6,warmup,1,A_bis,20000,1,200558,21,21,12912722855194926905
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,20,6,warmup,2,B,20000,2,406932,21,21,6336535070798506977
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,21,7,warmup,0,A_bis,20000,1,200700,21,21,16263626166532707847
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,22,7,warmup,1,B,20000,2,401114,21,21,8050479281087299746
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,23,7,warmup,2,A,20000,1,206284,21,21,17631079323572780303
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,24,8,warmup,0,A,20000,1,200682,21,21,6864506881941803550
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,25,8,warmup,1,A_bis,20000,1,200552,21,21,11483888312301715213
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,26,8,warmup,2,B,20000,2,401009,21,21,1041049957416267257
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,27,9,warmup,0,B,20000,2,434953,21,21,8458177140326884403
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,28,9,warmup,1,A,20000,1,200520,21,21,9212696517570740859
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,29,9,warmup,2,A_bis,20000,1,200557,21,21,1271898787923997545
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,30,10,measure,0,A_bis,20000,1,200546,21,21,16657321758332031146
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,31,10,measure,1,B,20000,2,409421,21,21,11055734832831088354
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,32,10,measure,2,A,20000,1,200539,21,21,4668733438751861831
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,33,11,measure,0,B,20000,2,401003,21,21,246706609476812617
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,34,11,measure,1,A,20000,1,205426,21,21,17113882159416246780
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,35,11,measure,2,A_bis,20000,1,200561,21,21,1693575312567916440
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,36,12,measure,0,A,20000,1,200539,21,21,1983622318930897323
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,37,12,measure,1,A_bis,20000,1,200538,21,21,7711677623702408254
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,38,12,measure,2,B,20000,2,406733,21,21,10271686954949875060
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,39,13,measure,0,A,20000,1,200516,21,21,3228526330398273875
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,40,13,measure,1,A_bis,20000,1,200542,21,21,15103156536020846216
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,41,13,measure,2,B,20000,2,401152,21,21,16327409041236655622
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,42,14,measure,0,A_bis,20000,1,212857,21,21,5218451102884284041
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,43,14,measure,1,B,20000,2,401009,21,21,4110394054532176890
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,44,14,measure,2,A,20000,1,200536,21,21,10306487180591456576
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,45,15,measure,0,A,20000,1,200533,21,21,4656229770892712360
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,46,15,measure,1,B,20000,2,416615,21,21,11401114701194401890
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,47,15,measure,2,A_bis,20000,1,200538,21,21,3478875436088094061
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,48,16,measure,0,A,20000,1,200550,21,21,3739706278279708601
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,49,16,measure,1,A_bis,20000,1,200532,21,21,323493815918110836
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,50,16,measure,2,B,20000,2,412557,21,21,12658957958612193304
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,51,17,measure,0,A,20000,1,200539,21,21,5059189467291518268
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,52,17,measure,1,A_bis,20000,1,200534,21,21,12015865078783134160
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,53,17,measure,2,B,20000,2,410097,21,21,10144867779785825609
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,54,18,measure,0,A_bis,20000,1,200696,21,21,2238494264331802959
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,55,18,measure,1,A,20000,1,200539,21,21,305094799945582204
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,56,18,measure,2,B,20000,2,401016,21,21,17972992309102002177
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,57,19,measure,0,A,20000,1,208046,21,21,9441350977752201402
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,58,19,measure,1,B,20000,2,401001,21,21,10124293592288213397
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,59,19,measure,2,A_bis,20000,1,200540,21,21,17442713385109939037
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,60,20,measure,0,A,20000,1,200547,21,21,7582989485068511426
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,61,20,measure,1,B,20000,2,409134,21,21,5145813004929469471
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,62,20,measure,2,A_bis,20000,1,200540,21,21,11208744551906417268
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,63,21,measure,0,A,20000,1,200548,21,21,5764623646373353066
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,64,21,measure,1,B,20000,2,410583,21,21,10466176613884689189
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,65,21,measure,2,A_bis,20000,1,200535,21,21,12234733344842717314
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,66,22,measure,0,A_bis,20000,1,200555,21,21,6648429799100043625
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,67,22,measure,1,B,20000,2,409617,21,21,5970933061461760491
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,68,22,measure,2,A,20000,1,200534,21,21,18397293117430804400
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,69,23,measure,0,B,20000,2,401008,21,21,14959911072278809502
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,70,23,measure,1,A_bis,20000,1,200529,21,21,2397029595802385366
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,71,23,measure,2,A,20000,1,209336,21,21,15714872824636164927
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,72,24,measure,0,A_bis,20000,1,200557,21,21,1424835808164873645
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,73,24,measure,1,A,20000,1,200534,21,21,2933910818776155936
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,74,24,measure,2,B,20000,2,401119,21,21,1755162312326465348
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,75,25,measure,0,B,20000,2,408976,21,21,3317519828073982251
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,76,25,measure,1,A_bis,20000,1,200524,21,21,12426600307667668085
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,77,25,measure,2,A,20000,1,200560,21,21,234556583146248955
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,78,26,measure,0,B,20000,2,407233,21,21,5722230234943168087
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,79,26,measure,1,A,20000,1,200530,21,21,11869403843533624006
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,80,26,measure,2,A_bis,20000,1,200557,21,21,2221882515109587427
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,81,27,measure,0,B,20000,2,401000,21,21,6398164639217358082
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,82,27,measure,1,A,20000,1,210078,21,21,9891226388024734623
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,83,27,measure,2,A_bis,20000,1,200561,21,21,9228215043626080082
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,84,28,measure,0,B,20000,2,400998,21,21,811740114338749359
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,85,28,measure,1,A,20000,1,200542,21,21,17383517162925764798
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,86,28,measure,2,A_bis,20000,1,215920,21,21,5730352905440565735
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,87,29,measure,0,A,20000,1,200562,21,21,7959975183486622701
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,88,29,measure,1,A_bis,20000,1,200535,21,21,10260666288841462334
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,89,29,measure,2,B,20000,2,401023,21,21,2046660202189308308
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,90,30,measure,0,A_bis,20000,1,208208,21,21,2035696409767226576
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,91,30,measure,1,A,20000,1,200534,21,21,16006216538601004744
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,92,30,measure,2,B,20000,2,401025,21,21,3108699773890176211
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,93,31,measure,0,B,20000,2,408631,21,21,1823383971509521908
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,94,31,measure,1,A,20000,1,200526,21,21,13794084108067367918
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,95,31,measure,2,A_bis,20000,1,200562,21,21,8724522732354107251
interleaved,interleaved,none,24,20260940,LP-E,1,0,10,96,32,measure,0,A,20000,1,200540,21,21,2028924717854805245
