protocol,mode,prime,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,none,115,20261031,libre,22,0,10,0,0,warmup,0,A,20000,1,110370,15,15,18394221670077763051
interleaved,interleaved,none,115,20261031,libre,22,0,10,1,0,warmup,1,B,20000,2,220533,15,15,4768503844789210928
interleaved,interleaved,none,115,20261031,libre,22,0,10,2,0,warmup,2,A_bis,20000,1,110277,15,15,11174905552214032890
interleaved,interleaved,none,115,20261031,libre,22,0,10,3,1,warmup,0,A_bis,20000,1,110256,15,15,13212341839688627592
interleaved,interleaved,none,115,20261031,libre,22,0,10,4,1,warmup,1,B,20000,2,228865,15,15,11937321234984848458
interleaved,interleaved,none,115,20261031,libre,22,0,10,5,1,warmup,2,A,20000,1,110265,15,15,6895860452682258425
interleaved,interleaved,none,115,20261031,libre,22,0,10,6,2,warmup,0,B,20000,2,220497,15,15,14415164547696950868
interleaved,interleaved,none,115,20261031,libre,22,0,10,7,2,warmup,1,A,20000,1,110266,15,15,15794718684804656979
interleaved,interleaved,none,115,20261031,libre,22,0,10,8,2,warmup,2,A_bis,20000,1,110261,15,15,13551220650873830007
interleaved,interleaved,none,115,20261031,libre,22,0,10,9,3,warmup,0,A_bis,20000,1,110278,15,15,17057090103509725172
interleaved,interleaved,none,115,20261031,libre,22,0,10,10,3,warmup,1,B,20000,2,227788,15,15,5825338143443242713
interleaved,interleaved,none,115,20261031,libre,22,0,10,11,3,warmup,2,A,20000,1,110248,15,15,18113314021755333323
interleaved,interleaved,none,115,20261031,libre,22,0,10,12,4,warmup,0,A,20000,1,110282,15,15,11225816090254404901
interleaved,interleaved,none,115,20261031,libre,22,0,10,13,4,warmup,1,A_bis,20000,1,110271,15,15,8013145325734744896
interleaved,interleaved,none,115,20261031,libre,22,0,10,14,4,warmup,2,B,20000,2,220509,15,15,10588041114117574942
interleaved,interleaved,none,115,20261031,libre,22,0,10,15,5,warmup,0,A,20000,1,110272,15,15,2216074017303567644
interleaved,interleaved,none,115,20261031,libre,22,0,10,16,5,warmup,1,B,20000,2,220501,15,15,14330089590929914531
interleaved,interleaved,none,115,20261031,libre,22,0,10,17,5,warmup,2,A_bis,20000,1,112717,15,15,12959450702241042007
interleaved,interleaved,none,115,20261031,libre,22,0,10,18,6,warmup,0,A_bis,20000,1,110262,15,15,6019769418363064892
interleaved,interleaved,none,115,20261031,libre,22,0,10,19,6,warmup,1,A,20000,1,110257,15,15,4722619842346846295
interleaved,interleaved,none,115,20261031,libre,22,0,10,20,6,warmup,2,B,20000,2,220514,15,15,12484928996322564533
interleaved,interleaved,none,115,20261031,libre,22,0,10,21,7,warmup,0,A,20000,1,110259,15,15,13477867131081300019
interleaved,interleaved,none,115,20261031,libre,22,0,10,22,7,warmup,1,B,20000,2,220524,15,15,4054157768855496167
interleaved,interleaved,none,115,20261031,libre,22,0,10,23,7,warmup,2,A_bis,20000,1,110257,15,15,2724320176375815077
interleaved,interleaved,none,115,20261031,libre,22,0,10,24,8,warmup,0,A,20000,1,113977,15,15,18141206470624785393
interleaved,interleaved,none,115,20261031,libre,22,0,10,25,8,warmup,1,B,20000,2,220510,15,15,8081940335943115480
interleaved,interleaved,none,115,20261031,libre,22,0,10,26,8,warmup,2,A_bis,20000,1,110259,15,15,7203474501558091277
interleaved,interleaved,none,115,20261031,libre,22,0,10,27,9,warmup,0,A_bis,20000,1,110276,15,15,2791789021642987689
interleaved,interleaved,none,115,20261031,libre,22,0,10,28,9,warmup,1,A,20000,1,110238,15,15,11901285847032886072
interleaved,interleaved,none,115,20261031,libre,22,0,10,29,9,warmup,2,B,20000,2,220525,15,15,3414944533601518676
interleaved,interleaved,none,115,20261031,libre,22,0,10,30,10,measure,0,B,20000,2,222591,15,15,16083140711274063608
interleaved,interleaved,none,115,20261031,libre,22,0,10,31,10,measure,1,A_bis,20000,1,110283,15,15,8221802004972029824
interleaved,interleaved,none,115,20261031,libre,22,0,10,32,10,measure,2,A,20000,1,110264,15,15,2858052123859907705
interleaved,interleaved,none,115,20261031,libre,22,0,10,33,11,measure,0,A,20000,1,110251,15,15,16937813066795457502
interleaved,interleaved,none,115,20261031,libre,22,0,10,34,11,measure,1,B,20000,2,220527,15,15,12398289534455408485
interleaved,interleaved,none,115,20261031,libre,22,0,10,35,11,measure,2,A_bis,20000,1,110255,15,15,12758310212900404229
