protocol,mode,prime,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
naive,fixed,clock,2,20260918,libre,22,0,0,0,0,measure,0,A,1,1,132,17,17,3428221077056685400
naive,fixed,clock,2,20260918,libre,22,0,0,1,0,measure,1,A_bis,1,1,55,17,17,17550599762430209591
naive,fixed,clock,2,20260918,libre,22,0,0,2,0,measure,2,B,1,2,94,17,17,14886693830843394947
