compiler,level,label,n,processes,calls_per_sample,median_ns_per_element,ci95_low,ci95_high,q25_ns_per_element,q75_ns_per_element,between_process_relative_iqr,median_ns_per_call,median_throughput_elements_per_s
gcc,O2,sum_array_bis,1024,15,4096,0.414076,0.411799,0.414318,0.411909,0.414402,0.0060,424.014,2415015077
gcc,O2,sum_array_bis,4096,15,1024,0.413450,0.410267,0.413990,0.410360,0.413995,0.0088,1693.492,2418670739
gcc,O2,sum_array_bis,16384,15,256,0.413224,0.412883,0.414201,0.411758,0.414339,0.0062,6770.262,2419995073
gcc,O2,sum_array_bis,65536,15,64,0.415581,0.413255,0.417199,0.413699,0.417339,0.0088,27235.531,2406268466
gcc,O2,sum_array_bis,262144,15,16,0.451756,0.437096,0.468680,0.437066,0.470954,0.0750,118425.188,2213583153
gcc,O2,sum_array_bis,1048576,15,4,0.804850,0.652558,0.857064,0.681697,0.854827,0.2151,843946.750,1242467016
gcc,O2,sum_array_bis,4194304,15,1,0.746159,0.709002,0.787144,0.715371,0.787896,0.0972,3129616.000,1340197647
gcc,O2,sum_array_twice,64,15,65536,1.129080,1.124828,1.138779,1.125525,1.138172,0.0112,72.261,885676976
gcc,O2,sum_array_twice,256,15,16384,0.835401,0.826071,0.838718,0.826357,0.838876,0.0150,213.863,1197030188
gcc,O2,sum_array_twice,1024,15,4096,0.833105,0.827217,0.834214,0.827527,0.834050,0.0078,853.100,1200328764
gcc,O2,sum_array_twice,4096,15,1024,0.832173,0.818727,0.833497,0.819050,0.833638,0.0175,3408.580,1201673397
gcc,O2,sum_array_twice,16384,15,256,0.833710,0.830569,0.834421,0.830575,0.834435,0.0046,13659.508,1199457566
gcc,O2,sum_array_twice,65536,15,64,0.835042,0.827108,0.837820,0.829929,0.838720,0.0105,54725.312,1197544555
gcc,O2,sum_array_twice,262144,15,16,0.854224,0.847155,0.864955,0.847986,0.865492,0.0205,223929.688,1170653177
gcc,O2,sum_array_twice,1048576,15,4,1.410177,1.167064,1.558138,1.192005,1.594767,0.2856,1478677.750,709130843
gcc,O2,sum_array_twice,4194304,15,1,1.522438,1.482344,1.617891,1.479740,1.607842,0.0841,6385566.000,656841383
gcc,O2,sum_discarded,64,15,65536,0.025409,0.025402,0.025415,0.025402,0.025414,0.0005,1.626,39355790343
gcc,O2,sum_discarded,256,15,16384,0.006612,0.006600,0.006620,0.006603,0.006622,0.0028,1.693,151244194432
gcc,O2,sum_discarded,1024,15,4096,0.001913,0.001908,0.001928,0.001777,0.001927,0.0783,1.959,522654704050
gcc,O2,sum_discarded,4096,15,1024,0.000737,0.000408,0.000741,0.000413,0.000744,0.4487,3.018,1357379935275
gcc,O2,sum_discarded,16384,15,256,0.000113,0.000113,0.000114,0.000113,0.000115,0.0179,1.855,8830113684211
gcc,O2,sum_discarded,65536,15,64,0.000036,0.000036,0.000037,0.000036,0.000037,0.0131,2.391,27413751633987
gcc,O2,sum_discarded,262144,15,16,0.000017,0.000017,0.000018,0.000017,0.000018,0.0548,4.562,57456219178082
gcc,O2,sum_discarded,1048576,15,4,0.000013,0.000012,0.000013,0.000012,0.000013,0.0755,13.250,79137811320755
gcc,O2,sum_discarded,4194304,15,1,0.000011,0.000011,0.000012,0.000011,0.000012,0.1042,48.000,87381333333333
gcc,O2,sum_indices,64,15,65536,0.243282,0.242907,0.243595,0.242926,0.243533,0.0025,15.570,4110454832
gcc,O2,sum_indices,256,15,16384,0.295803,0.295643,0.296223,0.295629,0.296172,0.0018,75.725,3380632972
gcc,O2,sum_indices,1024,15,4096,0.376855,0.375387,0.377411,0.375417,0.377419,0.0053,385.899,2653542894
gcc,O2,sum_indices,4096,15,1024,0.400185,0.398076,0.401052,0.397655,0.401252,0.0090,1639.157,2498845098
gcc,O2,sum_indices,16384,15,256,0.408649,0.405325,0.409246,0.405390,0.409254,0.0095,6695.301,2447089464
gcc,O2,sum_indices,65536,15,64,0.411282,0.407984,0.411878,0.408353,0.411898,0.0086,26953.797,2431419970
gcc,O2,sum_indices,262144,15,16,0.411822,0.408173,0.412670,0.408331,0.412748,0.0107,107956.688,2428233082
gcc,O2,sum_indices,1048576,15,4,0.412274,0.409223,0.412744,0.409166,0.412821,0.0089,432300.500,2425572027
gcc,O2,sum_indices,4194304,15,1,0.412080,0.408411,0.413033,0.408684,0.413004,0.0105,1728390.000,2426711564
gcc,O3,sum_array,64,15,65536,0.258018,0.257390,0.258370,0.257526,0.258367,0.0033,16.513,3875698342
gcc,O3,sum_array,256,15,16384,0.224906,0.224676,0.225423,0.224490,0.225405,0.0041,57.576,4446307362
gcc,O3,sum_array,1024,15,4096,0.196277,0.196181,0.196482,0.196196,0.196448,0.0013,200.987,5094849158
gcc,O3,sum_array,4096,15,1024,0.200087,0.199958,0.200302,0.199983,0.200359,0.0019,819.557,4997824186
gcc,O3,sum_array,16384,15,256,0.202173,0.202040,0.202326,0.202043,0.202354,0.0015,3312.402,4946259029
gcc,O3,sum_array,65536,15,64,0.204087,0.202836,0.206607,0.203040,0.206513,0.0170,13375.078,4899859230
gcc,O3,sum_array,262144,15,16,0.253778,0.246860,0.260270,0.245423,0.261125,0.0619,66526.438,3940448487
gcc,O3,sum_array,1048576,15,4,0.579697,0.498672,0.614033,0.489879,0.614925,0.2157,607856.750,1725038013
gcc,O3,sum_array,4194304,15,1,0.718179,0.697776,0.749016,0.701636,0.757435,0.0777,3012263.000,1392409627
gcc,O3,sum_array_bis,64,15,65536,0.258217,0.257818,0.258335,0.257847,0.258348,0.0019,16.526,3872713843
gcc,O3,sum_array_bis,256,15,16384,0.224682,0.224381,0.225286,0.224454,0.225319,0.0039,57.519,4450728258
gcc,O3,sum_array_bis,1024,15,4096,0.196374,0.196193,0.196600,0.196235,0.196589,0.0018,201.087,5092331582
gcc,O3,sum_array_bis,4096,15,1024,0.200142,0.199959,0.200597,0.199966,0.200671,0.0035,819.780,4996460799
gcc,O3,sum_array_bis,16384,15,256,0.201909,0.201620,0.202069,0.201643,0.202092,0.0022,3308.082,4952718779
gcc,O3,sum_array_bis,65536,15,64,0.204049,0.202985,0.206420,0.203030,0.206576,0.0174,13372.578,4900775257
gcc,O3,sum_array_bis,262144,15,16,0.247398,0.238976,0.252754,0.238302,0.257466,0.0775,64853.938,4042067608
gcc,O3,sum_array_bis,1048576,15,4,0.546832,0.463485,0.591481,0.458944,0.611678,0.2793,573394.750,1828715732
gcc,O3,sum_array_bis,4194304,15,1,0.731460,0.714160,0.740950,0.714108,0.748658,0.0472,3067964.000,1367129471
gcc,O3,sum_array_twice,64,15,65536,0.487728,0.485585,0.489026,0.485191,0.488897,0.0076,31.215,2050323633
gcc,O3,sum_array_twice,256,15,16384,0.440746,0.438852,0.442092,0.438882,0.442813,0.0089,112.831,2268880134
gcc,O3,sum_array_twice,1024,15,4096,0.390381,0.389801,0.390987,0.389754,0.390977,0.0031,399.750,2561597872
gcc,O3,sum_array_twice,4096,15,1024,0.399710,0.399257,0.400057,0.399281,0.400121,0.0021,1637.211,2501815683
gcc,O3,sum_array_twice,16384,15,256,0.403184,0.402844,0.403417,0.402869,0.403502,0.0016,6605.762,2480259007
gcc,O3,sum_array_twice,65536,15,64,0.405488,0.404561,0.407459,0.404581,0.407822,0.0080,26574.047,2466165590
gcc,O3,sum_array_twice,262144,15,16,0.480014,0.466497,0.490082,0.464072,0.490064,0.0541,125832.688,2083274268
gcc,O3,sum_array_twice,1048576,15,4,0.933590,0.867416,1.069016,0.843940,1.113581,0.2888,978939.750,1071134357
gcc,O3,sum_array_twice,4194304,15,1,1.513162,1.499604,1.545995,1.500479,1.547894,0.0313,6346660.000,660867921
gcc,O3,sum_discarded,64,15,65536,0.025181,0.025066,0.025194,0.025068,0.025195,0.0050,1.612,39713146807
gcc,O3,sum_discarded,256,15,16384,0.006279,0.006277,0.006304,0.006277,0.006307,0.0048,1.608,159249145721
gcc,O3,sum_discarded,1024,15,4096,0.001581,0.001579,0.001585,0.001579,0.001585,0.0038,1.619,632625037707
gcc,O3,sum_discarded,4096,15,1024,0.000404,0.000403,0.000406,0.000403,0.000406,0.0083,1.656,2473056603774
gcc,O3,sum_discarded,16384,15,256,0.000109,0.000109,0.000111,0.000109,0.000111,0.0218,1.793,9137917211329
gcc,O3,sum_discarded,65536,15,64,0.000035,0.000035,0.000036,0.000035,0.000036,0.0270,2.312,28339891891892
gcc,O3,sum_discarded,262144,15,16,0.000017,0.000016,0.000017,0.000016,0.000018,0.0704,4.438,59074704225352
gcc,O3,sum_discarded,1048576,15,4,0.000012,0.000012,0.000013,0.000012,0.000013,0.0577,13.000,80659692307692
gcc,O3,sum_discarded,4194304,15,1,0.000011,0.000011,0.000012,0.000011,0.000012,0.0521,48.000,87381333333333
gcc,O3,sum_indices,64,15,65536,0.243359,0.243140,0.244778,0.243205,0.245062,0.0076,15.575,4109150083
gcc,O3,sum_indices,256,15,16384,0.296114,0.295842,0.296436,0.295788,0.296467,0.0023,75.805,3377078113
gcc,O3,sum_indices,1024,15,4096,0.376580,0.375506,0.377075,0.375644,0.377005,0.0036,385.618,2655476571
gcc,O3,sum_indices,4096,15,1024,0.400765,0.397813,0.400976,0.398794,0.401042,0.0056,1641.533,2495228237
gcc,O3,sum_indices,16384,15,256,0.408756,0.406032,0.408861,0.406653,0.408926,0.0056,6697.062,2446445736
gcc,O3,sum_indices,65536,15,64,0.411055,0.410688,0.411460,0.410776,0.411439,0.0016,26938.922,2432762540
gcc,O3,sum_indices,262144,15,16,0.411977,0.410721,0.412327,0.411200,0.412269,0.0026,107997.250,2427321066
gcc,O3,sum_indices,1048576,15,4,0.412237,0.410621,0.412379,0.411083,0.412432,0.0033,432261.500,2425790870
gcc,O3,sum_indices,4194304,15,1,0.412119,0.411482,0.412517,0.411009,0.412430,0.0034,1728554.000,2426481325
