compiler,level,label,n,processes,calls_per_sample,median_ns_per_element,ci95_low,ci95_high,q25_ns_per_element,q75_ns_per_element,between_process_relative_iqr,median_ns_per_call,median_throughput_elements_per_s
clang,O2,sum_array,256,2,4096,0.150135,0.150086,0.150183,0.150110,0.150159,0.0003,38.434,6660691429
clang,O2,sum_array,1024,2,1024,0.126149,0.124720,0.127578,0.125435,0.126864,0.0113,129.177,7927122629
clang,O2,sum_array,4096,2,256,0.134279,0.129566,0.138993,0.131923,0.136636,0.0351,550.009,7447153721
clang,O2,sum_array,16384,2,64,0.138792,0.137115,0.140468,0.137954,0.139630,0.0121,2273.961,7205049009
clang,O2,sum_array,65536,2,16,0.145300,0.144923,0.145676,0.145111,0.145488,0.0026,9522.359,6882327942
clang,O2,sum_array,262144,2,4,0.217793,0.191608,0.243978,0.204700,0.230886,0.1202,57093.125,4591516054
clang,O2,sum_array,1048576,2,1,0.820898,0.516924,1.124872,0.668911,0.972885,0.3703,860774.250,1218177705
clang,O2,sum_array,4194304,2,1,0.860504,0.793154,0.927854,0.826829,0.894179,0.0783,3609215.750,1162109525
clang,O2,sum_array_bis,64,2,16384,0.158545,0.156840,0.160251,0.157693,0.159398,0.0108,10.147,6307337877
clang,O2,sum_array_bis,256,2,4096,0.150969,0.149691,0.152247,0.150330,0.151608,0.0085,38.648,6623864715
clang,O2,sum_array_bis,1024,2,1024,0.124911,0.124875,0.124947,0.124893,0.124929,0.0003,127.909,8005710861
clang,O2,sum_array_bis,4096,2,256,0.128750,0.128111,0.129389,0.128430,0.129070,0.0050,527.360,7766985113
clang,O2,sum_array_bis,16384,2,64,0.139541,0.137594,0.141488,0.138567,0.140514,0.0140,2286.238,7166357127
clang,O2,sum_array_bis,65536,2,16,0.152720,0.143018,0.162422,0.147869,0.157571,0.0635,10008.656,6547931946
clang,O2,sum_array_bis,262144,2,4,0.368486,0.289147,0.447826,0.328817,0.408156,0.2153,96596.500,2713804330
clang,O2,sum_array_bis,1048576,2,1,0.784812,0.778157,0.791468,0.781485,0.788140,0.0085,822935.500,1274189776
clang,O2,sum_array_bis,4194304,2,1,0.775779,0.651787,0.899771,0.713783,0.837775,0.1598,3253851.750,1289027381
clang,O2,sum_array_twice,64,2,16384,0.386021,0.385596,0.386446,0.385809,0.386234,0.0011,24.705,2590531718
clang,O2,sum_array_twice,256,2,4096,0.333901,0.328261,0.339540,0.331081,0.336720,0.0169,85.479,2994902466
clang,O2,sum_array_twice,1024,2,1024,0.257938,0.257132,0.258744,0.257535,0.258341,0.0031,264.128,3876902031
clang,O2,sum_array_twice,4096,2,256,0.259022,0.257274,0.260770,0.258148,0.259896,0.0067,1060.954,3860675965
clang,O2,sum_array_twice,16384,2,64,0.282996,0.277559,0.288433,0.280278,0.285715,0.0192,4636.609,3533616631
clang,O2,sum_array_twice,65536,2,16,0.286390,0.285635,0.287145,0.286013,0.286768,0.0026,18768.875,3491738317
clang,O2,sum_array_twice,262144,2,4,0.611834,0.600723,0.622944,0.606278,0.617389,0.0182,160388.500,1634431396
clang,O2,sum_array_twice,1048576,2,1,1.227734,1.109904,1.345563,1.168819,1.286649,0.0960,1287372.250,814508779
clang,O2,sum_array_twice,4194304,2,1,1.504345,1.407510,1.601180,1.455928,1.552763,0.0644,6309680.750,664741081
clang,O2,sum_discarded,64,2,16384,0.025102,0.025095,0.025108,0.025099,0.025105,0.0003,1.607,39837621693
clang,O2,sum_discarded,256,2,4096,0.006330,0.006322,0.006339,0.006326,0.006335,0.0013,1.621,157965652305
clang,O2,sum_discarded,1024,2,1024,0.001692,0.001623,0.001760,0.001657,0.001726,0.0405,1.732,591163354475
clang,O2,sum_discarded,4096,2,256,0.000429,0.000422,0.000437,0.000425,0.000433,0.0183,1.759,2328875069406
clang,O2,sum_discarded,16384,2,64,0.000143,0.000141,0.000145,0.000142,0.000144,0.0167,2.344,6990506666667
clang,O2,sum_discarded,65536,2,16,0.000065,0.000052,0.000078,0.000059,0.000071,0.1941,4.266,15363750915751
clang,O2,sum_discarded,262144,2,4,0.000050,0.000046,0.000054,0.000048,0.000052,0.0813,13.062,20068440191388
