run_id,core,seed,sample,round,phase,position,label,chunk,calls,elapsed_ns,user_us,system_us,read_syscalls,write_syscalls,cpu_before,cpu_after,result,expected
3,LP-E,20260920,0,0,warmup,0,read_dev_zero,1048576,16,1650414,0,1675,18,0,21,21,16777216,16777216
3,LP-E,20260920,1,0,warmup,1,write_dev_null,262144,64,28419,0,30,2,64,21,21,16777216,16777216
3,LP-E,20260920,2,0,warmup,2,read_dev_zero,1024,4096,2381312,1109,1274,4098,0,21,21,4194304,4194304
3,LP-E,20260920,3,0,warmup,3,syscall_getppid,0,16384,4982722,2006,2978,2,0,21,21,29575266304,29575266304
3,LP-E,20260920,4,0,warmup,4,write_dev_null,4096,4096,1716117,0,1758,2,4096,21,21,16777216,16777216
3,LP-E,20260920,5,0,warmup,5,vdso_clock_gettime,0,65536,4057165,3976,83,2,0,21,21,65536,65536
3,LP-E,20260920,6,0,warmup,6,read_dev_zero,4,4096,2050674,1026,1027,4098,0,21,21,16384,16384
3,LP-E,20260920,7,0,warmup,7,read_dev_zero,16384,1024,1768478,0,1770,1026,0,21,21,16777216,16777216
3,LP-E,20260920,8,0,warmup,8,read_dev_zero,4096,4096,3066929,923,2145,4098,0,21,21,16777216,16777216
3,LP-E,20260920,9,0,warmup,9,syscall_enosys,0,16384,4625654,3847,781,2,0,21,21,16384,16384
3,LP-E,20260920,10,0,warmup,10,read_dev_zero,256,4096,2164841,1078,1088,4098,0,21,21,1048576,1048576
3,LP-E,20260920,11,0,warmup,11,records_write_each,16,16384,6851286,1929,4924,2,16384,21,21,262144,262144
3,LP-E,20260920,12,0,warmup,12,write_dev_null,4,4096,1720799,878,845,2,4096,21,21,16384,16384
3,LP-E,20260920,13,0,warmup,13,read_dev_zero,262144,64,1459387,201,1260,66,0,21,21,16777216,16777216
3,LP-E,20260920,14,0,warmup,14,write_dev_null,1048576,16,7358,4,5,2,16,21,21,16777216,16777216
3,LP-E,20260920,15,0,warmup,15,write_dev_null,1024,4096,1713802,0,1715,2,4096,21,21,4194304,4194304
3,LP-E,20260920,16,0,warmup,16,read_dev_zero,1,4096,2060567,1915,147,4098,0,21,21,4096,4096
3,LP-E,20260920,17,0,warmup,17,syscall_clock_gettime,0,16384,7386554,2149,5215,2,0,21,21,16384,16384
3,LP-E,20260920,18,0,warmup,18,write_dev_null,16,4096,1714493,882,834,2,4096,21,21,65536,65536
3,LP-E,20260920,19,0,warmup,19,read_dev_zero,64,4096,2059443,1026,1034,4098,0,21,21,262144,262144
3,LP-E,20260920,20,0,warmup,20,syscall_getppid_bis,0,16384,4970688,2990,1974,2,0,21,21,29575266304,29575266304
3,LP-E,20260920,21,0,warmup,21,records_stdio_default,16,65536,2402734,2404,0,2,256,21,21,1048576,1048576
3,LP-E,20260920,22,0,warmup,22,read_dev_zero,65536,256,1390914,496,896,258,0,21,21,16777216,16777216
3,LP-E,20260920,23,0,warmup,23,write_dev_null,1,4096,1581224,0,1575,2,4096,21,21,4096,4096
3,LP-E,20260920,24,0,warmup,24,write_dev_null,65536,256,97422,0,99,2,256,21,21,16777216,16777216
3,LP-E,20260920,25,0,warmup,25,read_dev_zero,16,4096,1879725,820,1060,4098,0,21,21,65536,65536
3,LP-E,20260920,26,0,warmup,26,write_dev_null,256,4096,1562973,248,1316,2,4096,21,21,1048576,1048576
3,LP-E,20260920,27,0,warmup,27,syscall_getppid_double,0,16384,9293184,3689,5599,2,0,21,21,59150532608,59150532608
3,LP-E,20260920,28,0,warmup,28,function_call,0,65536,164498,72,94,2,0,21,21,2147516416,2147516416
3,LP-E,20260920,29,0,warmup,29,write_dev_null,64,4096,1565591,1249,317,2,4096,21,21,262144,262144
3,LP-E,20260920,30,0,warmup,30,records_manual_4k,16,65536,304032,297,0,2,256,21,21,1048576,1048576
3,LP-E,20260920,31,0,warmup,31,records_stdio_64k,16,65536,2208135,2209,0,2,16,21,21,1048576,1048576
3,LP-E,20260920,32,0,warmup,32,write_dev_null,16384,1024,388773,390,0,2,1024,21,21,16777216,16777216
3,LP-E,20260920,33,1,measure,0,function_call,0,65536,173882,175,0,2,0,21,21,2147516416,2147516416
3,LP-E,20260920,34,1,measure,1,read_dev_zero,65536,256,1391276,634,759,258,0,21,21,16777216,16777216
3,LP-E,20260920,35,1,measure,2,read_dev_zero,256,4096,1994502,0,1997,4098,0,21,21,1048576,1048576
3,LP-E,20260920,36,1,measure,3,write_dev_null,16,4096,1566535,805,762,2,4096,21,21,65536,65536
3,LP-E,20260920,37,1,measure,4,write_dev_null,4,4096,1563458,1257,308,2,4096,21,21,16384,16384
3,LP-E,20260920,38,1,measure,5,records_write_each,16,16384,6265603,3123,3143,2,16384,21,21,262144,262144
3,LP-E,20260920,39,1,measure,6,records_stdio_64k,16,65536,2136400,1623,515,2,16,21,21,1048576,1048576
3,LP-E,20260920,40,1,measure,7,read_dev_zero,16,4096,1875741,943,934,4098,0,21,21,65536,65536
3,LP-E,20260920,41,1,measure,8,read_dev_zero,16384,1024,1608426,283,1327,1026,0,21,21,16777216,16777216
3,LP-E,20260920,42,1,measure,9,write_dev_null,65536,256,97448,45,53,2,256,21,21,16777216,16777216
3,LP-E,20260920,43,1,measure,10,write_dev_null,262144,64,24526,12,14,2,64,21,21,16777216,16777216
3,LP-E,20260920,44,1,measure,11,vdso_clock_gettime,0,65536,3879071,3873,0,2,0,21,21,65536,65536
3,LP-E,20260920,45,1,measure,12,read_dev_zero,1,4096,1880157,1001,880,4098,0,21,21,4096,4096
3,LP-E,20260920,46,1,measure,13,write_dev_null,1,4096,1598300,807,793,2,4096,21,21,4096,4096
3,LP-E,20260920,47,1,measure,14,read_dev_zero,64,4096,1907919,0,1903,4098,0,21,21,262144,262144
3,LP-E,20260920,48,1,measure,15,write_dev_null,64,4096,1567951,238,1332,2,4096,21,21,262144,262144
3,LP-E,20260920,49,1,measure,16,write_dev_null,4096,4096,1565245,0,1567,2,4096,21,21,16777216,16777216
3,LP-E,20260920,50,1,measure,17,syscall_clock_gettime,0,16384,6706528,1673,5036,2,0,21,21,16384,16384
3,LP-E,20260920,51,1,measure,18,write_dev_null,256,4096,1589651,1270,322,2,4096,21,21,1048576,1048576
3,LP-E,20260920,52,1,measure,19,read_dev_zero,1048576,16,1612803,0,1615,18,0,21,21,16777216,16777216
3,LP-E,20260920,53,1,measure,20,read_dev_zero,1024,4096,2181757,1006,1177,4098,0,21,21,4194304,4194304
3,LP-E,20260920,54,1,measure,21,write_dev_null,1048576,16,6961,3,4,2,16,21,21,16777216,16777216
3,LP-E,20260920,55,1,measure,22,syscall_getppid_double,0,16384,9016304,4008,5011,2,0,21,21,59150532608,59150532608
3,LP-E,20260920,56,1,measure,23,records_stdio_default,16,65536,2254487,1684,572,2,256,21,21,1048576,1048576
3,LP-E,20260920,57,1,measure,24,write_dev_null,16384,1024,388887,177,213,2,1024,21,21,16777216,16777216
3,LP-E,20260920,58,1,measure,25,syscall_getppid,0,16384,4487642,1768,2721,2,0,21,21,29575266304,29575266304
3,LP-E,20260920,59,1,measure,26,read_dev_zero,4096,4096,2812469,917,1897,4098,0,21,21,16777216,16777216
3,LP-E,20260920,60,1,measure,27,write_dev_null,1024,4096,1569998,256,1315,2,4096,21,21,4194304,4194304
3,LP-E,20260920,61,1,measure,28,read_dev_zero,262144,64,1350574,0,1351,66,0,21,21,16777216,16777216
3,LP-E,20260920,62,1,measure,29,read_dev_zero,4,4096,1871227,1117,756,4098,0,21,21,16384,16384
3,LP-E,20260920,63,1,measure,30,syscall_getppid_bis,0,16384,4513747,1784,2732,2,0,21,21,29575266304,29575266304
3,LP-E,20260920,64,1,measure,31,records_manual_4k,16,65536,282584,126,157,2,256,21,21,1048576,1048576
3,LP-E,20260920,65,1,measure,32,syscall_enosys,0,16384,4303168,693,3611,2,0,21,21,16384,16384
