run_id,core,seed,sample,round,phase,position,label,chunk,calls,elapsed_ns,user_us,system_us,read_syscalls,write_syscalls,cpu_before,cpu_after,result,expected
2,E,20260920,0,0,warmup,0,read_dev_zero,256,4096,1259260,0,1273,4098,0,19,19,1048576,1048576
2,E,20260920,1,0,warmup,1,write_dev_null,64,4096,940897,0,942,2,4096,19,19,262144,262144
2,E,20260920,2,0,warmup,2,write_dev_null,256,4096,970993,971,0,2,4096,19,19,1048576,1048576
2,E,20260920,3,0,warmup,3,read_dev_zero,1,4096,1196556,841,357,4098,0,19,19,4096,4096
2,E,20260920,4,0,warmup,4,read_dev_zero,4,4096,1121505,42,1081,4098,0,19,19,16384,16384
2,E,20260920,5,0,warmup,5,write_dev_null,65536,256,58514,11,47,2,256,19,19,16777216,16777216
2,E,20260920,6,0,warmup,6,read_dev_zero,64,4096,1129427,34,1096,4098,0,19,19,262144,262144
2,E,20260920,7,0,warmup,7,read_dev_zero,16384,1024,966324,0,966,1026,0,19,19,16777216,16777216
2,E,20260920,8,0,warmup,8,write_dev_null,4,4096,933550,0,934,2,4096,19,19,16384,16384
2,E,20260920,9,0,warmup,9,write_dev_null,1048576,16,3830,0,4,2,16,19,19,16777216,16777216
2,E,20260920,10,0,warmup,10,write_dev_null,16384,1024,233372,36,198,2,1024,19,19,16777216,16777216
2,E,20260920,11,0,warmup,11,syscall_getppid_double,0,16384,5385464,1859,3527,2,0,19,19,59150532608,59150532608
2,E,20260920,12,0,warmup,12,write_dev_null,1024,4096,932658,933,0,2,4096,19,19,4194304,4194304
2,E,20260920,13,0,warmup,13,write_dev_null,4096,4096,931072,931,0,2,4096,19,19,16777216,16777216
2,E,20260920,14,0,warmup,14,write_dev_null,262144,64,14724,16,0,2,64,19,19,16777216,16777216
2,E,20260920,15,0,warmup,15,records_stdio_64k,16,65536,1317841,1073,246,2,16,19,19,1048576,1048576
2,E,20260920,16,0,warmup,16,syscall_enosys,0,16384,2527084,169,2359,2,0,19,19,16384,16384
2,E,20260920,17,0,warmup,17,read_dev_zero,16,4096,1132667,733,400,4098,0,19,19,65536,65536
2,E,20260920,18,0,warmup,18,write_dev_null,16,4096,933534,934,0,2,4096,19,19,65536,65536
2,E,20260920,19,0,warmup,19,read_dev_zero,262144,64,802816,279,525,66,0,19,19,16777216,16777216
2,E,20260920,20,0,warmup,20,vdso_clock_gettime,0,65536,2158532,2159,0,2,0,19,19,65536,65536
2,E,20260920,21,0,warmup,21,records_write_each,16,16384,3734825,1782,1953,2,16384,19,19,262144,262144
2,E,20260920,22,0,warmup,22,syscall_getppid,0,16384,2761865,1897,865,2,0,19,19,29575266304,29575266304
2,E,20260920,23,0,warmup,23,function_call,0,65536,98666,41,58,2,0,19,19,2147516416,2147516416
2,E,20260920,24,0,warmup,24,read_dev_zero,1024,4096,1281224,118,1164,4098,0,19,19,4194304,4194304
2,E,20260920,25,0,warmup,25,read_dev_zero,1048576,16,879911,0,881,18,0,19,19,16777216,16777216
2,E,20260920,26,0,warmup,26,syscall_clock_gettime,0,16384,3995527,974,3023,2,0,19,19,16384,16384
2,E,20260920,27,0,warmup,27,records_stdio_default,16,65536,1350948,1351,0,2,256,19,19,1048576,1048576
2,E,20260920,28,0,warmup,28,records_manual_4k,16,65536,167577,169,0,2,256,19,19,1048576,1048576
2,E,20260920,29,0,warmup,29,read_dev_zero,4096,4096,1681788,1133,549,4098,0,19,19,16777216,16777216
2,E,20260920,30,0,warmup,30,syscall_getppid_bis,0,16384,2713952,1295,1420,2,0,19,19,29575266304,29575266304
2,E,20260920,31,0,warmup,31,write_dev_null,1,4096,925150,926,0,2,4096,19,19,4096,4096
2,E,20260920,32,0,warmup,32,read_dev_zero,65536,256,836177,0,837,258,0,19,19,16777216,16777216
2,E,20260920,33,1,measure,0,syscall_getppid_bis,0,16384,2701730,851,1851,2,0,19,19,29575266304,29575266304
2,E,20260920,34,1,measure,1,write_dev_null,4096,4096,928449,0,929,2,4096,19,19,16777216,16777216
2,E,20260920,35,1,measure,2,read_dev_zero,1024,4096,1283037,99,1184,4098,0,19,19,4194304,4194304
2,E,20260920,36,1,measure,3,syscall_getppid,0,16384,2726310,1883,844,2,0,19,19,29575266304,29575266304
2,E,20260920,37,1,measure,4,records_stdio_default,16,65536,1336089,1137,200,2,256,19,19,1048576,1048576
2,E,20260920,38,1,measure,5,read_dev_zero,4,4096,1122335,53,1071,4098,0,19,19,16384,16384
2,E,20260920,39,1,measure,6,read_dev_zero,256,4096,1186064,659,528,4098,0,19,19,1048576,1048576
2,E,20260920,40,1,measure,7,records_manual_4k,16,65536,162115,69,95,2,256,19,19,1048576,1048576
2,E,20260920,41,1,measure,8,write_dev_null,64,4096,928125,0,929,2,4096,19,19,262144,262144
2,E,20260920,42,1,measure,9,syscall_getppid_double,0,16384,5392184,3139,2254,2,0,19,19,59150532608,59150532608
2,E,20260920,43,1,measure,10,write_dev_null,1048576,16,3897,2,3,2,16,19,19,16777216,16777216
2,E,20260920,44,1,measure,11,read_dev_zero,4096,4096,1681174,0,1682,4098,0,19,19,16777216,16777216
2,E,20260920,45,1,measure,12,write_dev_null,1,4096,948248,848,92,2,4096,19,19,4096,4096
2,E,20260920,46,1,measure,13,write_dev_null,16,4096,925562,0,926,2,4096,19,19,65536,65536
2,E,20260920,47,1,measure,14,read_dev_zero,16,4096,1126252,35,1092,4098,0,19,19,65536,65536
2,E,20260920,48,1,measure,15,write_dev_null,262144,64,14628,6,9,2,64,19,19,16777216,16777216
2,E,20260920,49,1,measure,16,vdso_clock_gettime,0,65536,2150040,2056,95,2,0,19,19,65536,65536
2,E,20260920,50,1,measure,17,read_dev_zero,16384,1024,964156,0,965,1026,0,19,19,16777216,16777216
2,E,20260920,51,1,measure,18,function_call,0,65536,99025,36,64,2,0,19,19,2147516416,2147516416
2,E,20260920,52,1,measure,19,write_dev_null,65536,256,57692,24,34,2,256,19,19,16777216,16777216
2,E,20260920,53,1,measure,20,read_dev_zero,1048576,16,896284,0,898,18,0,19,19,16777216,16777216
2,E,20260920,54,1,measure,21,write_dev_null,16384,1024,230103,78,153,2,1024,19,19,16777216,16777216
