run_id,build,seed,sample,round,phase,position,workload,variant,elements,passes,elapsed_ns,result,gc_delta,cpu_before,cpu_after
19,go,20260922,0,0,warmup,0,hash_chain,control_double,1048576,2,3852405,cafe17741c251268,0,11,11
19,go,20260922,1,0,warmup,1,count,control,4194304,1,14993861,575011b204ab0ef9,0,11,11
19,go,20260922,2,0,warmup,2,dot,control,1048576,1,1503061,410ff74524ad2567,0,11,11
19,go,20260922,3,0,warmup,3,count,idiomatic,4194304,1,83127071,575011b204ab0ef9,0,11,11
19,go,20260922,4,0,warmup,4,hash_chain,control,1048576,1,2039097,60edcbcfce416d11,0,11,11
19,go,20260922,5,0,warmup,5,dot,idiomatic,1048576,1,1625875,410ff74524ad2567,0,11,11
19,go,20260922,6,0,warmup,6,count,idiomatic_bis,4194304,1,85817340,575011b204ab0ef9,0,11,11
19,go,20260922,7,0,warmup,7,hash_chain,idiomatic,1048576,1,2047857,60edcbcfce416d11,0,11,11
19,go,20260922,8,0,warmup,8,hash_chain,control_bis,1048576,1,1930468,60edcbcfce416d11,0,11,11
19,go,20260922,9,1,measure,0,hash_chain,control_bis,1048576,1,1970223,60edcbcfce416d11,0,11,11
19,go,20260922,10,1,measure,1,hash_chain,idiomatic,1048576,1,2106983,60edcbcfce416d11,0,11,11
19,go,20260922,11,1,measure,2,hash_chain,control_double,1048576,2,4184895,cafe17741c251268,0,11,11
19,go,20260922,12,1,measure,3,dot,idiomatic,1048576,1,1559137,410ff74524ad2567,0,11,11
19,go,20260922,13,1,measure,4,hash_chain,control,1048576,1,2084222,60edcbcfce416d11,0,11,11
19,go,20260922,14,1,measure,5,count,control,4194304,1,15229815,575011b204ab0ef9,0,11,11
19,go,20260922,15,1,measure,6,count,idiomatic_bis,4194304,1,83556789,575011b204ab0ef9,0,11,11
19,go,20260922,16,1,measure,7,dot,control,1048576,1,1708639,410ff74524ad2567,0,11,11
19,go,20260922,17,1,measure,8,count,idiomatic,4194304,1,81580605,575011b204ab0ef9,0,11,11
19,go,20260922,18,2,measure,0,count,idiomatic_bis,4194304,1,82139009,575011b204ab0ef9,0,11,11
19,go,20260922,19,2,measure,1,count,idiomatic,4194304,1,81365908,575011b204ab0ef9,0,11,11
19,go,20260922,20,2,measure,2,dot,idiomatic,1048576,1,1545522,410ff74524ad2567,0,11,11
19,go,20260922,21,2,measure,3,count,control,4194304,1,14853153,575011b204ab0ef9,0,11,11
19,go,20260922,22,2,measure,4,hash_chain,control_bis,1048576,1,1830700,60edcbcfce416d11,0,11,11
19,go,20260922,23,2,measure,5,dot,control,1048576,1,1494133,410ff74524ad2567,0,11,11
19,go,20260922,24,2,measure,6,hash_chain,idiomatic,1048576,1,2171523,60edcbcfce416d11,0,11,11
19,go,20260922,25,2,measure,7,hash_chain,control_double,1048576,2,4124114,cafe17741c251268,0,11,11
19,go,20260922,26,2,measure,8,hash_chain,control,1048576,1,2012983,60edcbcfce416d11,0,11,11
19,go,20260922,27,3,measure,0,hash_chain,control,1048576,1,1914166,60edcbcfce416d11,0,11,11
19,go,20260922,28,3,measure,1,hash_chain,control_double,1048576,2,3911281,cafe17741c251268,0,11,11
19,go,20260922,29,3,measure,2,hash_chain,idiomatic,1048576,1,1842433,60edcbcfce416d11,0,11,11
19,go,20260922,30,3,measure,3,count,idiomatic,4194304,1,84798477,575011b204ab0ef9,0,11,11
19,go,20260922,31,3,measure,4,dot,idiomatic,1048576,1,1562916,410ff74524ad2567,0,11,11
19,go,20260922,32,3,measure,5,count,control,4194304,1,14436171,575011b204ab0ef9,0,11,11
19,go,20260922,33,3,measure,6,count,idiomatic_bis,4194304,1,84360637,575011b204ab0ef9,0,11,11
19,go,20260922,34,3,measure,7,hash_chain,control_bis,1048576,1,2115580,60edcbcfce416d11,0,11,11
19,go,20260922,35,3,measure,8,dot,control,1048576,1,1506388,410ff74524ad2567,0,11,11
19,go,20260922,36,4,measure,0,hash_chain,idiomatic,1048576,1,1870244,60edcbcfce416d11,0,11,11
19,go,20260922,37,4,measure,1,hash_chain,control_double,1048576,2,4217944,cafe17741c251268,0,11,11
19,go,20260922,38,4,measure,2,hash_chain,control,1048576,1,1940383,60edcbcfce416d11,0,11,11
19,go,20260922,39,4,measure,3,count,idiomatic_bis,4194304,1,82702019,575011b204ab0ef9,0,11,11
19,go,20260922,40,4,measure,4,dot,idiomatic,1048576,1,1505583,410ff74524ad2567,0,11,11
19,go,20260922,41,4,measure,5,dot,control,1048576,1,1370556,410ff74524ad2567,0,11,11
19,go,20260922,42,4,measure,6,count,control,4194304,1,14662946,575011b204ab0ef9,0,11,11
19,go,20260922,43,4,measure,7,hash_chain,control_bis,1048576,1,2203803,60edcbcfce416d11,0,11,11
19,go,20260922,44,4,measure,8,count,idiomatic,4194304,1,83322024,575011b204ab0ef9,0,11,11
19,go,20260922,45,5,measure,0,count,control,4194304,1,14593869,575011b204ab0ef9,0,11,11
19,go,20260922,46,5,measure,1,hash_chain,control_double,1048576,2,3759979,cafe17741c251268,0,11,11
19,go,20260922,47,5,measure,2,hash_chain,idiomatic,1048576,1,1920454,60edcbcfce416d11,0,11,11
19,go,20260922,48,5,measure,3,count,idiomatic,4194304,1,83879135,575011b204ab0ef9,0,11,11
19,go,20260922,49,5,measure,4,count,idiomatic_bis,4194304,1,83723364,575011b204ab0ef9,0,11,11
19,go,20260922,50,5,measure,5,hash_chain,control_bis,1048576,1,1878655,60edcbcfce416d11,0,11,11
19,go,20260922,51,5,measure,6,dot,control,1048576,1,1556840,410ff74524ad2567,0,11,11
19,go,20260922,52,5,measure,7,hash_chain,control,1048576,1,1829950,60edcbcfce416d11,0,11,11
19,go,20260922,53,5,measure,8,dot,idiomatic,1048576,1,1504970,410ff74524ad2567,0,11,11
19,go,20260922,54,6,measure,0,hash_chain,idiomatic,1048576,1,1934626,60edcbcfce416d11,0,11,11
19,go,20260922,55,6,measure,1,hash_chain,control,1048576,1,1864068,60edcbcfce416d11,0,11,11
19,go,20260922,56,6,measure,2,hash_chain,control_double,1048576,2,3869244,cafe17741c251268,0,11,11
19,go,20260922,57,6,measure,3,count,idiomatic_bis,4194304,1,82183380,575011b204ab0ef9,0,11,11
19,go,20260922,58,6,measure,4,dot,control,1048576,1,1552412,410ff74524ad2567,0,11,11
19,go,20260922,59,6,measure,5,dot,idiomatic,1048576,1,1415131,410ff74524ad2567,0,11,11
19,go,20260922,60,6,measure,6,count,idiomatic,4194304,1,83378396,575011b204ab0ef9,0,11,11
19,go,20260922,61,6,measure,7,hash_chain,control_bis,1048576,1,1896128,60edcbcfce416d11,0,11,11
19,go,20260922,62,6,measure,8,count,control,4194304,1,15305310,575011b204ab0ef9,0,11,11
19,go,20260922,63,7,measure,0,count,idiomatic_bis,4194304,1,82932454,575011b204ab0ef9,0,11,11
19,go,20260922,64,7,measure,1,hash_chain,control_double,1048576,2,4243595,cafe17741c251268,0,11,11
19,go,20260922,65,7,measure,2,dot,control,1048576,1,1879205,410ff74524ad2567,0,11,11
19,go,20260922,66,7,measure,3,hash_chain,control_bis,1048576,1,2327909,60edcbcfce416d11,0,11,11
19,go,20260922,67,7,measure,4,hash_chain,control,1048576,1,2016121,60edcbcfce416d11,0,11,11
19,go,20260922,68,7,measure,5,count,control,4194304,1,14784815,575011b204ab0ef9,0,11,11
19,go,20260922,69,7,measure,6,dot,idiomatic,1048576,1,1566395,410ff74524ad2567,0,11,11
19,go,20260922,70,7,measure,7,count,idiomatic,4194304,1,83442249,575011b204ab0ef9,0,11,11
19,go,20260922,71,7,measure,8,hash_chain,idiomatic,1048576,1,1883236,60edcbcfce416d11,0,11,11
19,go,20260922,72,8,measure,0,dot,idiomatic,1048576,1,1517560,410ff74524ad2567,0,11,11
19,go,20260922,73,8,measure,1,count,idiomatic_bis,4194304,1,83295471,575011b204ab0ef9,0,11,11
19,go,20260922,74,8,measure,2,count,idiomatic,4194304,1,82946695,575011b204ab0ef9,0,11,11
19,go,20260922,75,8,measure,3,dot,control,1048576,1,1523379,410ff74524ad2567,0,11,11
19,go,20260922,76,8,measure,4,count,control,4194304,1,14998952,575011b204ab0ef9,0,11,11
19,go,20260922,77,8,measure,5,hash_chain,idiomatic,1048576,1,1959038,60edcbcfce416d11,0,11,11
19,go,20260922,78,8,measure,6,hash_chain,control_bis,1048576,1,2048897,60edcbcfce416d11,0,11,11
19,go,20260922,79,8,measure,7,hash_chain,control,1048576,1,2028158,60edcbcfce416d11,0,11,11
19,go,20260922,80,8,measure,8,hash_chain,control_double,1048576,2,3860009,cafe17741c251268,0,11,11
19,go,20260922,81,9,measure,0,count,control,4194304,1,14555748,575011b204ab0ef9,0,11,11
19,go,20260922,82,9,measure,1,dot,idiomatic,1048576,1,1549997,410ff74524ad2567,0,11,11
19,go,20260922,83,9,measure,2,hash_chain,control_bis,1048576,1,1912194,60edcbcfce416d11,0,11,11
19,go,20260922,84,9,measure,3,hash_chain,idiomatic,1048576,1,2225913,60edcbcfce416d11,0,11,11
19,go,20260922,85,9,measure,4,count,idiomatic_bis,4194304,1,84069579,575011b204ab0ef9,0,11,11
19,go,20260922,86,9,measure,5,hash_chain,control_double,1048576,2,3792437,cafe17741c251268,0,11,11
19,go,20260922,87,9,measure,6,dot,control,1048576,1,1532253,410ff74524ad2567,0,11,11
19,go,20260922,88,9,measure,7,count,idiomatic,4194304,1,81577246,575011b204ab0ef9,0,11,11
19,go,20260922,89,9,measure,8,hash_chain,control,1048576,1,2066967,60edcbcfce416d11,0,11,11
19,go,20260922,90,10,measure,0,count,control,4194304,1,14428287,575011b204ab0ef9,0,11,11
19,go,20260922,91,10,measure,1,hash_chain,idiomatic,1048576,1,2096142,60edcbcfce416d11,0,11,11
19,go,20260922,92,10,measure,2,hash_chain,control_bis,1048576,1,2076002,60edcbcfce416d11,0,11,11
19,go,20260922,93,10,measure,3,dot,idiomatic,1048576,1,1502699,410ff74524ad2567,0,11,11
19,go,20260922,94,10,measure,4,hash_chain,control_double,1048576,2,3899913,cafe17741c251268,0,11,11
19,go,20260922,95,10,measure,5,dot,control,1048576,1,1580811,410ff74524ad2567,0,11,11
19,go,20260922,96,10,measure,6,hash_chain,control,1048576,1,2048961,60edcbcfce416d11,0,11,11
19,go,20260922,97,10,measure,7,count,idiomatic,4194304,1,83961934,575011b204ab0ef9,0,11,11
19,go,20260922,98,10,measure,8,count,idiomatic_bis,4194304,1,82966761,575011b204ab0ef9,0,11,11
