run_id,build,seed,sample,round,phase,position,workload,variant,elements,passes,elapsed_ns,result,gc_delta,cpu_before,cpu_after
23,c-O2,20260922,0,0,warmup,0,dot,control,1048576,1,1563177,410ff74524ad2567,0,11,11
23,c-O2,20260922,1,0,warmup,1,hash_chain,control,1048576,1,1908532,60edcbcfce416d11,0,11,11
23,c-O2,20260922,2,0,warmup,2,count,control,4194304,1,14776036,575011b204ab0ef9,0,11,11
23,c-O2,20260922,3,0,warmup,3,hash_chain,control_double,1048576,2,3515384,cafe17741c251268,0,11,11
23,c-O2,20260922,4,0,warmup,4,hash_chain,control_bis,1048576,1,1915719,60edcbcfce416d11,0,11,11
23,c-O2,20260922,5,1,measure,0,count,control,4194304,1,14103859,575011b204ab0ef9,0,11,11
23,c-O2,20260922,6,1,measure,1,hash_chain,control,1048576,1,2219924,60edcbcfce416d11,0,11,11
23,c-O2,20260922,7,1,measure,2,hash_chain,control_double,1048576,2,4193281,cafe17741c251268,0,11,11
23,c-O2,20260922,8,1,measure,3,hash_chain,control_bis,1048576,1,2151104,60edcbcfce416d11,0,11,11
23,c-O2,20260922,9,1,measure,4,dot,control,1048576,1,1782570,410ff74524ad2567,0,11,11
23,c-O2,20260922,10,2,measure,0,dot,control,1048576,1,1378282,410ff74524ad2567,0,11,11
23,c-O2,20260922,11,2,measure,1,count,control,4194304,1,14386072,575011b204ab0ef9,0,11,11
23,c-O2,20260922,12,2,measure,2,hash_chain,control_double,1048576,2,3958121,cafe17741c251268,0,11,11
23,c-O2,20260922,13,2,measure,3,hash_chain,control,1048576,1,2184503,60edcbcfce416d11,0,11,11
23,c-O2,20260922,14,2,measure,4,hash_chain,control_bis,1048576,1,2007441,60edcbcfce416d11,0,11,11
23,c-O2,20260922,15,3,measure,0,hash_chain,control_double,1048576,2,3798810,cafe17741c251268,0,11,11
23,c-O2,20260922,16,3,measure,1,hash_chain,control_bis,1048576,1,1846427,60edcbcfce416d11,0,11,11
23,c-O2,20260922,17,3,measure,2,count,control,4194304,1,14375273,575011b204ab0ef9,0,11,11
23,c-O2,20260922,18,3,measure,3,hash_chain,control,1048576,1,1888357,60edcbcfce416d11,0,11,11
23,c-O2,20260922,19,3,measure,4,dot,control,1048576,1,1479452,410ff74524ad2567,0,11,11
23,c-O2,20260922,20,4,measure,0,hash_chain,control,1048576,1,1943808,60edcbcfce416d11,0,11,11
23,c-O2,20260922,21,4,measure,1,dot,control,1048576,1,1498183,410ff74524ad2567,0,11,11
23,c-O2,20260922,22,4,measure,2,hash_chain,control_bis,1048576,1,1957233,60edcbcfce416d11,0,11,11
23,c-O2,20260922,23,4,measure,3,count,control,4194304,1,14180034,575011b204ab0ef9,0,11,11
23,c-O2,20260922,24,4,measure,4,hash_chain,control_double,1048576,2,3914343,cafe17741c251268,0,11,11
23,c-O2,20260922,25,5,measure,0,count,control,4194304,1,14094204,575011b204ab0ef9,0,11,11
23,c-O2,20260922,26,5,measure,1,hash_chain,control,1048576,1,2178522,60edcbcfce416d11,0,11,11
23,c-O2,20260922,27,5,measure,2,dot,control,1048576,1,1506094,410ff74524ad2567,0,11,11
23,c-O2,20260922,28,5,measure,3,hash_chain,control_bis,1048576,1,2135296,60edcbcfce416d11,0,11,11
23,c-O2,20260922,29,5,measure,4,hash_chain,control_double,1048576,2,4070556,cafe17741c251268,0,11,11
23,c-O2,20260922,30,6,measure,0,hash_chain,control_double,1048576,2,4376067,cafe17741c251268,0,11,11
23,c-O2,20260922,31,6,measure,1,hash_chain,control_bis,1048576,1,1942864,60edcbcfce416d11,0,11,11
23,c-O2,20260922,32,6,measure,2,hash_chain,control,1048576,1,1941775,60edcbcfce416d11,0,11,11
23,c-O2,20260922,33,6,measure,3,count,control,4194304,1,14042082,575011b204ab0ef9,0,11,11
23,c-O2,20260922,34,6,measure,4,dot,control,1048576,1,1494961,410ff74524ad2567,0,11,11
23,c-O2,20260922,35,7,measure,0,hash_chain,control_bis,1048576,1,2216017,60edcbcfce416d11,0,11,11
23,c-O2,20260922,36,7,measure,1,hash_chain,control,1048576,1,1984157,60edcbcfce416d11,0,11,11
23,c-O2,20260922,37,7,measure,2,hash_chain,control_double,1048576,2,3796859,cafe17741c251268,0,11,11
23,c-O2,20260922,38,7,measure,3,dot,control,1048576,1,1497412,410ff74524ad2567,0,11,11
23,c-O2,20260922,39,7,measure,4,count,control,4194304,1,14566746,575011b204ab0ef9,0,11,11
23,c-O2,20260922,40,8,measure,0,hash_chain,control_bis,1048576,1,1800524,60edcbcfce416d11,0,11,11
23,c-O2,20260922,41,8,measure,1,count,control,4194304,1,13864483,575011b204ab0ef9,0,11,11
23,c-O2,20260922,42,8,measure,2,hash_chain,control_double,1048576,2,4016293,cafe17741c251268,0,11,11
23,c-O2,20260922,43,8,measure,3,hash_chain,control,1048576,1,2088143,60edcbcfce416d11,0,11,11
23,c-O2,20260922,44,8,measure,4,dot,control,1048576,1,1812526,410ff74524ad2567,0,11,11
23,c-O2,20260922,45,9,measure,0,hash_chain,control,1048576,1,2049652,60edcbcfce416d11,0,11,11
23,c-O2,20260922,46,9,measure,1,dot,control,1048576,1,1467018,410ff74524ad2567,0,11,11
23,c-O2,20260922,47,9,measure,2,hash_chain,control_double,1048576,2,4028171,cafe17741c251268,0,11,11
23,c-O2,20260922,48,9,measure,3,count,control,4194304,1,13981111,575011b204ab0ef9,0,11,11
23,c-O2,20260922,49,9,measure,4,hash_chain,control_bis,1048576,1,1951161,60edcbcfce416d11,0,11,11
23,c-O2,20260922,50,10,measure,0,count,control,4194304,1,13996342,575011b204ab0ef9,0,11,11
23,c-O2,20260922,51,10,measure,1,hash_chain,control_double,1048576,2,4477000,cafe17741c251268,0,11,11
23,c-O2,20260922,52,10,measure,2,hash_chain,control_bis,1048576,1,2005649,60edcbcfce416d11,0,11,11
23,c-O2,20260922,53,10,measure,3,hash_chain,control,1048576,1,2067285,60edcbcfce416d11,0,11,11
23,c-O2,20260922,54,10,measure,4,dot,control,1048576,1,1601589,410ff74524ad2567,0,11,11
