run_id,build,seed,sample,round,phase,position,workload,variant,elements,passes,elapsed_ns,result,gc_delta,cpu_before,cpu_after
5,rust,20260922,0,0,warmup,0,dot,idiomatic,1048576,1,1587005,410ff74524ad2567,0,11,11
5,rust,20260922,1,0,warmup,1,count,control,4194304,1,14533075,575011b204ab0ef9,0,11,11
5,rust,20260922,2,0,warmup,2,hash_chain,control_double,1048576,2,3734907,cafe17741c251268,0,11,11
5,rust,20260922,3,0,warmup,3,count,idiomatic_bis,4194304,1,70401450,575011b204ab0ef9,0,11,11
5,rust,20260922,4,0,warmup,4,hash_chain,control_bis,1048576,1,1898005,60edcbcfce416d11,0,11,11
5,rust,20260922,5,0,warmup,5,hash_chain,control,1048576,1,1891252,60edcbcfce416d11,0,11,11
5,rust,20260922,6,0,warmup,6,dot,control,1048576,1,1599243,410ff74524ad2567,0,11,11
5,rust,20260922,7,0,warmup,7,count,idiomatic,4194304,1,70629966,575011b204ab0ef9,0,11,11
5,rust,20260922,8,0,warmup,8,hash_chain,idiomatic,1048576,1,2146222,60edcbcfce416d11,0,11,11
5,rust,20260922,9,1,measure,0,hash_chain,idiomatic,1048576,1,2073194,60edcbcfce416d11,0,11,11
5,rust,20260922,10,1,measure,1,hash_chain,control_double,1048576,2,3933777,cafe17741c251268,0,11,11
5,rust,20260922,11,1,measure,2,count,idiomatic,4194304,1,69977702,575011b204ab0ef9,0,11,11
5,rust,20260922,12,1,measure,3,dot,idiomatic,1048576,1,1540660,410ff74524ad2567,0,11,11
5,rust,20260922,13,1,measure,4,hash_chain,control_bis,1048576,1,1891311,60edcbcfce416d11,0,11,11
5,rust,20260922,14,1,measure,5,count,idiomatic_bis,4194304,1,69527414,575011b204ab0ef9,0,11,11
5,rust,20260922,15,1,measure,6,hash_chain,control,1048576,1,1879305,60edcbcfce416d11,0,11,11
5,rust,20260922,16,1,measure,7,dot,control,1048576,1,1495467,410ff74524ad2567,0,11,11
5,rust,20260922,17,1,measure,8,count,control,4194304,1,15639318,575011b204ab0ef9,0,11,11
5,rust,20260922,18,2,measure,0,hash_chain,control,1048576,1,1956627,60edcbcfce416d11,0,11,11
5,rust,20260922,19,2,measure,1,hash_chain,idiomatic,1048576,1,1985417,60edcbcfce416d11,0,11,11
5,rust,20260922,20,2,measure,2,dot,control,1048576,1,1493292,410ff74524ad2567,0,11,11
5,rust,20260922,21,2,measure,3,hash_chain,control_double,1048576,2,3929701,cafe17741c251268,0,11,11
5,rust,20260922,22,2,measure,4,count,idiomatic_bis,4194304,1,70557228,575011b204ab0ef9,0,11,11
5,rust,20260922,23,2,measure,5,count,control,4194304,1,15226384,575011b204ab0ef9,0,11,11
5,rust,20260922,24,2,measure,6,count,idiomatic,4194304,1,69371957,575011b204ab0ef9,0,11,11
5,rust,20260922,25,2,measure,7,hash_chain,control_bis,1048576,1,1944929,60edcbcfce416d11,0,11,11
5,rust,20260922,26,2,measure,8,dot,idiomatic,1048576,1,1506773,410ff74524ad2567,0,11,11
5,rust,20260922,27,3,measure,0,count,idiomatic_bis,4194304,1,70019962,575011b204ab0ef9,0,11,11
5,rust,20260922,28,3,measure,1,hash_chain,idiomatic,1048576,1,1821358,60edcbcfce416d11,0,11,11
5,rust,20260922,29,3,measure,2,hash_chain,control_bis,1048576,1,2095911,60edcbcfce416d11,0,11,11
5,rust,20260922,30,3,measure,3,dot,control,1048576,1,1539654,410ff74524ad2567,0,11,11
5,rust,20260922,31,3,measure,4,hash_chain,control,1048576,1,1991993,60edcbcfce416d11,0,11,11
5,rust,20260922,32,3,measure,5,hash_chain,control_double,1048576,2,4119884,cafe17741c251268,0,11,11
5,rust,20260922,33,3,measure,6,count,control,4194304,1,15856036,575011b204ab0ef9,0,11,11
5,rust,20260922,34,3,measure,7,dot,idiomatic,1048576,1,1556741,410ff74524ad2567,0,11,11
5,rust,20260922,35,3,measure,8,count,idiomatic,4194304,1,70515690,575011b204ab0ef9,0,11,11
5,rust,20260922,36,4,measure,0,count,idiomatic,4194304,1,70107046,575011b204ab0ef9,0,11,11
5,rust,20260922,37,4,measure,1,hash_chain,control,1048576,1,1843742,60edcbcfce416d11,0,11,11
5,rust,20260922,38,4,measure,2,hash_chain,control_bis,1048576,1,1928887,60edcbcfce416d11,0,11,11
5,rust,20260922,39,4,measure,3,hash_chain,idiomatic,1048576,1,2048223,60edcbcfce416d11,0,11,11
5,rust,20260922,40,4,measure,4,count,control,4194304,1,16003780,575011b204ab0ef9,0,11,11
5,rust,20260922,41,4,measure,5,hash_chain,control_double,1048576,2,3922928,cafe17741c251268,0,11,11
5,rust,20260922,42,4,measure,6,dot,control,1048576,1,1493153,410ff74524ad2567,0,11,11
5,rust,20260922,43,4,measure,7,dot,idiomatic,1048576,1,1425806,410ff74524ad2567,0,11,11
5,rust,20260922,44,4,measure,8,count,idiomatic_bis,4194304,1,70324165,575011b204ab0ef9,0,11,11
5,rust,20260922,45,5,measure,0,count,control,4194304,1,14549107,575011b204ab0ef9,0,11,11
5,rust,20260922,46,5,measure,1,count,idiomatic_bis,4194304,1,70261380,575011b204ab0ef9,0,11,11
5,rust,20260922,47,5,measure,2,dot,control,1048576,1,1846338,410ff74524ad2567,0,11,11
5,rust,20260922,48,5,measure,3,hash_chain,control_bis,1048576,1,1830357,60edcbcfce416d11,0,11,11
5,rust,20260922,49,5,measure,4,hash_chain,idiomatic,1048576,1,1906738,60edcbcfce416d11,0,11,11
5,rust,20260922,50,5,measure,5,hash_chain,control,1048576,1,1870824,60edcbcfce416d11,0,11,11
5,rust,20260922,51,5,measure,6,dot,idiomatic,1048576,1,1527153,410ff74524ad2567,0,11,11
5,rust,20260922,52,5,measure,7,hash_chain,control_double,1048576,2,4130486,cafe17741c251268,0,11,11
5,rust,20260922,53,5,measure,8,count,idiomatic,4194304,1,70370874,575011b204ab0ef9,0,11,11
5,rust,20260922,54,6,measure,0,count,control,4194304,1,14922190,575011b204ab0ef9,0,11,11
5,rust,20260922,55,6,measure,1,hash_chain,control_double,1048576,2,3914581,cafe17741c251268,0,11,11
5,rust,20260922,56,6,measure,2,hash_chain,control,1048576,1,1982893,60edcbcfce416d11,0,11,11
5,rust,20260922,57,6,measure,3,dot,idiomatic,1048576,1,1508326,410ff74524ad2567,0,11,11
5,rust,20260922,58,6,measure,4,hash_chain,idiomatic,1048576,1,1864684,60edcbcfce416d11,0,11,11
5,rust,20260922,59,6,measure,5,count,idiomatic_bis,4194304,1,69752672,575011b204ab0ef9,0,11,11
5,rust,20260922,60,6,measure,6,count,idiomatic,4194304,1,71244536,575011b204ab0ef9,0,11,11
5,rust,20260922,61,6,measure,7,dot,control,1048576,1,1557178,410ff74524ad2567,0,11,11
5,rust,20260922,62,6,measure,8,hash_chain,control_bis,1048576,1,2043358,60edcbcfce416d11,0,11,11
