core,label,bytes,processes,median_ns_per_access,ci95_low,ci95_high,q25,q75,median_gib_per_s
LP-E,stride_4097,1048576,1,5.5705,5.5705,5.5705,5.5705,5.5705,1.338
LP-E,stride_4097,1572864,1,7.4740,7.4740,7.4740,7.4740,7.4740,0.997
LP-E,stride_4097,2097152,1,9.4811,9.4811,9.4811,9.4811,9.4811,0.786
LP-E,stride_4097,3145728,1,13.4109,13.4109,13.4109,13.4109,13.4109,0.556
LP-E,stride_4097,4194304,1,7.9713,7.9713,7.9713,7.9713,7.9713,0.935
LP-E,stride_4097,6291456,1,15.7813,15.7813,15.7813,15.7813,15.7813,0.472
LP-E,stride_4097,8388608,1,10.4707,10.4707,10.4707,10.4707,10.4707,0.712
LP-E,stride_4097,12582912,1,16.5024,16.5024,16.5024,16.5024,16.5024,0.451
LP-E,stride_4097,16777216,1,35.5113,35.5113,35.5113,35.5113,35.5113,0.210
LP-E,stride_513,4096,1,3.5362,3.5362,3.5362,3.5362,3.5362,2.107
LP-E,stride_513,6144,1,3.9244,3.9244,3.9244,3.9244,3.9244,1.899
LP-E,stride_513,8192,1,3.5460,3.5460,3.5460,3.5460,3.5460,2.101
LP-E,stride_513,12288,1,3.8002,3.8002,3.8002,3.8002,3.8002,1.961
LP-E,stride_513,16384,1,3.8800,3.8800,3.8800,3.8800,3.8800,1.920
LP-E,stride_513,24576,1,3.6512,3.6512,3.6512,3.6512,3.6512,2.041
LP-E,stride_513,32768,1,3.7055,3.7055,3.7055,3.7055,3.7055,2.011
LP-E,stride_513,49152,1,3.7373,3.7373,3.7373,3.7373,3.7373,1.994
LP-E,stride_513,65536,1,3.7261,3.7261,3.7261,3.7261,3.7261,2.000
LP-E,stride_513,98304,1,3.6685,3.6685,3.6685,3.6685,3.6685,2.031
LP-E,stride_513,131072,1,3.6768,3.6768,3.6768,3.6768,3.6768,2.026
LP-E,stride_513,196608,1,3.7807,3.7807,3.7807,3.7807,3.7807,1.971
LP-E,stride_513,262144,1,5.0336,5.0336,5.0336,5.0336,5.0336,1.480
LP-E,stride_513,393216,1,5.6176,5.6176,5.6176,5.6176,5.6176,1.326
LP-E,stride_513,524288,1,5.8018,5.8018,5.8018,5.8018,5.8018,1.284
LP-E,stride_513,786432,1,6.4129,6.4129,6.4129,6.4129,6.4129,1.162
LP-E,stride_513,1048576,1,6.7651,6.7651,6.7651,6.7651,6.7651,1.101
LP-E,stride_513,1572864,1,20.0553,20.0553,20.0553,20.0553,20.0553,0.372
LP-E,stride_513,2097152,1,10.8658,10.8658,10.8658,10.8658,10.8658,0.686
LP-E,stride_513,3145728,1,19.8886,19.8886,19.8886,19.8886,19.8886,0.375
LP-E,stride_513,4194304,1,12.9745,12.9745,12.9745,12.9745,12.9745,0.574
LP-E,stride_513,6291456,1,13.3878,13.3878,13.3878,13.3878,13.3878,0.557
LP-E,stride_513,8388608,1,14.8975,14.8975,14.8975,14.8975,14.8975,0.500
LP-E,stride_513,12582912,1,23.3123,23.3123,23.3123,23.3123,23.3123,0.320
LP-E,stride_513,16777216,1,30.1436,30.1436,30.1436,30.1436,30.1436,0.247
