core,label,bytes,processes,median_ns_per_access,ci95_low,ci95_high,q25,q75,median_gib_per_s
E,stride_4097,16777216,8,20.2510,20.0753,20.7319,20.0807,20.6343,0.368
E,stride_4097,25165824,8,14.7601,14.6072,15.2817,14.6798,14.9753,0.505
E,stride_4097,33554432,8,20.3012,20.1601,20.4019,20.2375,20.3959,0.367
E,stride_4097,50331648,8,20.4949,20.4544,20.6307,20.4656,20.6040,0.364
E,stride_4097,67108864,8,20.4685,20.2892,20.5566,20.3955,20.5232,0.364
E,stride_4097,100663296,8,20.8942,20.6538,21.0276,20.7969,20.9711,0.357
E,stride_4097,134217728,8,20.7072,20.6056,20.7734,20.6160,20.7536,0.360
E,stride_4097,201326592,8,21.2005,20.9610,21.3791,21.0665,21.3477,0.351
E,stride_4097,268435456,8,21.5713,21.3385,21.8242,21.3922,21.8075,0.345
E,stride_513,4096,8,2.1276,2.1268,2.2045,2.1270,2.1487,3.502
E,stride_513,6144,8,2.1312,2.1291,2.1459,2.1296,2.1415,3.496
E,stride_513,8192,8,2.1284,2.1258,2.1550,2.1276,2.1514,3.501
E,stride_513,12288,8,2.1276,2.1255,2.1383,2.1255,2.1327,3.502
E,stride_513,16384,8,2.1283,2.1258,2.1785,2.1259,2.1648,3.501
E,stride_513,24576,8,2.1689,2.1290,2.1929,2.1302,2.1765,3.435
E,stride_513,32768,8,2.2007,2.1833,2.2280,2.1841,2.2099,3.386
E,stride_513,49152,8,2.2190,2.2052,2.2474,2.2072,2.2383,3.358
E,stride_513,65536,8,2.2006,2.1996,2.2256,2.1996,2.2203,3.386
E,stride_513,98304,8,2.2135,2.2065,2.2412,2.2074,2.2253,3.366
E,stride_513,131072,8,2.2101,2.1915,2.2488,2.1925,2.2482,3.371
E,stride_513,196608,8,2.2240,2.2197,2.2984,2.2206,2.2484,3.350
E,stride_513,262144,8,2.1988,2.1878,2.2264,2.1915,2.2257,3.388
E,stride_513,393216,8,2.2417,2.2066,2.2738,2.2237,2.2640,3.324
E,stride_513,524288,8,2.2201,2.1855,2.2723,2.1953,2.2386,3.356
E,stride_513,786432,8,2.3009,2.2476,2.3937,2.2524,2.3664,3.238
E,stride_513,1048576,8,2.2857,2.2036,2.4172,2.2239,2.4150,3.260
E,stride_513,1572864,8,2.4097,2.2916,2.4599,2.3250,2.4460,3.092
E,stride_513,2097152,8,2.5931,2.2638,3.3899,2.3808,2.9891,2.873
E,stride_513,3145728,8,2.9943,2.6024,3.2620,2.7773,3.1466,2.488
E,stride_513,4194304,8,3.8153,2.9439,4.1908,3.2950,4.0953,1.953
E,stride_513,6291456,8,4.3056,3.8506,4.5868,3.9959,4.4483,1.730
E,stride_513,8388608,8,4.9775,4.6236,5.4902,4.7171,5.3674,1.497
E,stride_513,12582912,8,6.7720,6.6048,7.4480,6.6112,7.1430,1.100
E,stride_513,16777216,8,14.2859,13.9405,14.4969,14.1178,14.4250,0.522
E,stride_513,25165824,8,14.8779,14.6406,15.5685,14.6814,15.2697,0.501
E,stride_513,33554432,8,15.3271,14.9544,15.4158,15.1237,15.4084,0.486
E,stride_513,50331648,8,17.4186,16.9539,17.8517,17.0345,17.5556,0.428
E,stride_513,67108864,8,16.2105,16.0626,16.5197,16.0644,16.4978,0.460
E,stride_513,100663296,8,19.9796,19.4141,20.4378,19.7242,20.3155,0.373
E,stride_513,134217728,8,16.6759,16.4381,16.9459,16.4806,16.7811,0.447
E,stride_513,201326592,8,21.1445,20.6300,21.4482,20.8421,21.2985,0.352
E,stride_513,268435456,8,17.4096,17.2803,17.5257,17.3123,17.5104,0.428
LP-E,pair_same_line,4096,8,2.1473,2.1328,2.3895,2.1353,2.3242,6.939
LP-E,pair_same_line,6144,8,2.1320,2.1286,2.1618,2.1290,2.1460,6.989
LP-E,pair_same_line,8192,8,2.1452,2.1326,2.2971,2.1361,2.2351,6.946
LP-E,pair_same_line,12288,8,2.1454,2.1313,2.3056,2.1327,2.1936,6.946
LP-E,pair_same_line,16384,8,2.1473,2.1387,2.2496,2.1427,2.2111,6.939
LP-E,pair_same_line,24576,8,2.1587,2.1395,2.3616,2.1495,2.2126,6.903
LP-E,pair_same_line,32768,8,2.1836,2.1666,2.2467,2.1678,2.2105,6.824
LP-E,pair_same_line,49152,8,2.2655,2.2267,2.4413,2.2369,2.3136,6.577
LP-E,pair_same_line,65536,8,2.2902,2.2767,2.2971,2.2788,2.2965,6.506
LP-E,pair_same_line,98304,8,2.3596,2.3380,2.5085,2.3448,2.4493,6.315
LP-E,pair_same_line,131072,8,2.3981,2.3474,2.4977,2.3670,2.4497,6.214
LP-E,pair_same_line,196608,8,2.4733,2.3722,2.4959,2.4303,2.4834,6.025
LP-E,pair_same_line,262144,8,2.5714,2.4855,2.7126,2.5423,2.6101,5.795
LP-E,pair_same_line,393216,8,2.7455,2.6315,2.8328,2.6614,2.7934,5.428
LP-E,pair_same_line,524288,8,2.9429,2.8719,2.9887,2.8867,2.9631,5.063
LP-E,pair_same_line,786432,8,3.1714,2.9641,3.2970,3.0971,3.2336,4.699
LP-E,pair_same_line,1048576,8,3.4496,3.3606,3.6229,3.3903,3.6058,4.320
LP-E,pair_same_line,1572864,8,8.7389,7.4480,12.9633,8.0759,12.1563,1.705
LP-E,pair_same_line,2097152,8,19.7612,18.9588,20.9964,19.0113,20.3783,0.754
LP-E,pair_same_line,3145728,8,27.0836,26.2229,28.5738,26.6368,28.4998,0.550
LP-E,pair_same_line,4194304,8,29.0557,28.7081,30.0124,28.7724,29.6370,0.513
LP-E,pair_same_line,6291456,8,29.9919,29.5742,31.3043,29.7610,31.2731,0.497
LP-E,pair_same_line,8388608,8,30.6001,29.8819,32.4061,30.0843,31.4751,0.487
LP-E,pair_same_line,12582912,8,31.1394,30.7353,33.1601,30.8666,32.9031,0.479
LP-E,pair_same_line,16777216,8,32.4619,31.9081,34.2973,32.0687,34.1671,0.459
LP-E,pair_same_line,25165824,8,33.9817,32.7332,35.2019,32.7890,34.8583,0.439
LP-E,pair_same_line,33554432,8,34.7158,33.9683,35.9515,34.4795,35.6057,0.429
LP-E,pair_same_line,50331648,8,35.7491,35.1564,37.0879,35.1809,37.0571,0.417
LP-E,pair_same_line,67108864,8,36.5664,35.5456,38.1944,35.6513,37.5692,0.408
LP-E,pair_same_line,100663296,8,38.1528,36.9520,39.4836,37.6909,39.2456,0.391
LP-E,pair_same_line,134217728,8,39.6473,38.1026,40.1755,38.8237,40.0821,0.376
LP-E,pair_same_line,201326592,8,42.8694,41.8319,44.2610,42.2315,43.7316,0.348
LP-E,pair_same_line,268435456,8,49.3559,48.5660,50.4816,48.7174,49.7818,0.302
LP-E,pair_split_line,4096,8,2.2223,2.2118,2.3836,2.2122,2.3574,6.705
LP-E,pair_split_line,6144,8,2.2475,2.2149,2.5638,2.2225,2.4384,6.630
LP-E,pair_split_line,8192,8,2.2457,2.2172,2.4770,2.2251,2.3652,6.635
LP-E,pair_split_line,12288,8,2.2270,2.2215,2.3655,2.2222,2.3356,6.691
LP-E,pair_split_line,16384,8,2.2460,2.2338,2.3995,2.2400,2.3506,6.634
LP-E,pair_split_line,24576,8,2.2395,2.2265,2.5219,2.2266,2.5100,6.654
LP-E,pair_split_line,32768,8,2.2469,2.2283,2.4129,2.2288,2.4052,6.632
LP-E,pair_split_line,49152,8,2.4291,2.3995,2.5970,2.4025,2.5915,6.134
LP-E,pair_split_line,65536,8,2.4829,2.4656,2.7997,2.4727,2.6824,6.002
LP-E,pair_split_line,98304,8,2.5741,2.5299,2.7111,2.5303,2.6330,5.789
LP-E,pair_split_line,131072,8,2.5853,2.5511,2.7212,2.5602,2.6945,5.764
LP-E,pair_split_line,196608,8,2.6468,2.6164,2.7779,2.6210,2.7294,5.630
LP-E,pair_split_line,262144,8,2.7405,2.7256,2.9851,2.7308,2.8560,5.437
LP-E,pair_split_line,393216,8,2.9107,2.8871,3.1319,2.8947,3.0818,5.119
LP-E,pair_split_line,524288,8,2.9935,2.9636,3.1382,2.9646,3.1338,4.978
LP-E,pair_split_line,786432,8,3.2283,3.1883,3.3363,3.2087,3.2590,4.616
LP-E,pair_split_line,1048576,8,3.4600,3.4435,3.6401,3.4517,3.5192,4.307
LP-E,pair_split_line,1572864,8,10.9521,8.7902,15.7710,9.8305,15.5639,1.361
LP-E,pair_split_line,2097152,8,22.9618,22.3580,24.2682,22.4190,23.8744,0.649
LP-E,pair_split_line,3145728,8,33.1261,32.5182,34.3540,32.6622,34.0646,0.450
LP-E,pair_split_line,4194304,8,37.6349,37.2351,39.9175,37.4922,39.6535,0.396
LP-E,pair_split_line,6291456,8,43.1452,42.4677,45.1225,42.6987,44.9126,0.345
LP-E,pair_split_line,8388608,8,45.9112,45.5556,47.1342,45.7623,46.9409,0.325
LP-E,pair_split_line,12582912,8,51.8498,50.0460,53.6930,50.1628,53.1465,0.287
LP-E,pair_split_line,16777216,8,55.2478,54.6572,57.6745,54.6733,56.3795,0.270
LP-E,pair_split_line,25165824,8,59.9310,58.9535,62.9667,59.2337,61.5715,0.249
LP-E,pair_split_line,33554432,8,62.4015,61.3696,65.7962,61.6962,65.6899,0.239
LP-E,pair_split_line,50331648,8,66.2494,64.7051,67.9248,64.9162,67.1460,0.225
LP-E,pair_split_line,67108864,8,67.9233,66.5177,70.1737,66.9004,69.2967,0.219
LP-E,pair_split_line,100663296,8,70.8965,69.5468,74.6568,69.7115,74.1780,0.210
LP-E,pair_split_line,134217728,8,77.3594,74.6542,82.1288,75.4207,80.0520,0.193
LP-E,pair_split_line,201326592,8,91.9248,89.3408,97.9476,90.9419,95.9637,0.162
LP-E,pair_split_line,268435456,8,113.6403,106.5889,118.4051,108.4877,117.2738,0.131
LP-E,random,4096,8,1.6043,1.5831,1.6732,1.5951,1.6712,4.644
LP-E,random,6144,8,1.5920,1.5846,1.6534,1.5849,1.6120,4.680
LP-E,random,8192,8,1.5996,1.5889,1.6859,1.5889,1.6263,4.658
LP-E,random,12288,8,1.5968,1.5880,1.6805,1.5881,1.6260,4.666
LP-E,random,16384,8,1.5992,1.5870,1.7623,1.5934,1.6492,4.659
LP-E,random,24576,8,1.6162,1.5889,1.7626,1.5914,1.7040,4.610
LP-E,random,32768,8,1.6067,1.6015,1.6224,1.6033,1.6166,4.637
LP-E,random,49152,8,1.6604,1.6492,1.8086,1.6556,1.7796,4.487
LP-E,random,65536,8,1.6643,1.6505,1.7259,1.6511,1.6812,4.477
LP-E,random,98304,8,1.6829,1.6721,1.8434,1.6783,1.8105,4.427
LP-E,random,131072,8,1.7226,1.7042,1.8097,1.7144,1.7625,4.325
LP-E,random,196608,8,1.7771,1.7025,1.8628,1.7301,1.8463,4.193
LP-E,random,262144,8,1.8343,1.7698,1.8513,1.8021,1.8444,4.062
LP-E,random,393216,8,1.9385,1.9048,2.0468,1.9113,1.9884,3.843
LP-E,random,524288,8,2.0518,2.0058,2.1418,2.0077,2.1373,3.631
LP-E,random,786432,8,2.3064,2.0924,2.5442,2.1167,2.3948,3.230
LP-E,random,1048576,8,2.5966,2.4657,2.6686,2.5255,2.6501,2.869
LP-E,random,1572864,8,7.1686,5.9354,10.4184,6.6367,10.1407,1.039
LP-E,random,2097152,8,15.0638,14.7903,15.6495,14.7963,15.5446,0.495
LP-E,random,3145728,8,20.2716,19.3534,20.8712,19.4402,20.5500,0.368
LP-E,random,4194304,8,21.3729,21.1156,21.8171,21.1867,21.5869,0.349
LP-E,random,6291456,8,22.7974,22.5044,23.4613,22.6763,23.4305,0.327
LP-E,random,8388608,8,24.4246,23.7820,25.2326,23.8111,24.7706,0.305
LP-E,random,12582912,8,26.2813,25.7576,27.1085,26.0138,27.0654,0.283
LP-E,random,16777216,8,28.0200,27.5211,28.8613,27.6169,28.8500,0.266
LP-E,random,25165824,8,30.0669,29.0905,31.2573,29.3554,30.6759,0.248
LP-E,random,33554432,8,31.2533,30.2824,32.5384,30.5768,32.4263,0.238
LP-E,random,50331648,8,32.2225,31.8546,33.2045,31.9738,33.0589,0.231
LP-E,random,67108864,8,33.6220,32.5332,34.5984,32.6420,34.1141,0.222
LP-E,random,100663296,8,35.0929,34.6785,36.1650,34.9214,36.1332,0.212
LP-E,random,134217728,8,36.8611,36.1967,37.8344,36.1970,37.5831,0.202
LP-E,random,201326592,8,41.5291,40.3792,42.1338,40.4200,41.8077,0.179
LP-E,random,268435456,8,46.6111,45.9621,47.9704,46.3713,47.6880,0.160
LP-E,stride_1,4096,8,1.7265,1.7118,1.8906,1.7151,1.8866,4.315
LP-E,stride_1,6144,8,1.7189,1.7115,1.8894,1.7136,1.8166,4.335
LP-E,stride_1,8192,8,1.7673,1.7171,1.8917,1.7205,1.8342,4.216
LP-E,stride_1,12288,8,1.7225,1.7148,1.7609,1.7178,1.7333,4.325
LP-E,stride_1,16384,8,1.7270,1.7116,1.8835,1.7167,1.8830,4.314
LP-E,stride_1,24576,8,1.7234,1.7167,1.8915,1.7183,1.8861,4.323
LP-E,stride_1,32768,8,1.7378,1.7228,1.8908,1.7254,1.8269,4.287
LP-E,stride_1,49152,8,1.7277,1.7207,1.8001,1.7228,1.7513,4.312
LP-E,stride_1,65536,8,1.7238,1.7183,1.8124,1.7199,1.7512,4.322
LP-E,stride_1,98304,8,1.7443,1.7235,1.8114,1.7250,1.8111,4.271
LP-E,stride_1,131072,8,1.7286,1.7226,1.8435,1.7230,1.7644,4.310
LP-E,stride_1,196608,8,1.7359,1.7322,1.9052,1.7323,1.7927,4.292
LP-E,stride_1,262144,8,1.7462,1.7403,1.8102,1.7413,1.7874,4.267
LP-E,stride_1,393216,8,1.7599,1.7488,1.8985,1.7496,1.8066,4.233
LP-E,stride_1,524288,8,1.7744,1.7548,1.8944,1.7642,1.8130,4.199
LP-E,stride_1,786432,8,1.8326,1.7820,1.9003,1.8125,1.9000,4.066
LP-E,stride_1,1048576,8,1.8509,1.8409,1.9747,1.8422,1.9196,4.025
LP-E,stride_1,1572864,8,2.1236,1.9542,2.1721,2.0696,2.1618,3.508
LP-E,stride_1,2097152,8,2.4165,2.3157,2.4953,2.3330,2.4796,3.083
LP-E,stride_1,3145728,8,2.5595,2.4429,2.6242,2.4697,2.5985,2.911
LP-E,stride_1,4194304,8,2.5788,2.5064,2.6286,2.5074,2.6281,2.889
LP-E,stride_1,6291456,8,2.5296,2.4972,2.6145,2.4990,2.5757,2.945
LP-E,stride_1,8388608,8,2.5162,2.4768,2.6944,2.4898,2.6273,2.961
LP-E,stride_1,12582912,8,2.5165,2.4885,2.6825,2.4939,2.5615,2.961
LP-E,stride_1,16777216,8,2.5277,2.5142,2.5836,2.5150,2.5576,2.948
LP-E,stride_1,25165824,8,2.5255,2.5237,2.5507,2.5240,2.5487,2.950
LP-E,stride_1,33554432,8,2.5418,2.5010,2.6997,2.5226,2.5930,2.931
LP-E,stride_1,50331648,8,2.5523,2.5010,2.6201,2.5105,2.6010,2.919
LP-E,stride_1,67108864,8,2.5773,2.4922,2.6186,2.5118,2.6179,2.891
LP-E,stride_1,100663296,8,2.5094,2.5005,2.7499,2.5017,2.5840,2.969
LP-E,stride_1,134217728,8,2.5526,2.5173,2.6181,2.5232,2.6020,2.919
LP-E,stride_1,201326592,8,2.5793,2.5248,2.6569,2.5307,2.6417,2.889
LP-E,stride_1,268435456,8,2.5461,2.4939,2.6538,2.5126,2.5842,2.926
LP-E,stride_17,4096,8,1.7284,1.7194,1.7984,1.7198,1.7642,4.311
LP-E,stride_17,6144,8,1.7296,1.7190,1.8843,1.7198,1.7739,4.308
LP-E,stride_17,8192,8,1.7227,1.7129,1.9710,1.7165,1.7905,4.325
LP-E,stride_17,12288,8,1.7247,1.7126,1.8842,1.7129,1.7766,4.320
LP-E,stride_17,16384,8,1.7309,1.7209,1.8134,1.7218,1.7556,4.304
LP-E,stride_17,24576,8,1.7226,1.7134,1.8343,1.7139,1.7527,4.325
LP-E,stride_17,32768,8,1.7386,1.7306,1.8161,1.7317,1.7607,4.285
LP-E,stride_17,49152,8,1.7902,1.7804,1.9479,1.7832,1.8674,4.162
LP-E,stride_17,65536,8,1.7833,1.7817,1.9197,1.7824,1.8249,4.178
LP-E,stride_17,98304,8,1.7961,1.7884,1.8741,1.7924,1.8617,4.148
LP-E,stride_17,131072,8,1.8084,1.7940,1.9660,1.7952,1.8651,4.120
LP-E,stride_17,196608,8,1.8328,1.8145,1.9572,1.8196,1.8702,4.065
LP-E,stride_17,262144,8,1.8597,1.8523,2.0655,1.8530,1.9432,4.006
LP-E,stride_17,393216,8,1.8799,1.8595,1.9816,1.8607,1.9219,3.963
LP-E,stride_17,524288,8,1.9829,1.8961,2.0535,1.9557,2.0295,3.757
LP-E,stride_17,786432,8,1.9948,1.9437,2.1323,1.9654,2.0683,3.735
LP-E,stride_17,1048576,8,2.1533,2.1077,2.1842,2.1116,2.1835,3.460
LP-E,stride_17,1572864,8,4.0892,3.3158,5.6370,3.3462,5.3535,1.822
LP-E,stride_17,2097152,8,10.1124,9.5599,10.5417,9.8425,10.3382,0.737
LP-E,stride_17,3145728,8,20.0663,19.9377,20.5500,19.9459,20.3319,0.371
LP-E,stride_17,4194304,8,26.0403,25.4548,27.1777,25.5911,26.6443,0.286
LP-E,stride_17,6291456,8,26.7136,26.3248,27.3774,26.4612,27.3336,0.279
LP-E,stride_17,8388608,8,27.7886,26.6076,28.1594,27.3956,28.0287,0.268
LP-E,stride_17,12582912,8,27.4167,26.6147,28.3981,26.8755,28.1838,0.272
LP-E,stride_17,16777216,8,27.5154,26.7495,28.5539,26.7612,28.1501,0.271
LP-E,stride_17,25165824,8,27.2073,26.5016,28.7481,26.9184,27.8548,0.274
LP-E,stride_17,33554432,8,27.1458,26.6062,27.9172,26.7904,27.6490,0.274
LP-E,stride_17,50331648,8,27.4683,27.0640,29.1158,27.1660,28.3922,0.271
LP-E,stride_17,67108864,8,27.2705,26.8511,28.6124,27.0273,28.2131,0.273
LP-E,stride_17,100663296,8,27.1876,26.8176,28.1419,26.8443,28.0664,0.274
LP-E,stride_17,134217728,8,27.2867,26.9174,27.6351,27.0794,27.5418,0.273
LP-E,stride_17,201326592,8,27.8113,26.8855,28.3565,26.9222,28.3390,0.268
LP-E,stride_17,268435456,8,27.5425,26.4715,28.3799,27.0494,28.2116,0.271
LP-E,stride_1_bis,4096,8,1.7159,1.7128,1.8876,1.7131,1.7616,4.342
LP-E,stride_1_bis,6144,8,1.7229,1.7219,1.8005,1.7219,1.7503,4.324
LP-E,stride_1_bis,8192,8,1.7258,1.7147,1.8833,1.7171,1.8429,4.317
LP-E,stride_1_bis,12288,8,1.7449,1.7122,1.8047,1.7201,1.7994,4.270
LP-E,stride_1_bis,16384,8,1.7719,1.7123,1.8931,1.7181,1.8776,4.205
LP-E,stride_1_bis,24576,8,1.7162,1.7137,1.8572,1.7139,1.8247,4.341
LP-E,stride_1_bis,32768,8,1.7767,1.7218,1.8934,1.7257,1.8889,4.193
LP-E,stride_1_bis,49152,8,1.7363,1.7189,1.8826,1.7287,1.8229,4.291
LP-E,stride_1_bis,65536,8,1.7255,1.7187,1.8987,1.7203,1.8923,4.318
LP-E,stride_1_bis,98304,8,1.7394,1.7170,1.8944,1.7192,1.8912,4.283
LP-E,stride_1_bis,131072,8,1.7324,1.7294,1.8137,1.7306,1.7657,4.301
LP-E,stride_1_bis,196608,8,1.7458,1.7170,1.8728,1.7293,1.8358,4.268
LP-E,stride_1_bis,262144,8,1.7476,1.7408,1.9429,1.7412,1.7995,4.263
LP-E,stride_1_bis,393216,8,1.7665,1.7514,1.9344,1.7559,1.8141,4.218
LP-E,stride_1_bis,524288,8,1.7788,1.7592,1.9174,1.7672,1.9005,4.189
LP-E,stride_1_bis,786432,8,1.8783,1.7441,1.9916,1.7895,1.9457,3.967
LP-E,stride_1_bis,1048576,8,1.8874,1.8376,2.0490,1.8399,1.9698,3.947
LP-E,stride_1_bis,1572864,8,2.0796,2.0563,2.2766,2.0601,2.1862,3.583
LP-E,stride_1_bis,2097152,8,2.3304,2.2812,2.4197,2.2964,2.3786,3.197
LP-E,stride_1_bis,3145728,8,2.4844,2.4386,2.5780,2.4464,2.5561,2.999
LP-E,stride_1_bis,4194304,8,2.5148,2.4909,2.5334,2.4930,2.5301,2.963
LP-E,stride_1_bis,6291456,8,2.5000,2.4608,2.5691,2.4745,2.5584,2.980
LP-E,stride_1_bis,8388608,8,2.4919,2.4770,2.6014,2.4849,2.5713,2.990
LP-E,stride_1_bis,12582912,8,2.5331,2.4731,2.5766,2.5022,2.5729,2.941
LP-E,stride_1_bis,16777216,8,2.5603,2.5018,2.5999,2.5440,2.5975,2.910
LP-E,stride_1_bis,25165824,8,2.5396,2.4664,2.6912,2.4917,2.6417,2.934
LP-E,stride_1_bis,33554432,8,2.5173,2.4846,2.5718,2.5074,2.5343,2.960
LP-E,stride_1_bis,50331648,8,2.5292,2.5057,2.6520,2.5084,2.5872,2.946
LP-E,stride_1_bis,67108864,8,2.5548,2.5001,2.6153,2.5002,2.5960,2.916
LP-E,stride_1_bis,100663296,8,2.5063,2.4972,2.5531,2.5014,2.5269,2.973
LP-E,stride_1_bis,134217728,8,2.6437,2.5310,2.6690,2.6055,2.6670,2.818
LP-E,stride_1_bis,201326592,8,2.5573,2.4765,2.6502,2.5154,2.6436,2.913
LP-E,stride_1_bis,268435456,8,2.5387,2.5072,2.6077,2.5073,2.6030,2.935
LP-E,stride_1_double,4096,8,1.7872,1.7166,1.9017,1.7247,1.8315,4.169
LP-E,stride_1_double,6144,8,1.7230,1.7140,1.9278,1.7144,1.8353,4.324
LP-E,stride_1_double,8192,8,1.7324,1.7117,1.8485,1.7143,1.8461,4.301
LP-E,stride_1_double,12288,8,1.7311,1.7147,1.8019,1.7163,1.7985,4.304
LP-E,stride_1_double,16384,8,1.7316,1.7132,1.8665,1.7161,1.7987,4.303
LP-E,stride_1_double,24576,8,1.7182,1.7161,1.9214,1.7161,1.7699,4.336
LP-E,stride_1_double,32768,8,1.7180,1.7151,1.7771,1.7163,1.7710,4.337
LP-E,stride_1_double,49152,8,1.7466,1.7190,1.9216,1.7193,1.8989,4.266
LP-E,stride_1_double,65536,8,1.7326,1.7180,1.8952,1.7186,1.8868,4.300
LP-E,stride_1_double,98304,8,1.7470,1.7168,1.8911,1.7245,1.7996,4.265
LP-E,stride_1_double,131072,8,1.7344,1.7183,1.8506,1.7256,1.8158,4.296
LP-E,stride_1_double,196608,8,1.7575,1.7228,1.8509,1.7271,1.8466,4.239
LP-E,stride_1_double,262144,8,1.7321,1.7285,1.8023,1.7286,1.8021,4.302
LP-E,stride_1_double,393216,8,1.7418,1.7295,1.8178,1.7325,1.8115,4.277
LP-E,stride_1_double,524288,8,1.8016,1.7440,1.9166,1.7468,1.8562,4.135
LP-E,stride_1_double,786432,8,1.7818,1.7551,1.9158,1.7573,1.8229,4.182
LP-E,stride_1_double,1048576,8,1.8057,1.7893,1.9722,1.7897,1.8972,4.126
LP-E,stride_1_double,1572864,8,1.9968,1.9367,2.0361,1.9764,2.0312,3.731
LP-E,stride_1_double,2097152,8,2.2924,2.2186,2.3780,2.2297,2.3646,3.250
LP-E,stride_1_double,3145728,8,2.4715,2.4490,2.6266,2.4493,2.5909,3.015
LP-E,stride_1_double,4194304,8,2.5165,2.4960,2.5783,2.5098,2.5551,2.961
LP-E,stride_1_double,6291456,8,2.5697,2.4831,2.6215,2.5146,2.5940,2.899
LP-E,stride_1_double,8388608,8,2.5824,2.5157,2.6668,2.5311,2.6624,2.885
LP-E,stride_1_double,12582912,8,2.5830,2.4874,2.7277,2.4994,2.7004,2.885
LP-E,stride_1_double,16777216,8,2.5495,2.5068,2.6801,2.5296,2.6223,2.922
LP-E,stride_1_double,25165824,8,2.5597,2.4811,2.6739,2.5007,2.6560,2.911
LP-E,stride_1_double,33554432,8,2.5698,2.5181,2.6681,2.5384,2.6406,2.899
LP-E,stride_1_double,50331648,8,2.5259,2.4748,2.6853,2.4970,2.6550,2.950
LP-E,stride_1_double,67108864,8,2.5956,2.5043,2.7352,2.5192,2.6790,2.870
LP-E,stride_1_double,100663296,8,2.5965,2.5807,2.6632,2.5815,2.6370,2.869
LP-E,stride_1_double,134217728,8,2.5578,2.5007,2.6559,2.5230,2.6333,2.913
LP-E,stride_1_double,201326592,8,2.5892,2.4926,2.6887,2.5054,2.6751,2.878
LP-E,stride_1_double,268435456,8,2.5864,2.5198,2.6987,2.5284,2.6710,2.881
LP-E,stride_4097,4096,8,1.7199,1.7129,1.9134,1.7144,1.8925,4.332
LP-E,stride_4097,6144,8,1.7379,1.7159,1.8846,1.7166,1.7820,4.287
LP-E,stride_4097,8192,8,1.7677,1.7211,1.8884,1.7287,1.8474,4.215
LP-E,stride_4097,12288,8,1.7360,1.7176,1.8931,1.7204,1.8363,4.292
LP-E,stride_4097,16384,8,1.7276,1.7205,1.8923,1.7218,1.8229,4.313
LP-E,stride_4097,24576,8,1.7664,1.7470,1.8328,1.7489,1.8245,4.218
LP-E,stride_4097,32768,8,1.7259,1.7225,1.8005,1.7234,1.7460,4.317
LP-E,stride_4097,49152,8,1.7854,1.7766,1.8839,1.7775,1.8346,4.173
LP-E,stride_4097,65536,8,1.8031,1.7879,1.8222,1.7907,1.8160,4.132
LP-E,stride_4097,98304,8,1.7898,1.7767,2.0370,1.7823,1.9092,4.163
LP-E,stride_4097,131072,8,1.7930,1.7785,1.8231,1.7871,1.8077,4.155
LP-E,stride_4097,196608,8,1.8155,1.7836,1.9237,1.7842,1.8948,4.104
LP-E,stride_4097,262144,8,1.8325,1.8160,1.9258,1.8212,1.9037,4.066
LP-E,stride_4097,393216,8,1.8551,1.8264,1.9886,1.8299,1.9242,4.016
LP-E,stride_4097,524288,8,1.8964,1.8882,2.0405,1.8930,1.9444,3.929
LP-E,stride_4097,786432,8,1.9206,1.8985,2.0735,1.9036,1.9665,3.879
LP-E,stride_4097,1048576,8,2.1557,2.1148,2.2256,2.1176,2.2049,3.456
LP-E,stride_4097,1572864,8,3.9656,3.5706,4.9581,3.6736,4.8461,1.879
LP-E,stride_4097,2097152,8,4.5241,4.3960,4.8509,4.4476,4.7752,1.647
LP-E,stride_4097,3145728,8,8.0752,7.9440,8.2616,7.9973,8.1769,0.923
LP-E,stride_4097,4194304,8,5.5449,5.3673,5.7635,5.4448,5.7396,1.344
LP-E,stride_4097,6291456,8,13.8184,13.4436,14.2741,13.5497,14.1028,0.539
LP-E,stride_4097,8388608,8,7.4053,7.1942,7.8107,7.1969,7.7409,1.006
LP-E,stride_4097,12582912,8,13.8886,13.7934,14.2217,13.8081,14.1948,0.536
LP-E,stride_4097,16777216,8,17.7336,17.0195,18.6698,17.3946,18.5332,0.420
LP-E,stride_4097,25165824,8,16.9563,16.3854,17.5302,16.4863,17.5178,0.439
LP-E,stride_4097,33554432,8,17.5683,17.1932,18.9017,17.2457,18.8266,0.424
LP-E,stride_4097,50331648,8,20.2223,19.1790,20.6836,19.1990,20.5701,0.368
LP-E,stride_4097,67108864,8,17.9424,17.5053,18.7107,17.5087,18.4641,0.415
LP-E,stride_4097,100663296,8,20.7113,20.2243,21.7421,20.2661,21.6475,0.360
LP-E,stride_4097,134217728,8,18.4392,18.2198,19.8089,18.2482,19.5327,0.404
LP-E,stride_4097,201326592,8,23.8511,23.3610,24.4719,23.3762,24.0852,0.312
LP-E,stride_4097,268435456,8,23.3882,23.1856,23.8419,23.2552,23.6439,0.319
LP-E,stride_513,4096,8,1.7217,1.7140,1.8888,1.7182,1.8869,4.327
LP-E,stride_513,6144,8,1.7205,1.7147,1.8441,1.7158,1.8152,4.331
LP-E,stride_513,8192,8,1.7215,1.7141,1.8082,1.7180,1.7435,4.328
LP-E,stride_513,12288,8,1.7237,1.7142,1.8866,1.7171,1.7707,4.322
