run_id,core,pages,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,second_elapsed_ns,faults,cpu_before,cpu_after,result,expected
1,LP-E,4k,20260919,0,0,warmup,0,chase_random_double,16777216,524288,603794,13601791634495803484,177286227,0,0,21,21,550152417186,550152417186
1,LP-E,4k,20260919,1,0,warmup,1,independent_random_bis,8192,1048576,684,11299479109681296022,1667979,0,0,21,21,536045426,536045426
1,LP-E,4k,20260919,2,0,warmup,2,chase_sequential,32768,262144,2281,15240660994592271687,434314,0,0,21,21,536739840,536739840
1,LP-E,4k,20260919,3,0,warmup,3,chase_random,16777216,262144,1246757,1484100859119602567,91094060,0,0,21,21,274940602632,274940602632
1,LP-E,4k,20260919,4,0,warmup,4,independent_random,4194304,1048576,145392,12065851340007114937,23500645,0,0,21,21,275138168448,275138168448
1,LP-E,4k,20260919,5,0,warmup,5,independent_random_bis,4096,1048576,260,13792390703873659553,2066593,0,0,21,21,267968716,267968716
1,LP-E,4k,20260919,6,0,warmup,6,chase_random_double,134217728,524288,14881300,15331679480645061107,209050299,0,0,21,21,4400521211139,4400521211139
1,LP-E,4k,20260919,7,0,warmup,7,chase_random,67108864,262144,6484441,8694391026960469196,101031463,0,0,21,21,1099294443473,1099294443473
1,LP-E,4k,20260919,8,0,warmup,8,page_fault_touch,268435456,65536,26985387,8542764384575687732,158895495,3141990,65536,21,21,131072,131072
1,LP-E,4k,20260919,9,0,warmup,9,independent_random_bis,8388608,1048576,257673,17902558417707706775,26743719,0,0,21,21,550095661252,550095661252
1,LP-E,4k,20260919,10,0,warmup,10,chase_random_double,524288,524288,23780,10886909213958547079,7942017,0,0,21,21,17179607040,17179607040
1,LP-E,4k,20260919,11,0,warmup,11,chase_sequential,65536,262144,5535,8860650119266303226,431628,0,0,21,21,1073610752,1073610752
1,LP-E,4k,20260919,12,0,warmup,12,chase_sequential,262144,262144,18973,15035816342627766334,464304,0,0,21,21,4294836224,4294836224
1,LP-E,4k,20260919,13,0,warmup,13,independent_random_bis,134217728,1048576,6499047,11783770574323854601,39966920,0,0,21,21,8797747574632,8797747574632
1,LP-E,4k,20260919,14,0,warmup,14,independent_random,33554432,1048576,3826879,11289426996277354448,33758811,0,0,21,21,2199305633715,2199305633715
1,LP-E,4k,20260919,15,0,warmup,15,chase_random,134217728,262144,1290620,10485832178060977090,109317366,0,0,21,21,2199963892247,2199963892247
1,LP-E,4k,20260919,16,0,warmup,16,chase_random_double,1048576,524288,75711,11107246612579011778,12805774,0,0,21,21,34359476224,34359476224
1,LP-E,4k,20260919,17,0,warmup,17,chase_sequential,16777216,262144,1009555,3563388915982384044,729639,0,0,21,21,299008393216,299008393216
1,LP-E,4k,20260919,18,0,warmup,18,chase_random,131072,262144,14018,17838599260919614335,2721786,0,0,21,21,2147352576,2147352576
1,LP-E,4k,20260919,19,0,warmup,19,chase_sequential,67108864,262144,2989209,1829883762618908743,760500,0,0,21,21,817962811392,817962811392
1,LP-E,4k,20260919,20,0,warmup,20,chase_random,524288,262144,57060,11885815633051024489,6083036,0,0,21,21,8589803520,8589803520
1,LP-E,4k,20260919,21,0,warmup,21,independent_random,131072,1048576,12854,4369456643870667188,1789569,0,0,21,21,8588195266,8588195266
