run_id,core,pages,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,second_elapsed_ns,faults,cpu_before,cpu_after,result,expected
31,LP-E,2m,20260919,0,0,warmup,0,independent_random,262144,1048576,31440,8587613529168371607,2267376,0,0,21,21,17178495196,17178495196
31,LP-E,2m,20260919,1,0,warmup,1,chase_random,16777216,262144,262119,7627767982209646453,91867655,0,0,21,21,274836785943,274836785943
31,LP-E,2m,20260919,2,0,warmup,2,chase_sequential,4096,262144,138,8558264358522043377,424830,0,0,21,21,66977792,66977792
31,LP-E,2m,20260919,3,0,warmup,3,independent_random_bis,131072,1048576,12359,7274030942649667992,2018900,0,0,21,21,8591556198,8591556198
31,LP-E,2m,20260919,4,0,warmup,4,chase_sequential,4194304,262144,479842,3274127804083378392,838168,0,0,21,21,46010859520,46010859520
31,LP-E,2m,20260919,5,0,warmup,5,chase_random_double,524288,524288,15566,4434870752293957415,7554073,0,0,21,21,17179607040,17179607040
31,LP-E,2m,20260919,6,0,warmup,6,chase_random_double,4194304,524288,486824,2329976285395618807,119924471,0,0,21,21,137438691328,137438691328
31,LP-E,2m,20260919,7,0,warmup,7,independent_random,33554432,1048576,3082334,4250809493239713491,32489796,0,0,21,21,2198647254230,2198647254230
31,LP-E,2m,20260919,8,0,warmup,8,independent_random,16777216,1048576,1339576,6044252305025941923,29484088,0,0,21,21,1099815290876,1099815290876
31,LP-E,2m,20260919,9,0,warmup,9,independent_random_bis,268435456,1048576,8275717,1860492182913794322,32752964,0,0,21,21,17581192812938,17581192812938
31,LP-E,2m,20260919,10,0,warmup,10,independent_random_bis,16384,1048576,1421,11959701382572897345,1683466,0,0,21,21,1073435944,1073435944
31,LP-E,2m,20260919,11,0,warmup,11,chase_random,1048576,262144,11309,5381478570899392242,7843812,0,0,21,21,17179738112,17179738112
31,LP-E,2m,20260919,12,0,warmup,12,chase_random_double,268435456,524288,13160537,12154107484583365161,202365203,0,0,21,21,8787625864361,8787625864361
31,LP-E,2m,20260919,13,0,warmup,13,independent_random,1048576,1048576,116883,1151821263438979277,3077421,0,0,21,21,68754721030,68754721030
31,LP-E,2m,20260919,14,0,warmup,14,chase_random_double,8388608,524288,664781,6912076941975035895,161206575,0,0,21,21,275062004414,275062004414
31,LP-E,2m,20260919,15,0,warmup,15,chase_random,524288,262144,4990,6942598903521290303,4522142,0,0,21,21,8589803520,8589803520
31,LP-E,2m,20260919,16,0,warmup,16,independent_random,16384,1048576,188,1928364428359350516,1846754,0,0,21,21,1072828587,1072828587
31,LP-E,2m,20260919,17,0,warmup,17,independent_random,268435456,1048576,18838930,18341140650270761761,32823478,0,0,21,21,17587277711900,17587277711900
31,LP-E,2m,20260919,18,0,warmup,18,independent_random,8388608,1048576,524406,9957405677406592888,26980113,0,0,21,21,549925671678,549925671678
31,LP-E,2m,20260919,19,0,warmup,19,chase_sequential,524288,262144,44514,1808011569992026144,531174,0,0,21,21,8589803520,8589803520
31,LP-E,2m,20260919,20,0,warmup,20,independent_random,8192,1048576,640,7745827267903881920,1867897,0,0,21,21,536524044,536524044
31,LP-E,2m,20260919,21,0,warmup,21,independent_random_bis,32768,1048576,2864,5144338210602716101,2054061,0,0,21,21,2145901246,2145901246
31,LP-E,2m,20260919,22,0,warmup,22,independent_random_bis,16777216,1048576,438909,15109555706602039148,29684110,0,0,21,21,1099531794682,1099531794682
31,LP-E,2m,20260919,23,0,warmup,23,chase_sequential,2097152,262144,153530,1259034692340806171,690722,0,0,21,21,34359607296,34359607296
31,LP-E,2m,20260919,24,0,warmup,24,chase_random,4096,262144,444,18004385754185383631,446383,0,0,21,21,66977792,66977792
31,LP-E,2m,20260919,25,0,warmup,25,chase_random_double,16384,524288,946,9691279534366111003,892572,0,0,21,21,536608768,536608768
31,LP-E,2m,20260919,26,0,warmup,26,chase_random,8388608,262144,912311,10677797788101076966,75712691,0,0,21,21,137465680769,137465680769
31,LP-E,2m,20260919,27,0,warmup,27,chase_random,65536,262144,378,15877414801018695498,1681211,0,0,21,21,1073610752,1073610752
31,LP-E,2m,20260919,28,0,warmup,28,independent_random,2097152,1048576,226195,5058549669803445532,4612485,0,0,21,21,137577009638,137577009638
31,LP-E,2m,20260919,29,0,warmup,29,chase_sequential,8388608,262144,550488,3202470577790443782,667913,0,0,21,21,178666733568,178666733568
31,LP-E,2m,20260919,30,0,warmup,30,chase_sequential,65536,262144,1138,5369338392605583218,449924,0,0,21,21,1073610752,1073610752
31,LP-E,2m,20260919,31,0,warmup,31,page_fault_touch,16777216,4096,835523,10144582070782311266,3826341,172784,8,21,21,8192,8192
31,LP-E,2m,20260919,32,0,warmup,32,chase_sequential,16384,262144,1444,8397941386856709217,434573,0,0,21,21,268304384,268304384
31,LP-E,2m,20260919,33,0,warmup,33,chase_sequential,268435456,262144,9947972,1732720150643596178,684922,0,0,21,21,2642160779264,2642160779264
31,LP-E,2m,20260919,34,0,warmup,34,chase_random_double,262144,524288,15954,14148757349864073140,5095852,0,0,21,21,8589672448,8589672448
31,LP-E,2m,20260919,35,0,warmup,35,chase_random_double,65536,524288,4057,16498576328755691433,3059063,0,0,21,21,2147221504,2147221504
31,LP-E,2m,20260919,36,0,warmup,36,independent_random_bis,4096,1048576,498,608038093588785229,1661839,0,0,21,21,267960890,267960890
31,LP-E,2m,20260919,37,0,warmup,37,chase_sequential,1048576,262144,66557,9044499068218902358,614914,0,0,21,21,17179738112,17179738112
31,LP-E,2m,20260919,38,0,warmup,38,independent_random_bis,2097152,1048576,111255,5266691639705707887,4550498,0,0,21,21,137488357026,137488357026
31,LP-E,2m,20260919,39,0,warmup,39,chase_sequential,33554432,262144,2580252,11866331875896032683,687723,0,0,21,21,710757187584,710757187584
31,LP-E,2m,20260919,40,0,warmup,40,chase_random,131072,262144,6568,18359131434095463325,2346335,0,0,21,21,2147352576,2147352576
31,LP-E,2m,20260919,41,0,warmup,41,independent_random_bis,1048576,1048576,82006,18283431221864749075,2626321,0,0,21,21,68709632329,68709632329
31,LP-E,2m,20260919,42,0,warmup,42,independent_random,67108864,1048576,5113146,9179432379156294415,29449904,0,0,21,21,4400187945556,4400187945556
31,LP-E,2m,20260919,43,0,warmup,43,independent_random,134217728,1048576,7603711,10343250606423518806,30124577,0,0,21,21,8789316500780,8789316500780
31,LP-E,2m,20260919,44,0,warmup,44,independent_random_bis,65536,1048576,5862,3738990902479742756,1769082,0,0,21,21,4295418212,4295418212
31,LP-E,2m,20260919,45,0,warmup,45,independent_random_bis,67108864,1048576,2188354,5342154580251469015,29729667,0,0,21,21,4399742216842,4399742216842
31,LP-E,2m,20260919,46,0,warmup,46,chase_random_double,2097152,524288,242461,9159940985390635852,18160362,0,0,21,21,68719214592,68719214592
31,LP-E,2m,20260919,47,0,warmup,47,chase_random_double,4096,524288,224,16556775083942773660,868065,0,0,21,21,133955584,133955584
31,LP-E,2m,20260919,48,0,warmup,48,chase_random,32768,262144,16,11272672577744634240,579182,0,0,21,21,536739840,536739840
31,LP-E,2m,20260919,49,0,warmup,49,chase_random_double,32768,524288,645,4137520642237449838,850642,0,0,21,21,1073479680,1073479680
31,LP-E,2m,20260919,50,0,warmup,50,independent_random,4194304,1048576,322677,661707360933586839,22248286,0,0,21,21,274824466156,274824466156
31,LP-E,2m,20260919,51,0,warmup,51,chase_random_double,67108864,524288,280704,5417078644511541330,197811585,0,0,21,21,2196617328119,2196617328119
31,LP-E,2m,20260919,52,0,warmup,52,chase_random,16384,262144,404,11430705846088445474,667273,0,0,21,21,268304384,268304384
31,LP-E,2m,20260919,53,0,warmup,53,chase_random,262144,262144,25385,13801523699344300438,3331957,0,0,21,21,4294836224,4294836224
31,LP-E,2m,20260919,54,0,warmup,54,chase_sequential,32768,262144,2523,1149221823788732201,442155,0,0,21,21,536739840,536739840
31,LP-E,2m,20260919,55,0,warmup,55,independent_random_bis,262144,1048576,31850,3070350034990124386,1714544,0,0,21,21,17181926228,17181926228
31,LP-E,2m,20260919,56,0,warmup,56,chase_sequential,134217728,262144,1174323,8168178640939788291,685674,0,0,21,21,342201335808,342201335808
31,LP-E,2m,20260919,57,0,warmup,57,independent_random_bis,33554432,1048576,2141810,708639229200003066,31853768,0,0,21,21,2198839650929,2198839650929
31,LP-E,2m,20260919,58,0,warmup,58,independent_random,131072,1048576,4231,15933150418763374389,1820008,0,0,21,21,8597451453,8597451453
31,LP-E,2m,20260919,59,0,warmup,59,independent_random,4096,1048576,38,4088891541682509947,2024469,0,0,21,21,268018937,268018937
31,LP-E,2m,20260919,60,0,warmup,60,chase_random,67108864,262144,7868080,13592161200810198324,99185568,0,0,21,21,1099127156735,1099127156735
31,LP-E,2m,20260919,61,0,warmup,61,chase_random_double,8192,524288,905,9387203968940221748,1055804,0,0,21,21,268173312,268173312
31,LP-E,2m,20260919,62,0,warmup,62,independent_random_bis,524288,1048576,6472,10585541116222560427,2475141,0,0,21,21,34357933318,34357933318
31,LP-E,2m,20260919,63,0,warmup,63,chase_sequential,8192,262144,586,17550307354776162541,425409,0,0,21,21,134086656,134086656
31,LP-E,2m,20260919,64,0,warmup,64,chase_random,4194304,262144,247260,10057759336818510797,60236490,0,0,21,21,68743090810,68743090810
31,LP-E,2m,20260919,65,0,warmup,65,independent_random_bis,134217728,1048576,4795135,18171895942054654136,32198068,0,0,21,21,8792671521639,8792671521639
31,LP-E,2m,20260919,66,0,warmup,66,chase_random_double,33554432,524288,2558001,5089534889683487552,191123085,0,0,21,21,1100088007418,1100088007418
31,LP-E,2m,20260919,67,0,warmup,67,chase_random,8192,262144,236,10370298150396809425,439781,0,0,21,21,134086656,134086656
31,LP-E,2m,20260919,68,0,warmup,68,chase_random,2097152,262144,121412,7277952802769210062,15230305,0,0,21,21,34359607296,34359607296
31,LP-E,2m,20260919,69,0,warmup,69,chase_sequential,131072,262144,10116,6586188448490982007,461769,0,0,21,21,2147352576,2147352576
31,LP-E,2m,20260919,70,0,warmup,70,independent_random_bis,4194304,1048576,49401,3163950730481070052,22885320,0,0,21,21,274970968092,274970968092
31,LP-E,2m,20260919,71,0,warmup,71,independent_random_bis,8192,1048576,3,882185725763864629,1848917,0,0,21,21,536423215,536423215
31,LP-E,2m,20260919,72,0,warmup,72,page_fault_touch,268435456,65536,18111082,13490783245579512942,68035486,2804183,128,21,21,131072,131072
31,LP-E,2m,20260919,73,0,warmup,73,chase_random_double,131072,524288,11048,10077960572881022347,4538360,0,0,21,21,4294705152,4294705152
31,LP-E,2m,20260919,74,0,warmup,74,chase_sequential,67108864,262144,2649426,10186236796523418126,658364,0,0,21,21,728890736640,728890736640
31,LP-E,2m,20260919,75,0,warmup,75,independent_random,65536,1048576,6789,7620338741689009627,2106846,0,0,21,21,4293762966,4293762966
31,LP-E,2m,20260919,76,0,warmup,76,independent_random,524288,1048576,56566,10751047037306154017,2322557,0,0,21,21,34369165897,34369165897
31,LP-E,2m,20260919,77,0,warmup,77,chase_random,268435456,262144,32463664,17925574931120857613,101143687,0,0,21,21,4397120600011,4397120600011
31,LP-E,2m,20260919,78,0,warmup,78,chase_random,134217728,262144,11527542,8655573035454751414,93666951,0,0,21,21,2197162860869,2197162860869
31,LP-E,2m,20260919,79,0,warmup,79,chase_random_double,16777216,524288,2084929,16088354461144396683,181515015,0,0,21,21,549531891421,549531891421
31,LP-E,2m,20260919,80,0,warmup,80,independent_random_bis,8388608,1048576,261110,626889579020714968,25046268,0,0,21,21,549201738334,549201738334
31,LP-E,2m,20260919,81,0,warmup,81,chase_random_double,134217728,524288,2419987,6843041452297841700,230472166,0,0,21,21,4394579093892,4394579093892
31,LP-E,2m,20260919,82,0,warmup,82,chase_random,33554432,262144,4128056,5468002657465601104,98173977,0,0,21,21,550394176176,550394176176
31,LP-E,2m,20260919,83,0,warmup,83,chase_random_double,1048576,524288,65152,1258889160397198570,13630167,0,0,21,21,34359476224,34359476224
31,LP-E,2m,20260919,84,0,warmup,84,independent_random,32768,1048576,1563,54237297564412141,2886514,0,0,21,21,2146848843,2146848843
31,LP-E,2m,20260919,85,0,warmup,85,chase_sequential,262144,262144,18426,12407871268792379890,865626,0,0,21,21,4294836224,4294836224
31,LP-E,2m,20260919,86,0,warmup,86,chase_sequential,16777216,262144,642299,253021984051878891,804901,0,0,21,21,202734436352,202734436352
31,LP-E,2m,20260919,87,1,measure,0,chase_sequential,33554432,262144,3188958,16807887592826799742,994639,0,0,21,21,870325813248,870325813248
31,LP-E,2m,20260919,88,1,measure,1,independent_random_bis,67108864,1048576,5876139,9293274490520073309,32872728,0,0,21,21,4401969995728,4401969995728
31,LP-E,2m,20260919,89,1,measure,2,chase_sequential,131072,262144,11479,17838733526621896627,507593,0,0,21,21,2147352576,2147352576
31,LP-E,2m,20260919,90,1,measure,3,chase_random_double,524288,524288,35719,15707567649484923179,7188574,0,0,21,21,17179607040,17179607040
31,LP-E,2m,20260919,91,1,measure,4,independent_random_bis,4194304,1048576,210922,2500902676148671361,22800905,0,0,21,21,274630765838,274630765838
31,LP-E,2m,20260919,92,1,measure,5,independent_random_bis,32768,1048576,637,4590112938856359509,2010360,0,0,21,21,2148467148,2148467148
31,LP-E,2m,20260919,93,1,measure,6,independent_random,16384,1048576,491,10883889714015289719,1860560,0,0,21,21,1073654041,1073654041
31,LP-E,2m,20260919,94,1,measure,7,independent_random_bis,131072,1048576,13387,13836919818263612241,1980626,0,0,21,21,8592473154,8592473154
31,LP-E,2m,20260919,95,1,measure,8,chase_sequential,67108864,262144,5641962,7593326870022910758,841888,0,0,21,21,1513366093824,1513366093824
