protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,151,20261067,libre,22,0,10,0,0,warmup,0,A_bis,20000,1,110399,17,17,6038501758562358034
interleaved,interleaved,151,20261067,libre,22,0,10,1,0,warmup,1,A,20000,1,110288,17,17,4707342210960869933
interleaved,interleaved,151,20261067,libre,22,0,10,2,0,warmup,2,B,20000,2,230951,17,17,4928763748045936491
interleaved,interleaved,151,20261067,libre,22,0,10,3,1,warmup,0,A_bis,20000,1,110289,17,17,12040909603994687501
interleaved,interleaved,151,20261067,libre,22,0,10,4,1,warmup,1,A,20000,1,110286,17,17,15666516626730839776
interleaved,interleaved,151,20261067,libre,22,0,10,5,1,warmup,2,B,20000,2,220501,17,17,16066938011662170975
interleaved,interleaved,151,20261067,libre,22,0,10,6,2,warmup,0,A,20000,1,110273,17,17,376537792228781529
interleaved,interleaved,151,20261067,libre,22,0,10,7,2,warmup,1,A_bis,20000,1,110274,17,17,7831372052980952740
interleaved,interleaved,151,20261067,libre,22,0,10,8,2,warmup,2,B,20000,2,224967,17,17,16732034350202780906
interleaved,interleaved,151,20261067,libre,22,0,10,9,3,warmup,0,B,20000,2,220517,17,17,4471081134382987687
interleaved,interleaved,151,20261067,libre,22,0,10,10,3,warmup,1,A,20000,1,110258,17,17,11478360997446400212
interleaved,interleaved,151,20261067,libre,22,0,10,11,3,warmup,2,A_bis,20000,1,110289,17,17,13905259061030482101
interleaved,interleaved,151,20261067,libre,22,0,10,12,4,warmup,0,A,20000,1,110248,17,17,7614490781737267478
interleaved,interleaved,151,20261067,libre,22,0,10,13,4,warmup,1,A_bis,20000,1,110261,17,17,9584081739208792399
interleaved,interleaved,151,20261067,libre,22,0,10,14,4,warmup,2,B,20000,2,220525,17,17,16843755646493975747
interleaved,interleaved,151,20261067,libre,22,0,10,15,5,warmup,0,A,20000,1,114276,17,17,10003453678735457175
interleaved,interleaved,151,20261067,libre,22,0,10,16,5,warmup,1,A_bis,20000,1,110273,17,17,16524461227518235338
interleaved,interleaved,151,20261067,libre,22,0,10,17,5,warmup,2,B,20000,2,220520,17,17,16124736600527062770
interleaved,interleaved,151,20261067,libre,22,0,10,18,6,warmup,0,B,20000,2,220534,17,17,4374044094637141870
interleaved,interleaved,151,20261067,libre,22,0,10,19,6,warmup,1,A,20000,1,110241,17,17,8895736344636842030
interleaved,interleaved,151,20261067,libre,22,0,10,20,6,warmup,2,A_bis,20000,1,110273,17,17,6269187860712422196
interleaved,interleaved,151,20261067,libre,22,0,10,21,7,warmup,0,A,20000,1,110273,17,17,14840732247492946126
interleaved,interleaved,151,20261067,libre,22,0,10,22,7,warmup,1,A_bis,20000,1,112335,17,17,4234523928546496437
interleaved,interleaved,151,20261067,libre,22,0,10,23,7,warmup,2,B,20000,2,220527,17,17,11361417673958173754
interleaved,interleaved,151,20261067,libre,22,0,10,24,8,warmup,0,B,20000,2,220497,17,17,3758921779272892520
interleaved,interleaved,151,20261067,libre,22,0,10,25,8,warmup,1,A,20000,1,110273,17,17,17690457257887750598
interleaved,interleaved,151,20261067,libre,22,0,10,26,8,warmup,2,A_bis,20000,1,110252,17,17,16178665227102058251
