protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
amortization,amortization,18,20260934,libre,22,100000,0,0,9,measure,0,A,2048,1,10356,3,3,2436479889516787938
amortization,amortization,18,20260934,libre,22,100000,0,1,29,measure,0,A,1024,1,5155,3,3,9363245817263689404
amortization,amortization,18,20260934,libre,22,100000,0,2,9,measure,0,A,8192,1,41085,3,3,14810949643860413119
amortization,amortization,18,20260934,libre,22,100000,0,3,9,measure,0,A,16384,1,82112,3,3,14099551564231042905
amortization,amortization,18,20260934,libre,22,100000,0,4,20,measure,0,A,4,1,47,3,3,10549079758427002856
amortization,amortization,18,20260934,libre,22,100000,0,5,37,measure,0,A,16384,1,82127,3,3,7028058878452440551
amortization,amortization,18,20260934,libre,22,100000,0,6,2,measure,0,A,4,1,48,3,3,11388094123043227303
amortization,amortization,18,20260934,libre,22,100000,0,7,22,measure,0,A,4,1,47,3,3,8918315499033946950
amortization,amortization,18,20260934,libre,22,100000,0,8,39,measure,0,A,8,1,72,3,3,2905049619347548889
amortization,amortization,18,20260934,libre,22,100000,0,9,35,measure,0,A,32768,1,164322,3,3,14371818994395700101
amortization,amortization,18,20260934,libre,22,100000,0,10,11,measure,0,A,2,1,48,3,3,5548184166606242629
amortization,amortization,18,20260934,libre,22,100000,0,11,33,measure,0,A,4096,1,21750,3,3,7507464382877582305
amortization,amortization,18,20260934,libre,22,100000,0,12,1,measure,0,A,128,1,719,3,3,6426719657789673995
amortization,amortization,18,20260934,libre,22,100000,0,13,31,measure,0,A,4096,1,21752,3,3,12544280344085539903
amortization,amortization,18,20260934,libre,22,100000,0,14,20,measure,0,A,1,1,42,3,3,9299950655516306049
amortization,amortization,18,20260934,libre,22,100000,0,15,12,measure,0,A,4096,1,21777,3,3,13034807450168779669
amortization,amortization,18,20260934,libre,22,100000,0,16,23,measure,0,A,2048,1,10875,3,3,12622396353065926300
amortization,amortization,18,20260934,libre,22,100000,0,17,34,measure,0,A,8192,1,43505,3,3,3885826772277490555
amortization,amortization,18,20260934,libre,22,100000,0,18,27,measure,0,A,4,1,49,3,3,18353266919061479178
amortization,amortization,18,20260934,libre,22,100000,0,19,28,measure,0,A,1,1,41,3,3,12364503508101903947
amortization,amortization,18,20260934,libre,22,100000,0,20,11,measure,0,A,128,1,704,3,3,15778755047510983286
amortization,amortization,18,20260934,libre,22,100000,0,21,25,measure,0,A,8,1,65,3,3,9858751614574920446
amortization,amortization,18,20260934,libre,22,100000,0,22,32,measure,0,A,32,1,202,3,3,11490626186974133591
amortization,amortization,18,20260934,libre,22,100000,0,23,22,measure,0,A,128,1,704,3,3,12709787635289981422
amortization,amortization,18,20260934,libre,22,100000,0,24,25,measure,0,A,512,1,2738,3,3,18171705546524686929
amortization,amortization,18,20260934,libre,22,100000,0,25,39,measure,0,A,2048,1,10875,3,3,15649109862645803642
amortization,amortization,18,20260934,libre,22,100000,0,26,34,measure,0,A,1024,1,5461,3,3,10587403113185791779
amortization,amortization,18,20260934,libre,22,100000,0,27,20,measure,0,A,32,1,194,3,3,10608956530362513325
amortization,amortization,18,20260934,libre,22,100000,0,28,4,measure,0,A,512,1,2746,3,3,16387625318253836717
amortization,amortization,18,20260934,libre,22,100000,0,29,14,measure,0,A,4,1,50,3,3,9104473883231966293
amortization,amortization,18,20260934,libre,22,100000,0,30,2,measure,0,A,4096,1,21748,3,3,9350734454821387804
amortization,amortization,18,20260934,libre,22,100000,0,31,39,measure,0,A,64,1,363,3,3,7742430414814096449
amortization,amortization,18,20260934,libre,22,100000,0,32,35,measure,0,A,32,1,193,3,3,17205020118705378107
amortization,amortization,18,20260934,libre,22,100000,0,33,11,measure,0,A,512,1,2742,3,3,2090786422124029113
amortization,amortization,18,20260934,libre,22,100000,0,34,10,measure,0,A,1024,1,5596,3,3,6884882807893725719
amortization,amortization,18,20260934,libre,22,100000,0,35,6,measure,0,A,2,1,49,3,3,4111142728995228398
amortization,amortization,18,20260934,libre,22,100000,0,36,26,measure,0,A,16,1,125,3,3,8912554422523711195
amortization,amortization,18,20260934,libre,22,100000,0,37,6,measure,0,A,256,1,1382,3,3,12129624833573006410
amortization,amortization,18,20260934,libre,22,100000,0,38,19,measure,0,A,64,1,364,3,3,16887910401442764963
amortization,amortization,18,20260934,libre,22,100000,0,39,39,measure,0,A,16,1,124,3,3,12687913106035525173
amortization,amortization,18,20260934,libre,22,100000,0,40,26,measure,0,A,32768,1,186394,3,3,14290194651914302387
amortization,amortization,18,20260934,libre,22,100000,0,41,4,measure,0,A,1024,1,5445,3,3,4658013685488729787
amortization,amortization,18,20260934,libre,22,100000,0,42,0,measure,0,A,128,1,703,3,3,6805578427986526638
amortization,amortization,18,20260934,libre,22,100000,0,43,17,measure,0,A,64,1,362,3,3,8731320272931809087
amortization,amortization,18,20260934,libre,22,100000,0,44,37,measure,0,A,1024,1,5451,3,3,4343790394863762997
amortization,amortization,18,20260934,libre,22,100000,0,45,12,measure,0,A,2,1,48,3,3,2834955074485874265
amortization,amortization,18,20260934,libre,22,100000,0,46,2,measure,0,A,32,1,191,3,3,11112996227183967857
amortization,amortization,18,20260934,libre,22,100000,0,47,24,measure,0,A,1024,1,5461,3,3,15684822962769556222
amortization,amortization,18,20260934,libre,22,100000,0,48,27,measure,0,A,2048,1,10897,3,3,3006882514479277921
amortization,amortization,18,20260934,libre,22,100000,0,49,1,measure,0,A,16384,1,86952,3,3,8232752768785308395
amortization,amortization,18,20260934,libre,22,100000,0,50,13,measure,0,A,1,1,41,3,3,4311468687432101011
amortization,amortization,18,20260934,libre,22,100000,0,51,15,measure,0,A,2048,1,10875,3,3,14634125579193539967
amortization,amortization,18,20260934,libre,22,100000,0,52,19,measure,0,A,4096,1,22357,3,3,11108662753647213028
amortization,amortization,18,20260934,libre,22,100000,0,53,9,measure,0,A,32768,1,155569,3,3,13012510605186361883
amortization,amortization,18,20260934,libre,22,100000,0,54,17,measure,0,A,512,1,2446,3,3,7674973635927695920
amortization,amortization,18,20260934,libre,22,100000,0,55,5,measure,0,A,8192,1,39200,3,3,8498943276606537490
amortization,amortization,18,20260934,libre,22,100000,0,56,11,measure,0,A,32768,1,164220,3,3,18313910634514530557
amortization,amortization,18,20260934,libre,22,100000,0,57,9,measure,0,A,1,1,38,3,3,7869305425519305331
amortization,amortization,18,20260934,libre,22,100000,0,58,7,measure,0,A,4096,1,20547,3,3,16426707542372401697
amortization,amortization,18,20260934,libre,22,100000,0,59,3,measure,0,A,32,1,184,3,3,13047846207057883716
amortization,amortization,18,20260934,libre,22,100000,0,60,1,measure,0,A,16,1,118,3,3,11781478541163268511
amortization,amortization,18,20260934,libre,22,100000,0,61,0,measure,0,A,8192,1,41081,3,3,15242642546551666193
amortization,amortization,18,20260934,libre,22,100000,0,62,27,measure,0,A,16,1,123,3,3,3034405714266389015
amortization,amortization,18,20260934,libre,22,100000,0,63,30,measure,0,A,128,1,660,3,3,15240324958858177556
amortization,amortization,18,20260934,libre,22,100000,0,64,20,measure,0,A,8,1,61,3,3,10018639961591640208
amortization,amortization,18,20260934,libre,22,100000,0,65,38,measure,0,A,2048,1,10274,3,3,11314263727204383518
amortization,amortization,18,20260934,libre,22,100000,0,66,1,measure,0,A,1,1,42,3,3,207295141130059771
amortization,amortization,18,20260934,libre,22,100000,0,67,14,measure,0,A,2048,1,10299,3,3,7602287343121633407
amortization,amortization,18,20260934,libre,22,100000,0,68,28,measure,0,A,32768,1,164208,3,3,7443290934459963079
amortization,amortization,18,20260934,libre,22,100000,0,69,34,measure,0,A,512,1,2586,3,3,18223301283778735433
amortization,amortization,18,20260934,libre,22,100000,0,70,28,measure,0,A,8,1,68,3,3,11950759035117338629
amortization,amortization,18,20260934,libre,22,100000,0,71,4,measure,0,A,4,1,47,3,3,12539606252630768698
amortization,amortization,18,20260934,libre,22,100000,0,72,23,measure,0,A,8192,1,41082,3,3,15220608919649370014
amortization,amortization,18,20260934,libre,22,100000,0,73,4,measure,0,A,16,1,119,3,3,8967899876281451322
amortization,amortization,18,20260934,libre,22,100000,0,74,3,measure,0,A,1,1,44,3,3,2906551311285349829
amortization,amortization,18,20260934,libre,22,100000,0,75,5,measure,0,A,64,1,341,3,3,1146470601019762970
amortization,amortization,18,20260934,libre,22,100000,0,76,16,measure,0,A,256,1,1306,3,3,11599269011593677318
amortization,amortization,18,20260934,libre,22,100000,0,77,18,measure,0,A,32768,1,172496,3,3,15902522518183034182
amortization,amortization,18,20260934,libre,22,100000,0,78,19,measure,0,A,32,1,185,3,3,4279188538200056925
amortization,amortization,18,20260934,libre,22,100000,0,79,39,measure,0,A,32768,1,164228,3,3,722843633186357578
amortization,amortization,18,20260934,libre,22,100000,0,80,4,measure,0,A,256,1,1303,3,3,5345718289595450068
amortization,amortization,18,20260934,libre,22,100000,0,81,25,measure,0,A,16384,1,82129,3,3,13446161425724756107
amortization,amortization,18,20260934,libre,22,100000,0,82,8,measure,0,A,4,1,46,3,3,6860542902742453839
amortization,amortization,18,20260934,libre,22,100000,0,83,5,measure,0,A,16384,1,82269,3,3,14544902627234734376
amortization,amortization,18,20260934,libre,22,100000,0,84,33,measure,0,A,256,1,1176,3,3,554116238213134118
amortization,amortization,18,20260934,libre,22,100000,0,85,8,measure,0,A,256,1,1185,3,3,9663733455095601052
amortization,amortization,18,20260934,libre,22,100000,0,86,37,measure,0,A,1,1,30,3,3,10468595037256160672
amortization,amortization,18,20260934,libre,22,100000,0,87,7,measure,0,A,2048,1,9262,3,3,2752745706998292697
amortization,amortization,18,20260934,libre,22,100000,0,88,35,measure,0,A,128,1,598,3,3,57862283269609797
amortization,amortization,18,20260934,libre,22,100000,0,89,34,measure,0,A,32,1,163,3,3,14039072644678426239
amortization,amortization,18,20260934,libre,22,100000,0,90,18,measure,0,A,32,1,167,3,3,4689926502435003208
amortization,amortization,18,20260934,libre,22,100000,0,91,23,measure,0,A,4096,1,18485,3,3,18427702530466629115
amortization,amortization,18,20260934,libre,22,100000,0,92,16,measure,0,A,32768,1,147796,3,3,11511207975225478209
amortization,amortization,18,20260934,libre,22,100000,0,93,27,measure,0,A,1024,1,4646,3,3,1039414523621902165
amortization,amortization,18,20260934,libre,22,100000,0,94,13,measure,0,A,16,1,106,3,3,12995664029708791455
amortization,amortization,18,20260934,libre,22,100000,0,95,16,measure,0,A,512,1,2330,3,3,7767513001589043995
amortization,amortization,18,20260934,libre,22,100000,0,96,0,measure,0,A,16,1,104,3,3,14809140998247191218
amortization,amortization,18,20260934,libre,22,100000,0,97,22,measure,0,A,16384,1,73891,3,3,7572145637009212861
amortization,amortization,18,20260934,libre,22,100000,0,98,2,measure,0,A,16,1,107,3,3,6591779259940517360
amortization,amortization,18,20260934,libre,22,100000,0,99,10,measure,0,A,64,1,305,3,3,7924725128237597551
amortization,amortization,18,20260934,libre,22,100000,0,100,27,measure,0,A,128,1,597,3,3,14141144884356003525
amortization,amortization,18,20260934,libre,22,100000,0,101,0,measure,0,A,1,1,34,3,3,2435028939443313182
amortization,amortization,18,20260934,libre,22,100000,0,102,28,measure,0,A,2,1,39,3,3,15947095992797990835
amortization,amortization,18,20260934,libre,22,100000,0,103,2,measure,0,A,8192,1,36968,3,3,14762258084118504050
amortization,amortization,18,20260934,libre,22,100000,0,104,16,measure,0,A,64,1,310,3,3,4928269903913661671
amortization,amortization,18,20260934,libre,22,100000,0,105,9,measure,0,A,32,1,164,3,3,12865639550164648249
amortization,amortization,18,20260934,libre,22,100000,0,106,30,measure,0,A,256,1,1176,3,3,2300277187751100750
amortization,amortization,18,20260934,libre,22,100000,0,107,21,measure,0,A,32,1,164,3,3,7031361251205079737
amortization,amortization,18,20260934,libre,22,100000,0,108,5,measure,0,A,256,1,1177,3,3,14499454018646635347
amortization,amortization,18,20260934,libre,22,100000,0,109,19,measure,0,A,2,1,39,3,3,12624345602411747571
amortization,amortization,18,20260934,libre,22,100000,0,110,19,measure,0,A,1024,1,4648,3,3,17839161007228817624
amortization,amortization,18,20260934,libre,22,100000,0,111,22,measure,0,A,8192,1,36965,3,3,7857145513282469083
amortization,amortization,18,20260934,libre,22,100000,0,112,21,measure,0,A,1024,1,4629,3,3,4001660960224089861
amortization,amortization,18,20260934,libre,22,100000,0,113,4,measure,0,A,8,1,57,3,3,11469888857860657785
amortization,amortization,18,20260934,libre,22,100000,0,114,37,measure,0,A,256,1,1173,3,3,9312126210688391664
amortization,amortization,18,20260934,libre,22,100000,0,115,33,measure,0,A,4,1,54,3,3,14215271640371153309
amortization,amortization,18,20260934,libre,22,100000,0,116,38,measure,0,A,128,1,597,3,3,5018972899311998599
amortization,amortization,18,20260934,libre,22,100000,0,117,37,measure,0,A,8,1,56,3,3,9117998949957576995
amortization,amortization,18,20260934,libre,22,100000,0,118,3,measure,0,A,512,1,2329,3,3,6943677012403187363
amortization,amortization,18,20260934,libre,22,100000,0,119,11,measure,0,A,4,1,39,3,3,6731797357600943161
amortization,amortization,18,20260934,libre,22,100000,0,120,6,measure,0,A,1024,1,4638,3,3,44908762790431321
amortization,amortization,18,20260934,libre,22,100000,0,121,21,measure,0,A,4,1,42,3,3,7186937477632061177
amortization,amortization,18,20260934,libre,22,100000,0,122,33,measure,0,A,64,1,308,3,3,580208087663141549
amortization,amortization,18,20260934,libre,22,100000,0,123,26,measure,0,A,32,1,164,3,3,16690842402922819615
amortization,amortization,18,20260934,libre,22,100000,0,124,36,measure,0,A,16384,1,73927,3,3,12891679522040839776
amortization,amortization,18,20260934,libre,22,100000,0,125,11,measure,0,A,1,1,38,3,3,1498747373918319312
amortization,amortization,18,20260934,libre,22,100000,0,126,32,measure,0,A,4,1,54,3,3,16031065466713141263
amortization,amortization,18,20260934,libre,22,100000,0,127,34,measure,0,A,8,1,56,3,3,3972843809361169284
amortization,amortization,18,20260934,libre,22,100000,0,128,10,measure,0,A,2,1,39,3,3,15185046011453203282
amortization,amortization,18,20260934,libre,22,100000,0,129,16,measure,0,A,2,1,41,3,3,7872887036138314657
amortization,amortization,18,20260934,libre,22,100000,0,130,20,measure,0,A,16384,1,73900,3,3,14586798569210011880
