run_id,build,seed,sample,round,phase,position,workload,variant,elements,passes,elapsed_ns,result,gc_delta,cpu_before,cpu_after
3,python,20260922,0,0,warmup,0,hash_chain,idiomatic,4096,1,505101,d2f4c6a9cd3b03a2,0,11,11
3,python,20260922,1,0,warmup,1,hash_chain,control_double,4096,2,1160337,174e2e43fff59690,0,11,11
3,python,20260922,2,0,warmup,2,hash_chain,control_bis,4096,1,591298,d2f4c6a9cd3b03a2,0,11,11
3,python,20260922,3,0,warmup,3,dot,idiomatic,4096,1,84252,40903ff84d9cc69a,0,11,11
3,python,20260922,4,0,warmup,4,count,numpy,16384,1,348105,f6a0fa6e20559b85,0,11,11
3,python,20260922,5,0,warmup,5,dot,control,4096,1,188810,40903ff84d9cc6a3,0,11,11
3,python,20260922,6,0,warmup,6,count,idiomatic_bis,16384,1,1608026,f6a0fa6e20559b85,0,11,11
3,python,20260922,7,0,warmup,7,dot,numpy,4096,1,53610,40903ff84d9cc69a,0,11,11
3,python,20260922,8,0,warmup,8,hash_chain,control,4096,1,557972,d2f4c6a9cd3b03a2,0,11,11
3,python,20260922,9,0,warmup,9,count,control,16384,1,3769056,f6a0fa6e20559b85,0,11,11
3,python,20260922,10,0,warmup,10,count,idiomatic,16384,1,1419324,f6a0fa6e20559b85,0,11,11
3,python,20260922,11,1,measure,0,count,idiomatic,16384,1,1062793,f6a0fa6e20559b85,0,11,11
3,python,20260922,12,1,measure,1,dot,control,4096,1,184932,40903ff84d9cc6a3,0,11,11
3,python,20260922,13,1,measure,2,dot,numpy,4096,1,45185,40903ff84d9cc69a,0,11,11
3,python,20260922,14,1,measure,3,hash_chain,idiomatic,4096,1,483525,d2f4c6a9cd3b03a2,0,11,11
3,python,20260922,15,1,measure,4,hash_chain,control_double,4096,2,1093185,174e2e43fff59690,0,11,11
3,python,20260922,16,1,measure,5,count,idiomatic_bis,16384,1,1100300,f6a0fa6e20559b85,0,11,11
3,python,20260922,17,1,measure,6,count,control,16384,1,3666195,f6a0fa6e20559b85,0,11,11
3,python,20260922,18,1,measure,7,hash_chain,control_bis,4096,1,600807,d2f4c6a9cd3b03a2,0,11,11
3,python,20260922,19,1,measure,8,dot,idiomatic,4096,1,63992,40903ff84d9cc69a,0,11,11
3,python,20260922,20,1,measure,9,hash_chain,control,4096,1,533356,d2f4c6a9cd3b03a2,0,11,11
3,python,20260922,21,1,measure,10,count,numpy,16384,1,296425,f6a0fa6e20559b85,0,11,11
