variant,sample,order,operations,elapsed_ns,cpu_ns,value_ns,result
consecutive_reads,628,0,1,41,0,41,0
consecutive_reads,629,0,1,41,0,41,0
consecutive_reads,630,0,1,41,0,41,0
consecutive_reads,631,0,1,41,0,41,0
consecutive_reads,632,0,1,41,0,41,0
consecutive_reads,633,0,1,41,0,41,0
consecutive_reads,634,0,1,41,0,41,0
consecutive_reads,635,0,1,41,0,41,0
consecutive_reads,636,0,1,40,0,40,0
consecutive_reads,637,0,1,40,0,40,0
consecutive_reads,638,0,1,41,0,41,0
consecutive_reads,639,0,1,41,0,41,0
consecutive_reads,640,0,1,41,0,41,0
consecutive_reads,641,0,1,41,0,41,0
consecutive_reads,642,0,1,42,0,42,0
consecutive_reads,643,0,1,41,0,41,0
consecutive_reads,644,0,1,41,0,41,0
consecutive_reads,645,0,1,41,0,41,0
consecutive_reads,646,0,1,40,0,40,0
consecutive_reads,647,0,1,41,0,41,0
consecutive_reads,648,0,1,41,0,41,0
consecutive_reads,649,0,1,41,0,41,0
consecutive_reads,650,0,1,41,0,41,0
consecutive_reads,651,0,1,41,0,41,0
consecutive_reads,652,0,1,41,0,41,0
consecutive_reads,653,0,1,41,0,41,0
consecutive_reads,654,0,1,41,0,41,0
consecutive_reads,655,0,1,39,0,39,0
consecutive_reads,656,0,1,41,0,41,0
consecutive_reads,657,0,1,40,0,40,0
consecutive_reads,658,0,1,41,0,41,0
consecutive_reads,659,0,1,39,0,39,0
consecutive_reads,660,0,1,39,0,39,0
consecutive_reads,661,0,1,40,0,40,0
consecutive_reads,662,0,1,40,0,40,0
consecutive_reads,663,0,1,40,0,40,0
consecutive_reads,664,0,1,40,0,40,0
consecutive_reads,665,0,1,41,0,41,0
consecutive_reads,666,0,1,41,0,41,0
consecutive_reads,667,0,1,40,0,40,0
consecutive_reads,668,0,1,41,0,41,0
consecutive_reads,669,0,1,41,0,41,0
consecutive_reads,670,0,1,41,0,41,0
consecutive_reads,671,0,1,39,0,39,0
consecutive_reads,672,0,1,40,0,40,0
consecutive_reads,673,0,1,39,0,39,0
consecutive_reads,674,0,1,40,0,40,0
consecutive_reads,675,0,1,41,0,41,0
consecutive_reads,676,0,1,41,0,41,0
consecutive_reads,677,0,1,39,0,39,0
consecutive_reads,678,0,1,41,0,41,0
consecutive_reads,679,0,1,39,0,39,0
consecutive_reads,680,0,1,41,0,41,0
consecutive_reads,681,0,1,39,0,39,0
consecutive_reads,682,0,1,41,0,41,0
consecutive_reads,683,0,1,41,0,41,0
consecutive_reads,684,0,1,41,0,41,0
consecutive_reads,685,0,1,41,0,41,0
consecutive_reads,686,0,1,41,0,41,0
consecutive_reads,687,0,1,41,0,41,0
consecutive_reads,688,0,1,41,0,41,0
consecutive_reads,689,0,1,40,0,40,0
consecutive_reads,690,0,1,39,0,39,0
consecutive_reads,691,0,1,41,0,41,0
consecutive_reads,692,0,1,41,0,41,0
consecutive_reads,693,0,1,40,0,40,0
consecutive_reads,694,0,1,41,0,41,0
consecutive_reads,695,0,1,41,0,41,0
consecutive_reads,696,0,1,40,0,40,0
consecutive_reads,697,0,1,42,0,42,0
consecutive_reads,698,0,1,42,0,42,0
consecutive_reads,699,0,1,39,0,39,0
consecutive_reads,700,0,1,41,0,41,0
consecutive_reads,701,0,1,39,0,39,0
consecutive_reads,702,0,1,41,0,41,0
consecutive_reads,703,0,1,41,0,41,0
consecutive_reads,704,0,1,41,0,41,0
consecutive_reads,705,0,1,39,0,39,0
consecutive_reads,706,0,1,42,0,42,0
consecutive_reads,707,0,1,40,0,40,0
consecutive_reads,708,0,1,41,0,41,0
consecutive_reads,709,0,1,41,0,41,0
consecutive_reads,710,0,1,42,0,42,0
consecutive_reads,711,0,1,40,0,40,0
consecutive_reads,712,0,1,41,0,41,0
consecutive_reads,713,0,1,41,0,41,0
consecutive_reads,714,0,1,42,0,42,0
consecutive_reads,715,0,1,40,0,40,0
consecutive_reads,716,0,1,41,0,41,0
consecutive_reads,717,0,1,41,0,41,0
consecutive_reads,718,0,1,41,0,41,0
consecutive_reads,719,0,1,40,0,40,0
consecutive_reads,720,0,1,41,0,41,0
consecutive_reads,721,0,1,41,0,41,0
consecutive_reads,722,0,1,41,0,41,0
consecutive_reads,723,0,1,40,0,40,0
consecutive_reads,724,0,1,41,0,41,0
consecutive_reads,725,0,1,41,0,41,0
consecutive_reads,726,0,1,42,0,42,0
consecutive_reads,727,0,1,41,0,41,0
consecutive_reads,728,0,1,41,0,41,0
consecutive_reads,729,0,1,41,0,41,0
consecutive_reads,730,0,1,41,0,41,0
consecutive_reads,731,0,1,41,0,41,0
consecutive_reads,732,0,1,41,0,41,0
consecutive_reads,733,0,1,40,0,40,0
consecutive_reads,734,0,1,41,0,41,0
consecutive_reads,735,0,1,40,0,40,0
consecutive_reads,736,0,1,39,0,39,0
consecutive_reads,737,0,1,41,0,41,0
consecutive_reads,738,0,1,41,0,41,0
consecutive_reads,739,0,1,41,0,41,0
consecutive_reads,740,0,1,41,0,41,0
consecutive_reads,741,0,1,41,0,41,0
consecutive_reads,742,0,1,41,0,41,0
consecutive_reads,743,0,1,41,0,41,0
consecutive_reads,744,0,1,41,0,41,0
consecutive_reads,745,0,1,41,0,41,0
consecutive_reads,746,0,1,40,0,40,0
consecutive_reads,747,0,1,42,0,42,0
consecutive_reads,748,0,1,41,0,41,0
consecutive_reads,749,0,1,41,0,41,0
consecutive_reads,750,0,1,41,0,41,0
consecutive_reads,751,0,1,42,0,42,0
consecutive_reads,752,0,1,42,0,42,0
consecutive_reads,753,0,1,41,0,41,0
consecutive_reads,754,0,1,41,0,41,0
consecutive_reads,755,0,1,41,0,41,0
consecutive_reads,756,0,1,41,0,41,0
consecutive_reads,757,0,1,41,0,41,0
consecutive_reads,758,0,1,40,0,40,0
consecutive_reads,759,0,1,41,0,41,0
consecutive_reads,760,0,1,41,0,41,0
consecutive_reads,761,0,1,41,0,41,0
consecutive_reads,762,0,1,40,0,40,0
consecutive_reads,763,0,1,41,0,41,0
consecutive_reads,764,0,1,40,0,40,0
consecutive_reads,765,0,1,41,0,41,0
consecutive_reads,766,0,1,41,0,41,0
consecutive_reads,767,0,1,41,0,41,0
consecutive_reads,768,0,1,40,0,40,0
consecutive_reads,769,0,1,42,0,42,0
consecutive_reads,770,0,1,41,0,41,0
consecutive_reads,771,0,1,41,0,41,0
consecutive_reads,772,0,1,41,0,41,0
consecutive_reads,773,0,1,41,0,41,0
consecutive_reads,774,0,1,41,0,41,0
consecutive_reads,775,0,1,39,0,39,0
consecutive_reads,776,0,1,41,0,41,0
consecutive_reads,777,0,1,41,0,41,0
consecutive_reads,778,0,1,39,0,39,0
consecutive_reads,779,0,1,40,0,40,0
consecutive_reads,780,0,1,40,0,40,0
consecutive_reads,781,0,1,41,0,41,0
consecutive_reads,782,0,1,39,0,39,0
consecutive_reads,783,0,1,40,0,40,0
consecutive_reads,784,0,1,39,0,39,0
consecutive_reads,785,0,1,41,0,41,0
consecutive_reads,786,0,1,41,0,41,0
consecutive_reads,787,0,1,41,0,41,0
consecutive_reads,788,0,1,41,0,41,0
consecutive_reads,789,0,1,41,0,41,0
consecutive_reads,790,0,1,41,0,41,0
consecutive_reads,791,0,1,41,0,41,0
consecutive_reads,792,0,1,41,0,41,0
consecutive_reads,793,0,1,41,0,41,0
consecutive_reads,794,0,1,41,0,41,0
consecutive_reads,795,0,1,41,0,41,0
consecutive_reads,796,0,1,39,0,39,0
consecutive_reads,797,0,1,41,0,41,0
consecutive_reads,798,0,1,40,0,40,0
consecutive_reads,799,0,1,41,0,41,0
consecutive_reads,800,0,1,41,0,41,0
consecutive_reads,801,0,1,41,0,41,0
consecutive_reads,802,0,1,40,0,40,0
consecutive_reads,803,0,1,40,0,40,0
consecutive_reads,804,0,1,39,0,39,0
consecutive_reads,805,0,1,41,0,41,0
consecutive_reads,806,0,1,41,0,41,0
consecutive_reads,807,0,1,41,0,41,0
consecutive_reads,808,0,1,41,0,41,0
consecutive_reads,809,0,1,41,0,41,0
consecutive_reads,810,0,1,41,0,41,0
consecutive_reads,811,0,1,41,0,41,0
consecutive_reads,812,0,1,41,0,41,0
consecutive_reads,813,0,1,41,0,41,0
consecutive_reads,814,0,1,40,0,40,0
consecutive_reads,815,0,1,41,0,41,0
consecutive_reads,816,0,1,41,0,41,0
consecutive_reads,817,0,1,41,0,41,0
consecutive_reads,818,0,1,40,0,40,0
consecutive_reads,819,0,1,41,0,41,0
consecutive_reads,820,0,1,41,0,41,0
consecutive_reads,821,0,1,41,0,41,0
consecutive_reads,822,0,1,41,0,41,0
consecutive_reads,823,0,1,41,0,41,0
consecutive_reads,824,0,1,41,0,41,0
consecutive_reads,825,0,1,41,0,41,0
consecutive_reads,826,0,1,41,0,41,0
consecutive_reads,827,0,1,40,0,40,0
consecutive_reads,828,0,1,41,0,41,0
consecutive_reads,829,0,1,41,0,41,0
consecutive_reads,830,0,1,40,0,40,0
consecutive_reads,831,0,1,40,0,40,0
consecutive_reads,832,0,1,40,0,40,0
consecutive_reads,833,0,1,41,0,41,0
consecutive_reads,834,0,1,41,0,41,0
consecutive_reads,835,0,1,41,0,41,0
consecutive_reads,836,0,1,41,0,41,0
consecutive_reads,837,0,1,39,0,39,0
consecutive_reads,838,0,1,41,0,41,0
consecutive_reads,839,0,1,41,0,41,0
consecutive_reads,840,0,1,41,0,41,0
consecutive_reads,841,0,1,41,0,41,0
consecutive_reads,842,0,1,42,0,42,0
consecutive_reads,843,0,1,41,0,41,0
consecutive_reads,844,0,1,41,0,41,0
consecutive_reads,845,0,1,41,0,41,0
consecutive_reads,846,0,1,41,0,41,0
consecutive_reads,847,0,1,41,0,41,0
consecutive_reads,848,0,1,41,0,41,0
consecutive_reads,849,0,1,41,0,41,0
consecutive_reads,850,0,1,41,0,41,0
consecutive_reads,851,0,1,40,0,40,0
consecutive_reads,852,0,1,40,0,40,0
consecutive_reads,853,0,1,40,0,40,0
consecutive_reads,854,0,1,41,0,41,0
consecutive_reads,855,0,1,41,0,41,0
consecutive_reads,856,0,1,39,0,39,0
consecutive_reads,857,0,1,39,0,39,0
consecutive_reads,858,0,1,41,0,41,0
consecutive_reads,859,0,1,41,0,41,0
consecutive_reads,860,0,1,41,0,41,0
consecutive_reads,861,0,1,41,0,41,0
consecutive_reads,862,0,1,41,0,41,0
consecutive_reads,863,0,1,40,0,40,0
consecutive_reads,864,0,1,41,0,41,0
consecutive_reads,865,0,1,39,0,39,0
consecutive_reads,866,0,1,39,0,39,0
consecutive_reads,867,0,1,41,0,41,0
consecutive_reads,868,0,1,39,0,39,0
consecutive_reads,869,0,1,41,0,41,0
consecutive_reads,870,0,1,41,0,41,0
consecutive_reads,871,0,1,41,0,41,0
consecutive_reads,872,0,1,40,0,40,0
consecutive_reads,873,0,1,40,0,40,0
consecutive_reads,874,0,1,41,0,41,0
consecutive_reads,875,0,1,39,0,39,0
consecutive_reads,876,0,1,41,0,41,0
consecutive_reads,877,0,1,41,0,41,0
consecutive_reads,878,0,1,39,0,39,0
consecutive_reads,879,0,1,41,0,41,0
consecutive_reads,880,0,1,41,0,41,0
consecutive_reads,881,0,1,41,0,41,0
consecutive_reads,882,0,1,41,0,41,0
consecutive_reads,883,0,1,40,0,40,0
consecutive_reads,884,0,1,41,0,41,0
consecutive_reads,885,0,1,41,0,41,0
consecutive_reads,886,0,1,42,0,42,0
consecutive_reads,887,0,1,39,0,39,0
consecutive_reads,888,0,1,40,0,40,0
consecutive_reads,889,0,1,39,0,39,0
consecutive_reads,890,0,1,41,0,41,0
consecutive_reads,891,0,1,41,0,41,0
consecutive_reads,892,0,1,41,0,41,0
consecutive_reads,893,0,1,41,0,41,0
consecutive_reads,894,0,1,41,0,41,0
consecutive_reads,895,0,1,40,0,40,0
consecutive_reads,896,0,1,41,0,41,0
consecutive_reads,897,0,1,41,0,41,0
consecutive_reads,898,0,1,41,0,41,0
consecutive_reads,899,0,1,41,0,41,0
consecutive_reads,900,0,1,39,0,39,0
consecutive_reads,901,0,1,41,0,41,0
consecutive_reads,902,0,1,41,0,41,0
consecutive_reads,903,0,1,42,0,42,0
consecutive_reads,904,0,1,41,0,41,0
consecutive_reads,905,0,1,41,0,41,0
consecutive_reads,906,0,1,40,0,40,0
consecutive_reads,907,0,1,41,0,41,0
consecutive_reads,908,0,1,41,0,41,0
consecutive_reads,909,0,1,41,0,41,0
consecutive_reads,910,0,1,39,0,39,0
consecutive_reads,911,0,1,41,0,41,0
consecutive_reads,912,0,1,41,0,41,0
consecutive_reads,913,0,1,42,0,42,0
consecutive_reads,914,0,1,40,0,40,0
consecutive_reads,915,0,1,41,0,41,0
consecutive_reads,916,0,1,41,0,41,0
consecutive_reads,917,0,1,41,0,41,0
consecutive_reads,918,0,1,41,0,41,0
consecutive_reads,919,0,1,41,0,41,0
consecutive_reads,920,0,1,40,0,40,0
consecutive_reads,921,0,1,41,0,41,0
consecutive_reads,922,0,1,40,0,40,0
consecutive_reads,923,0,1,42,0,42,0
consecutive_reads,924,0,1,41,0,41,0
consecutive_reads,925,0,1,41,0,41,0
consecutive_reads,926,0,1,41,0,41,0
consecutive_reads,927,0,1,41,0,41,0
consecutive_reads,928,0,1,41,0,41,0
consecutive_reads,929,0,1,40,0,40,0
consecutive_reads,930,0,1,41,0,41,0
consecutive_reads,931,0,1,40,0,40,0
consecutive_reads,932,0,1,40,0,40,0
consecutive_reads,933,0,1,42,0,42,0
consecutive_reads,934,0,1,40,0,40,0
consecutive_reads,935,0,1,41,0,41,0
consecutive_reads,936,0,1,41,0,41,0
consecutive_reads,937,0,1,41,0,41,0
consecutive_reads,938,0,1,39,0,39,0
consecutive_reads,939,0,1,41,0,41,0
consecutive_reads,940,0,1,41,0,41,0
consecutive_reads,941,0,1,41,0,41,0
consecutive_reads,942,0,1,41,0,41,0
consecutive_reads,943,0,1,41,0,41,0
consecutive_reads,944,0,1,41,0,41,0
consecutive_reads,945,0,1,41,0,41,0
consecutive_reads,946,0,1,41,0,41,0
consecutive_reads,947,0,1,41,0,41,0
consecutive_reads,948,0,1,41,0,41,0
consecutive_reads,949,0,1,41,0,41,0
consecutive_reads,950,0,1,41,0,41,0
consecutive_reads,951,0,1,41,0,41,0
consecutive_reads,952,0,1,41,0,41,0
consecutive_reads,953,0,1,42,0,42,0
consecutive_reads,954,0,1,41,0,41,0
consecutive_reads,955,0,1,41,0,41,0
consecutive_reads,956,0,1,41,0,41,0
consecutive_reads,957,0,1,41,0,41,0
consecutive_reads,958,0,1,41,0,41,0
consecutive_reads,959,0,1,41,0,41,0
consecutive_reads,960,0,1,39,0,39,0
consecutive_reads,961,0,1,41,0,41,0
consecutive_reads,962,0,1,41,0,41,0
consecutive_reads,963,0,1,41,0,41,0
consecutive_reads,964,0,1,41,0,41,0
consecutive_reads,965,0,1,41,0,41,0
consecutive_reads,966,0,1,40,0,40,0
consecutive_reads,967,0,1,41,0,41,0
consecutive_reads,968,0,1,41,0,41,0
consecutive_reads,969,0,1,41,0,41,0
consecutive_reads,970,0,1,40,0,40,0
consecutive_reads,971,0,1,41,0,41,0
consecutive_reads,972,0,1,42,0,42,0
consecutive_reads,973,0,1,40,0,40,0
consecutive_reads,974,0,1,39,0,39,0
consecutive_reads,975,0,1,39,0,39,0
consecutive_reads,976,0,1,40,0,40,0
consecutive_reads,977,0,1,40,0,40,0
consecutive_reads,978,0,1,39,0,39,0
consecutive_reads,979,0,1,42,0,42,0
consecutive_reads,980,0,1,41,0,41,0
consecutive_reads,981,0,1,41,0,41,0
consecutive_reads,982,0,1,41,0,41,0
consecutive_reads,983,0,1,41,0,41,0
consecutive_reads,984,0,1,41,0,41,0
consecutive_reads,985,0,1,41,0,41,0
consecutive_reads,986,0,1,41,0,41,0
consecutive_reads,987,0,1,41,0,41,0
consecutive_reads,988,0,1,40,0,40,0
consecutive_reads,989,0,1,41,0,41,0
consecutive_reads,990,0,1,39,0,39,0
consecutive_reads,991,0,1,40,0,40,0
consecutive_reads,992,0,1,40,0,40,0
consecutive_reads,993,0,1,39,0,39,0
consecutive_reads,994,0,1,41,0,41,0
consecutive_reads,995,0,1,41,0,41,0
consecutive_reads,996,0,1,41,0,41,0
consecutive_reads,997,0,1,41,0,41,0
consecutive_reads,998,0,1,41,0,41,0
consecutive_reads,999,0,1,41,0,41,0
batched_reads,0,0,100,4156,0,42,0
batched_reads,1,0,100,4133,0,41,0
batched_reads,2,0,100,4128,0,41,0
batched_reads,3,0,100,4114,0,41,0
batched_reads,4,0,100,4111,0,41,0
busy_cpu,0,0,1,10029734,10003721,10029734,2762940556757695509
sleep,0,1,1,20071724,15773,20071724,0
sleep,1,0,1,20082352,17347,20082352,0
busy_cpu,1,1,1,10002933,10002418,10002933,17715814173256776725
busy_cpu,2,0,1,10002534,10002068,10002534,6846336669956111381
sleep,2,1,1,20075072,18747,20075072,0
sleep,3,0,1,20159780,20549,20159780,0
busy_cpu,3,1,1,10002310,10001506,10002310,8831663162545372181
busy_cpu,4,0,1,10001902,10001438,10001902,2052692288203357205
sleep,4,1,1,20164451,17428,20164451,0
