run_id,mode,runtime,total_ns,operations,checksum,gc_count,gc_pause_ns,peak_rss_kib,cpus_allowed
6,java-serial,java 17.0.20+8-1-26.04-Ubuntu Copy+MarkSweepCompact,305271,4096,28311552,0,0,43064,11
