run_id,core,seed,sample,round,phase,position,label,param,ops,units_per_op,elapsed_ns,deferred_ns,result,expected,resident_before,resident_after,file_pages,read_syscalls,write_syscalls,read_bytes,write_bytes,cancelled_write_bytes,device_reads,device_read_sectors,device_writes,device_write_sectors,device_flushes,journal_commits,deferred_device_writes,deferred_device_write_sectors,deferred_device_flushes,deferred_journal_commits,voluntary_switches,involuntary_switches,cpu_before,cpu_after
3,P,20260921,0,0,warmup,0,seq_read_cold,0,2048,32,101160371,0,65536,65536,0,65536,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,202,1,11,11
3,P,20260921,1,0,warmup,1,append_fsync,4,64,4,454507443,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,192,5240,64,64,0,0,0,0,128,0,11,11
3,P,20260921,2,0,warmup,2,overwrite_fdatasync_double,1,256,2,1038372923,0,512,512,0,0,65536,2,512,0,2097152,0,0,0,1034,4248,516,2,0,0,0,0,1024,1,11,11
3,P,20260921,3,0,warmup,3,seq_read_direct,0,2048,32,183575491,0,65536,65536,65536,65536,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,2048,0,11,11
3,P,20260921,4,0,warmup,4,append_buffered,0,256,1,1042770,7086308,256,256,0,0,65536,2,256,0,1048576,0,0,0,0,0,0,0,10,2112,1,1,0,0,11,11
3,P,20260921,5,0,warmup,5,overwrite_fdatasync,1,256,1,521461521,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,1,11,11
3,P,20260921,6,0,warmup,6,append_fsync,256,1,256,9249771,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,10,2088,1,1,0,0,0,0,11,0,11,11
3,P,20260921,7,0,warmup,7,append_fsync,64,4,64,29010848,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,16,2208,4,4,0,0,0,0,23,0,11,11
3,P,20260921,8,0,warmup,8,rand_read_direct_double,0,256,2,28165050,0,512,512,65536,65536,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
3,P,20260921,9,0,warmup,9,overwrite_fdatasync_bis,1,256,1,498657542,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,0,11,11
3,P,20260921,10,0,warmup,10,seq_read_warm,0,2048,32,53295269,0,65536,65536,65536,65536,65536,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11
3,P,20260921,11,0,warmup,11,tmpfs_append_fsync,1,256,1,676500,0,256,256,0,0,65536,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
3,P,20260921,12,0,warmup,12,rand_read_warm,0,256,1,305990,0,256,256,65536,65536,65536,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
3,P,20260921,13,0,warmup,13,overwrite_odsync_folio,1,256,1,560397541,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,511,6,11,11
3,P,20260921,14,0,warmup,14,append_fdatasync,1,256,1,1832476958,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,1035,28624,256,256,0,0,0,0,512,1,11,11
3,P,20260921,15,0,warmup,15,overwrite_fdatasync_folio,1,256,1,546325695,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,509,1,11,11
3,P,20260921,16,0,warmup,16,rand_read_cold_bis,0,256,1,15300437,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
3,P,20260921,17,0,warmup,17,overwrite_fsync,1,256,1,1812180227,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,783,8976,262,262,0,0,0,0,518,0,11,11
3,P,20260921,18,0,warmup,18,append_fsync,16,16,16,117941412,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2808,16,16,0,0,0,0,32,0,11,11
3,P,20260921,19,0,warmup,19,rand_read_cold,0,256,1,15006255,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
