run_id,core,seed,sample,round,phase,position,label,param,ops,units_per_op,elapsed_ns,deferred_ns,result,expected,resident_before,resident_after,file_pages,read_syscalls,write_syscalls,read_bytes,write_bytes,cancelled_write_bytes,device_reads,device_read_sectors,device_writes,device_write_sectors,device_flushes,journal_commits,deferred_device_writes,deferred_device_write_sectors,deferred_device_flushes,deferred_journal_commits,voluntary_switches,involuntary_switches,cpu_before,cpu_after
5,P,20260921,0,0,warmup,0,append_fsync,16,16,16,113089446,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2840,16,16,0,0,0,0,32,0,11,11
5,P,20260921,1,0,warmup,1,rand_read_direct_double,0,256,2,28273104,0,512,512,256,256,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
5,P,20260921,2,0,warmup,2,overwrite_odsync,1,256,1,532864618,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,0,11,11
5,P,20260921,3,0,warmup,3,overwrite_fsync,1,256,1,1773459534,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,789,11280,261,258,0,0,0,0,514,0,11,11
5,P,20260921,4,0,warmup,4,append_fsync,1,256,1,1811046030,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,768,14848,256,256,0,0,0,0,512,0,11,11
5,P,20260921,5,0,warmup,5,rand_read_direct,0,256,1,14131708,0,256,256,256,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
5,P,20260921,6,0,warmup,6,overwrite_fdatasync_double,1,256,2,1064248072,0,512,512,0,0,65536,2,512,0,2097152,0,0,0,1024,4096,512,0,0,0,0,0,1024,4,11,11
5,P,20260921,7,0,warmup,7,append_buffered,0,256,1,1998121,7619724,256,256,0,0,65536,2,256,0,1048576,0,0,0,0,0,0,0,10,2088,1,1,0,0,11,11
5,P,20260921,8,0,warmup,8,rand_read_cold_bis,0,256,1,15026776,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
5,P,20260921,9,0,warmup,9,rand_read_warm,0,256,1,341792,0,256,256,65536,65536,65536,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
5,P,20260921,10,0,warmup,10,overwrite_fdatasync,1,256,1,541189175,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,3,11,11
5,P,20260921,11,0,warmup,11,append_fsync,64,4,64,29706644,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,16,2208,4,4,0,0,0,0,8,0,11,11
