run_id,core,seed,sample,round,phase,position,label,param,ops,units_per_op,elapsed_ns,deferred_ns,result,expected,resident_before,resident_after,file_pages,read_syscalls,write_syscalls,read_bytes,write_bytes,cancelled_write_bytes,device_reads,device_read_sectors,device_writes,device_write_sectors,device_flushes,journal_commits,deferred_device_writes,deferred_device_write_sectors,deferred_device_flushes,deferred_journal_commits,voluntary_switches,involuntary_switches,cpu_before,cpu_after
6,P,20260921,0,0,warmup,0,append_fdatasync,1,256,1,1779175854,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,768,14328,256,256,0,0,0,0,512,1,11,11
6,P,20260921,1,0,warmup,1,overwrite_fdatasync_bis,1,256,1,522077298,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,523,2224,260,2,0,0,0,0,512,2,11,11
6,P,20260921,2,0,warmup,2,overwrite_fdatasync_folio,1,256,1,545222530,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,512,0,11,11
6,P,20260921,3,0,warmup,3,seq_read_warm,0,2048,32,45031121,0,65536,65536,65536,65536,65536,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11
6,P,20260921,4,0,warmup,4,overwrite_odsync,1,256,1,531123404,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,2,11,11
6,P,20260921,5,0,warmup,5,append_fsync,16,16,16,119034636,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2840,16,16,0,0,0,0,33,0,11,11
6,P,20260921,6,0,warmup,6,overwrite_odsync_folio,1,256,1,538360806,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,514,2088,256,0,0,0,0,0,512,1,11,11
6,P,20260921,7,0,warmup,7,rand_read_cold_bis,0,256,1,15354136,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
6,P,20260921,8,0,warmup,8,overwrite_fdatasync_double,1,256,2,1082522662,0,512,512,0,0,65536,2,512,0,2097152,0,0,0,1024,4096,512,0,0,0,0,0,1021,1,11,11
6,P,20260921,9,0,warmup,9,rand_read_direct_double,0,256,2,27840498,0,512,512,256,256,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
6,P,20260921,10,0,warmup,10,append_fsync,64,4,64,27980094,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,16,2208,4,4,0,0,0,0,29,0,11,11
6,P,20260921,11,0,warmup,11,overwrite_fdatasync,1,256,1,508832056,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,2,11,11
6,P,20260921,12,0,warmup,12,seq_read_direct,0,2048,32,186212482,0,65536,65536,256,256,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,2048,1,11,11
6,P,20260921,13,0,warmup,13,rand_read_cold,0,256,1,14979539,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
6,P,20260921,14,0,warmup,14,append_fsync,256,1,256,8307633,0,256,256,0,0,65536,2,256,4096,1048576,0,1,8,10,2088,1,1,0,0,0,0,29,0,11,11
