run_id,core,seed,sample,round,phase,position,label,param,ops,units_per_op,elapsed_ns,deferred_ns,result,expected,resident_before,resident_after,file_pages,read_syscalls,write_syscalls,read_bytes,write_bytes,cancelled_write_bytes,device_reads,device_read_sectors,device_writes,device_write_sectors,device_flushes,journal_commits,deferred_device_writes,deferred_device_write_sectors,deferred_device_flushes,deferred_journal_commits,voluntary_switches,involuntary_switches,cpu_before,cpu_after
7,P,20260921,0,0,warmup,0,overwrite_fdatasync_folio,1,256,1,529070867,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,513,2136,256,0,0,0,0,0,512,3,11,11
7,P,20260921,1,0,warmup,1,rand_read_cold,0,256,1,14909793,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,2,0,warmup,2,append_fdatasync,1,256,1,1815172176,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,771,15152,257,257,0,0,0,0,513,0,11,11
7,P,20260921,3,0,warmup,3,seq_read_direct,0,2048,32,185531144,0,65536,65536,256,256,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,2048,1,11,11
7,P,20260921,4,0,warmup,4,overwrite_fsync,1,256,1,1780854303,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,768,8336,256,256,0,0,0,0,512,1,11,11
7,P,20260921,5,0,warmup,5,append_fsync,256,1,256,9030589,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,10,2088,1,1,0,0,0,0,4,0,11,11
7,P,20260921,6,0,warmup,6,overwrite_odsync_folio,1,256,1,551064995,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,528,2296,261,3,0,0,0,0,510,1,11,11
7,P,20260921,7,0,warmup,7,tmpfs_append_fsync,1,256,1,618386,0,256,256,0,0,65536,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,8,0,warmup,8,append_fsync,1,256,1,1755677282,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,770,15064,256,256,0,0,0,0,512,0,11,11
7,P,20260921,9,0,warmup,9,seq_read_warm,0,2048,32,46086548,0,65536,65536,65536,65536,65536,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11
7,P,20260921,10,0,warmup,10,overwrite_fdatasync_bis,1,256,1,525276995,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,513,2064,256,0,0,0,0,0,512,3,11,11
7,P,20260921,11,0,warmup,11,append_fsync,64,4,64,30226491,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,16,2208,4,4,0,0,0,0,25,0,11,11
7,P,20260921,12,0,warmup,12,append_fsync,4,64,4,461737343,0,256,256,0,0,65536,2,256,0,1048576,0,4,192,192,5440,64,64,0,0,0,0,128,0,11,11
7,P,20260921,13,0,warmup,13,rand_read_warm,0,256,1,387375,0,256,256,65536,65536,65536,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,14,0,warmup,14,rand_read_cold_bis,0,256,1,15365475,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,1,11,11
7,P,20260921,15,0,warmup,15,append_buffered,0,256,1,1558694,7450365,256,256,0,0,65536,2,256,0,1048576,0,0,0,0,0,0,0,10,2088,1,1,0,0,11,11
7,P,20260921,16,0,warmup,16,append_fsync,16,16,16,116513623,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2840,16,16,0,0,0,0,32,0,11,11
7,P,20260921,17,0,warmup,17,overwrite_odsync,1,256,1,537744302,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,2,11,11
7,P,20260921,18,0,warmup,18,overwrite_fdatasync,1,256,1,541665643,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,798,19064,256,0,0,0,0,0,512,2,11,11
7,P,20260921,19,0,warmup,19,seq_read_cold,0,2048,32,99149617,0,65536,65536,0,65536,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,188,1,11,11
7,P,20260921,20,0,warmup,20,rand_read_direct_double,0,256,2,27461201,0,512,512,65536,65536,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
7,P,20260921,21,0,warmup,21,overwrite_fdatasync_double,1,256,2,1007124265,0,512,512,0,0,65536,2,512,0,2097152,0,1,128,1024,4096,512,0,0,0,0,0,1023,3,11,11
7,P,20260921,22,0,warmup,22,rand_read_direct,0,256,1,14095227,0,256,256,65536,65536,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,23,1,measure,0,append_fsync,4,64,4,446444870,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,192,5128,64,64,0,0,0,0,128,0,11,11
7,P,20260921,24,1,measure,1,overwrite_fdatasync_bis,1,256,1,502258928,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,511,0,11,11
7,P,20260921,25,1,measure,2,overwrite_fdatasync_folio,1,256,1,496725140,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,512,1,11,11
7,P,20260921,26,1,measure,3,append_fdatasync,1,256,1,1808636777,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,768,15096,256,256,0,0,0,0,512,0,11,11
7,P,20260921,27,1,measure,4,append_buffered,0,256,1,1248437,7351463,256,256,0,0,65536,2,256,0,1048576,0,0,0,0,0,0,0,10,2088,1,1,0,0,11,11
7,P,20260921,28,1,measure,5,rand_read_cold_bis,0,256,1,15353358,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,29,1,measure,6,overwrite_odsync,1,256,1,535158426,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,0,11,11
7,P,20260921,30,1,measure,7,seq_read_warm,0,2048,32,46073599,0,65536,65536,65536,65536,65536,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11
7,P,20260921,31,1,measure,8,tmpfs_append_fsync,1,256,1,523001,0,256,256,0,0,65536,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,32,1,measure,9,rand_read_cold,0,256,1,14913091,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,33,1,measure,10,overwrite_fdatasync_double,1,256,2,1051693641,0,512,512,0,0,65536,2,512,0,2097152,0,0,0,1037,6888,513,1,0,0,0,0,1023,6,11,11
7,P,20260921,34,1,measure,11,seq_read_cold,0,2048,32,99255625,0,65536,65536,0,65536,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,201,2,11,11
7,P,20260921,35,1,measure,12,rand_read_direct_double,0,256,2,27413140,0,512,512,65536,65536,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
7,P,20260921,36,1,measure,13,seq_read_direct,0,2048,32,168873712,0,65536,65536,65536,65536,65536,2050,0,268435456,0,0,2048,524288,14,128,7,0,0,0,0,0,2048,0,11,11
7,P,20260921,37,1,measure,14,overwrite_odsync_folio,1,256,1,504429455,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,512,2,11,11
7,P,20260921,38,1,measure,15,append_fsync,16,16,16,115506894,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2840,16,16,0,0,0,0,34,0,11,11
7,P,20260921,39,1,measure,16,rand_read_warm,0,256,1,316631,0,256,256,65536,65536,65536,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,40,1,measure,17,rand_read_direct,0,256,1,14148389,0,256,256,65536,65536,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,41,1,measure,18,append_fsync,256,1,256,8354185,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,10,2088,1,1,0,0,0,0,2,0,11,11
7,P,20260921,42,1,measure,19,append_fsync,64,4,64,27197945,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,16,2208,4,4,0,0,0,0,8,0,11,11
7,P,20260921,43,1,measure,20,overwrite_fsync,1,256,1,1786373942,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,768,8424,256,256,0,0,0,0,510,0,11,11
7,P,20260921,44,1,measure,21,append_fsync,1,256,1,1802839681,0,256,256,0,0,65536,2,256,0,1048576,0,5,288,788,19944,256,256,0,0,0,0,512,1,11,11
7,P,20260921,45,1,measure,22,overwrite_fdatasync,1,256,1,535566371,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,511,2,11,11
7,P,20260921,46,2,measure,0,overwrite_fdatasync_double,1,256,2,1065906990,0,512,512,0,0,65536,2,512,0,2097152,0,0,0,1027,4312,513,1,0,0,0,0,1024,6,11,11
7,P,20260921,47,2,measure,1,overwrite_odsync,1,256,1,531503654,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,619,3168,256,0,0,0,0,0,511,4,11,11
7,P,20260921,48,2,measure,2,rand_read_direct,0,256,1,14592117,0,256,256,65536,65536,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,49,2,measure,3,append_fsync,64,4,64,29945926,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,16,2208,4,4,0,0,0,0,16,0,11,11
7,P,20260921,50,2,measure,4,overwrite_fdatasync,1,256,1,547869493,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,511,3,11,11
7,P,20260921,51,2,measure,5,overwrite_odsync_folio,1,256,1,547993842,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,511,5,11,11
7,P,20260921,52,2,measure,6,tmpfs_append_fsync,1,256,1,559898,0,256,256,0,0,65536,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,53,2,measure,7,overwrite_fdatasync_folio,1,256,1,554255748,0,256,256,0,0,65536,2,256,0,268435456,0,0,0,512,2048,256,0,0,0,0,0,511,3,11,11
7,P,20260921,54,2,measure,8,overwrite_fsync,1,256,1,1814947451,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,800,11816,256,256,0,0,0,0,512,0,11,11
7,P,20260921,55,2,measure,9,rand_read_warm,0,256,1,360084,0,256,256,65536,65536,65536,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,56,2,measure,10,rand_read_cold,0,256,1,15383666,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,57,2,measure,11,seq_read_direct,0,2048,32,184747226,0,65536,65536,256,256,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,2048,1,11,11
7,P,20260921,58,2,measure,12,seq_read_warm,0,2048,32,46905514,0,65536,65536,65536,65536,65536,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,59,2,measure,13,append_fsync,4,64,4,447668604,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,192,5152,64,64,0,0,0,0,128,0,11,11
7,P,20260921,60,2,measure,14,append_fsync,256,1,256,8249985,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,10,2088,1,1,0,0,0,0,2,0,11,11
7,P,20260921,61,2,measure,15,append_fdatasync,1,256,1,1813198445,0,256,256,0,0,65536,2,256,4096,1048576,0,1,8,794,15544,263,259,0,0,0,0,516,0,11,11
7,P,20260921,62,2,measure,16,overwrite_fdatasync_bis,1,256,1,552076701,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,512,2048,256,0,0,0,0,0,512,4,11,11
7,P,20260921,63,2,measure,17,append_fsync,1,256,1,1812721519,0,256,256,0,0,65536,2,256,8192,1048576,0,7,160,792,19448,257,257,0,0,0,0,515,1,11,11
7,P,20260921,64,2,measure,18,append_buffered,0,256,1,1821093,7105815,256,256,0,0,65536,2,256,0,1048576,0,0,0,0,0,0,0,10,2088,1,1,0,0,11,11
7,P,20260921,65,2,measure,19,append_fsync,16,16,16,114456679,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2840,16,16,0,0,0,0,32,0,11,11
7,P,20260921,66,2,measure,20,rand_read_cold_bis,0,256,1,15469496,0,256,256,0,256,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,67,2,measure,21,seq_read_cold,0,2048,32,96953112,0,65536,65536,0,65536,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,217,1,11,11
7,P,20260921,68,2,measure,22,rand_read_direct_double,0,256,2,27288645,0,512,512,65536,65536,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
7,P,20260921,69,3,measure,0,seq_read_cold,0,2048,32,89498541,0,65536,65536,0,65536,65536,2050,0,268435456,0,0,2048,524288,0,0,0,0,0,0,0,0,277,1,11,11
7,P,20260921,70,3,measure,1,rand_read_direct_double,0,256,2,27073746,0,512,512,65536,65536,65536,514,0,2097152,0,0,512,4096,0,0,0,0,0,0,0,0,512,0,11,11
7,P,20260921,71,3,measure,2,tmpfs_append_fsync,1,256,1,447338,0,256,256,0,0,65536,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
7,P,20260921,72,3,measure,3,rand_read_direct,0,256,1,13631835,0,256,256,65536,65536,65536,258,0,1048576,0,0,256,2048,0,0,0,0,0,0,0,0,256,0,11,11
7,P,20260921,73,3,measure,4,append_fsync,4,64,4,443998272,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,192,5264,64,64,0,0,0,0,128,0,11,11
7,P,20260921,74,3,measure,5,append_fsync,16,16,16,113166160,0,256,256,0,0,65536,2,256,0,1048576,0,0,0,48,2920,16,16,0,0,0,0,32,0,11,11
