run_id,core,first_cpu,file_pages,ops,device_stat,journal_info,residency_retries,latency_over_limit,voluntary_switches,involuntary_switches,invalid_samples
10,P,11,65536,256,/sys/block/nvme0n1/stat,/proc/fs/jbd2/dm-0-8/info,0,0,142527,200,0
