run_id,level,compiler,first_cpu,frequency_before_khz,frequency_after_khz,minor_faults,major_faults,voluntary_switches,involuntary_switches,mismatches
23,gcc-O1,"15.2.0",11,2400024,2490699,2,0,0,14,0
