import time: self [us] | cumulative | imported package
import time:       214 |        214 |   _io
import time:        40 |         40 |   marshal
import time:       310 |        310 |   posix
import time:       668 |       1231 | _frozen_importlib_external
import time:        99 |         99 |   time
import time:       258 |        357 | zipimport
import time:        55 |         55 |     _codecs
import time:       557 |        611 |   codecs
import time:       422 |        422 |   encodings.aliases
import time:       632 |       1664 | encodings
import time:       190 |        190 | encodings.utf_8
import time:        96 |         96 | _signal
import time:        37 |         37 |       _abc
import time:       180 |        216 |     abc
import time:        43 |         43 |       _stat
import time:       100 |        143 |     stat
import time:       941 |        941 |     _collections_abc
import time:        65 |         65 |       errno
import time:       102 |        102 |       genericpath
import time:       152 |        318 |     posixpath
import time:       526 |       2143 |   os
import time:       112 |        112 |   _sitebuiltins
import time:       214 |        214 |   encodings.utf_8_sig
import time:       957 |        957 |   _distutils_hack
import time:        65 |         65 |     _types
import time:       274 |        339 |   types
import time:       145 |        145 |     importlib
import time:       180 |        180 |     importlib._abc
import time:       172 |        496 |   importlib.util
import time:        63 |         63 |   importlib.machinery
import time:       180 |        180 |     apport_python_hook
import time:       123 |        303 |   sitecustomize
import time:        66 |         66 |   usercustomize
import time:      1595 |       6283 | site
