import time: self [us] | cumulative | imported package
import time:       214 |        214 |   _io
import time:        42 |         42 |   marshal
import time:       304 |        304 |   posix
import time:       697 |       1256 | _frozen_importlib_external
import time:       114 |        114 |   time
import time:       283 |        396 | zipimport
import time:        83 |         83 |     _codecs
import time:       634 |        717 |   codecs
import time:       437 |        437 |   encodings.aliases
import time:       669 |       1822 | encodings
import time:       188 |        188 | encodings.utf_8
import time:       101 |        101 | _signal
import time:        36 |         36 |       _abc
import time:       180 |        216 |     abc
import time:        44 |         44 |       _stat
import time:       100 |        143 |     stat
import time:       958 |        958 |     _collections_abc
import time:       119 |        119 |       errno
import time:       181 |        181 |       genericpath
import time:       266 |        565 |     posixpath
import time:       704 |       2584 |   os
import time:       179 |        179 |   _sitebuiltins
import time:       409 |        409 |   encodings.utf_8_sig
import time:      1367 |       1367 |   _distutils_hack
import time:       109 |        109 |     _types
import time:       494 |        603 |   types
import time:       229 |        229 |     importlib
import time:       236 |        236 |     importlib._abc
import time:       302 |        766 |   importlib.util
import time:       101 |        101 |   importlib.machinery
import time:       290 |        290 |     apport_python_hook
import time:       192 |        481 |   sitecustomize
import time:       104 |        104 |   usercustomize
import time:      2977 |       9567 | site
