import time: self [us] | cumulative | imported package
import time:       218 |        218 |   _io
import time:        39 |         39 |   marshal
import time:       302 |        302 |   posix
import time:       660 |       1217 | _frozen_importlib_external
import time:       103 |        103 |   time
import time:       251 |        353 | zipimport
import time:        56 |         56 |     _codecs
import time:       574 |        630 |   codecs
import time:       462 |        462 |   encodings.aliases
import time:       577 |       1667 | encodings
import time:       188 |        188 | encodings.utf_8
import time:        97 |         97 | _signal
import time:        36 |         36 |       _abc
import time:       176 |        211 |     abc
import time:        43 |         43 |       _stat
import time:        97 |        139 |     stat
import time:       933 |        933 |     _collections_abc
import time:        67 |         67 |       errno
import time:        98 |         98 |       genericpath
import time:       154 |        318 |     posixpath
import time:       548 |       2147 |   os
import time:       114 |        114 |   _sitebuiltins
import time:       220 |        220 |   encodings.utf_8_sig
import time:       897 |        897 |   _distutils_hack
import time:        57 |         57 |     _types
import time:       269 |        325 |   types
import time:       140 |        140 |     importlib
import time:       178 |        178 |     importlib._abc
import time:       180 |        497 |   importlib.util
import time:        64 |         64 |   importlib.machinery
import time:       169 |        169 |     apport_python_hook
import time:       121 |        290 |   sitecustomize
import time:        66 |         66 |   usercustomize
import time:      1580 |       6195 | site
