import time: self [us] | cumulative | imported package
import time:       239 |        239 |   _io
import time:        42 |         42 |   marshal
import time:       310 |        310 |   posix
import time:       707 |       1297 | _frozen_importlib_external
import time:       105 |        105 |   time
import time:       264 |        368 | zipimport
import time:        59 |         59 |     _codecs
import time:       608 |        666 |   codecs
import time:       418 |        418 |   encodings.aliases
import time:       598 |       1681 | encodings
import time:       190 |        190 | encodings.utf_8
import time:        98 |         98 | _signal
import time:        36 |         36 |       _abc
import time:       186 |        221 |     abc
import time:        42 |         42 |       _stat
import time:       101 |        143 |     stat
import time:       928 |        928 |     _collections_abc
import time:        67 |         67 |       errno
import time:        98 |         98 |       genericpath
import time:       156 |        321 |     posixpath
import time:       522 |       2134 |   os
import time:       121 |        121 |   _sitebuiltins
import time:       215 |        215 |   encodings.utf_8_sig
import time:       896 |        896 |   _distutils_hack
import time:        56 |         56 |     _types
import time:       270 |        326 |   types
import time:       140 |        140 |     importlib
import time:       300 |        300 |     importlib._abc
import time:       173 |        612 |   importlib.util
import time:        65 |         65 |   importlib.machinery
import time:       169 |        169 |     apport_python_hook
import time:       121 |        289 |   sitecustomize
import time:        66 |         66 |   usercustomize
import time:      1602 |       6322 | site
