import time: self [us] | cumulative | imported package
import time:       104 |        104 |                   numpy.lib._array_utils_impl
import time:       137 |        240 |                 numpy.lib.array_utils
import time:       973 |        973 |                 numpy.linalg._umath_linalg
import time:      1939 |      13056 |               numpy.linalg._linalg
import time:       140 |        140 |               numpy.linalg.linalg
import time:       197 |      13392 |             numpy.linalg
import time:       367 |      13759 |           numpy.matrixlib.defmatrix
import time:       138 |      13897 |         numpy.matrixlib
import time:      1998 |       1998 |           numpy.lib._histograms_impl
import time:      1243 |       3241 |         numpy.lib._function_base_impl
import time:       140 |        140 |         numpy.lib.stride_tricks
import time:       615 |      17891 |       numpy.lib._index_tricks_impl
import time:       378 |      18268 |     numpy.lib._arraypad_impl
import time:      1609 |       1609 |     numpy.lib._arraysetops_impl
import time:       417 |        417 |     numpy.lib._arrayterator_impl
import time:       722 |        722 |     numpy.lib._nanfunctions_impl
import time:       680 |        680 |       weakref
import time:       200 |        200 |               _wmi
import time:      1567 |       1767 |             platform
import time:      1050 |       1050 |             textwrap
import time:       460 |       3276 |           numpy.lib._utils_impl
import time:       359 |       3634 |         numpy.lib._format_impl
import time:       174 |       3808 |       numpy.lib.format
import time:       516 |        516 |       numpy.lib._datasource
import time:       713 |        713 |       numpy.lib._iotools
import time:      1804 |       7519 |     numpy.lib._npyio_impl
import time:       202 |        202 |         numpy.lib._ufunclike_impl
import time:       505 |        706 |       numpy.lib._type_check_impl
import time:       984 |       1690 |     numpy.lib._polynomial_impl
import time:       590 |        590 |     numpy.lib._shape_base_impl
import time:       174 |        174 |     numpy.lib._version
import time:       111 |        111 |     numpy.lib.introspect
import time:       204 |        204 |     numpy.lib.mixins
import time:       101 |        101 |     numpy.lib.npyio
import time:       345 |        345 |       numpy.lib._scimath_impl
import time:       119 |        463 |     numpy.lib.scimath
import time:       609 |      32471 |   numpy.lib
import time:       244 |        244 |   numpy._array_api_info
import time:      2946 |      75991 | numpy
