import time: self [us] | cumulative | imported package
import time:       195 |        195 |   _io
import time:        38 |         38 |   marshal
import time:       299 |        299 |   posix
import time:       603 |       1133 | _frozen_importlib_external
import time:        90 |         90 |   time
import time:       240 |        329 | zipimport
import time:        52 |         52 |     _codecs
import time:       547 |        599 |   codecs
import time:       406 |        406 |   encodings.aliases
import time:       526 |       1530 | encodings
import time:       187 |        187 | encodings.utf_8
import time:        98 |         98 | _signal
import time:        36 |         36 |       _abc
import time:       174 |        209 |     abc
import time:        42 |         42 |       _stat
import time:        94 |        135 |     stat
import time:       920 |        920 |     _collections_abc
import time:        66 |         66 |       errno
import time:        99 |         99 |       genericpath
import time:       157 |        321 |     posixpath
import time:       524 |       2107 |   os
import time:       113 |        113 |   _sitebuiltins
import time:       232 |        232 |   encodings.utf_8_sig
import time:       884 |        884 |   _distutils_hack
import time:        53 |         53 |     _types
import time:       261 |        314 |   types
import time:       138 |        138 |     importlib
import time:       176 |        176 |     importlib._abc
import time:       179 |        492 |   importlib.util
import time:        64 |         64 |   importlib.machinery
import time:       162 |        162 |     apport_python_hook
import time:       113 |        275 |   sitecustomize
import time:        65 |         65 |   usercustomize
import time:      1482 |       6023 | site
import time:        44 |         44 |       _contextvars
import time:       384 |        427 |     _py_warnings
import time:       147 |        574 |   warnings
import time:       183 |        183 |   numpy.version
import time:       111 |        111 |   numpy._expired_attrs_2_0
import time:      1414 |       1414 |     enum
import time:       119 |        119 |           itertools
import time:       143 |        143 |           keyword
import time:        75 |         75 |             _operator
import time:       278 |        352 |           operator
import time:       186 |        186 |           reprlib
import time:        77 |         77 |           _collections
import time:       897 |       1772 |         collections
import time:        76 |         76 |         _functools
import time:       628 |       2475 |       functools
import time:       179 |        179 |       numpy._utils._convertions
import time:       196 |       2849 |     numpy._utils
import time:       277 |       4539 |   numpy._globals
import time:        39 |         39 |     numpy._distributor_init_local
import time:       150 |        188 |   numpy._distributor_init
import time:        63 |         63 |               _datetime
import time:       200 |        262 |             datetime
import time:        60 |         60 |             math
import time:       249 |        249 |             numpy.exceptions
import time:       332 |        332 |             numpy._core._exceptions
import time:       120 |        120 |               contextvars
import time:       119 |        238 |             numpy._core.printoptions
import time:       139 |        139 |             numpy.dtypes
import time:      9322 |      10600 |           numpy._core._multiarray_umath
import time:       135 |        135 |             numpy._utils._inspect
import time:       357 |        491 |           numpy._core.overrides
import time:       570 |      11660 |         numpy._core.multiarray
import time:       199 |        199 |         numpy._core.umath
import time:       368 |        368 |           numbers
import time:       198 |        198 |           numpy._core._dtype
import time:       124 |        124 |           numpy._core._string_helpers
import time:       814 |        814 |           numpy._core._type_aliases
import time:       344 |       1845 |         numpy._core.numerictypes
import time:       203 |        203 |           numpy._core._ufunc_config
import time:       157 |        157 |                 copyreg
import time:        89 |         89 |                   _struct
import time:       115 |        203 |                 struct
import time:       245 |        245 |                 io
import time:       246 |        246 |                 _compat_pickle
import time:       117 |        117 |                 _pickle
import time:       757 |       1722 |               pickle
import time:       665 |        665 |               contextlib
import time:       238 |       2624 |             numpy._core._methods
import time:       856 |       3480 |           numpy._core.fromnumeric
import time:       219 |       3901 |         numpy._core._machar
import time:       332 |        332 |             numpy._core.shape_base
import time:       142 |        142 |             numpy._core._asarray
import time:       585 |        585 |             numpy._core.arrayprint
import time:       762 |       1820 |           numpy._core.numeric
import time:       305 |       2125 |         numpy._core.einsumfunc
import time:       237 |        237 |         numpy._core.function_base
import time:       314 |        314 |         numpy._core.getlimits
import time:       229 |        229 |         numpy._core.memmap
import time:       362 |        362 |         numpy._core.records
import time:      1078 |       1078 |         numpy._core._add_newdocs
import time:       428 |        428 |         numpy._core._add_newdocs_scalars
import time:       137 |        137 |         numpy._core._dtype_ctypes
import time:      1034 |       1034 |             _ast
import time:       394 |       1427 |           ast
import time:        80 |         80 |               _sre
import time:       295 |        295 |                 re._constants
import time:       413 |        708 |               re._parser
import time:       147 |        147 |               re._casefix
import time:       378 |       1311 |             re._compiler
import time:       620 |       1931 |           re
import time:       230 |        230 |                 _weakrefset
import time:       657 |        886 |               threading
import time:       415 |       1301 |             sysconfig
import time:       755 |        755 |             _ctypes
import time:       373 |        373 |             ctypes._endian
import time:       963 |       3390 |           ctypes
import time:       758 |       7506 |         numpy._core._internal
import time:       187 |        187 |         numpy._pytesttester
import time:       692 |      30893 |       numpy._core
import time:        26 |      30918 |     numpy._core._multiarray_umath
import time:       328 |      31246 |   numpy.__config__
import time:        51 |         51 |                   _typing
import time:      2342 |       2392 |                 typing
import time:       248 |        248 |                     numpy._typing._nbit_base
import time:       220 |        220 |                     numpy._typing._nested_sequence
import time:       118 |        118 |                     numpy._typing._shape
import time:      1372 |       1957 |                   numpy._typing._array_like
import time:      1520 |       1520 |                   numpy._typing._char_codes
import time:       613 |        613 |                     annotationlib
import time:      1257 |       1869 |                   numpy._typing._dtype_like
import time:       158 |        158 |                   numpy._typing._nbit
import time:       133 |        133 |                   numpy._typing._scalars
import time:        96 |         96 |                   numpy._typing._ufunc
import time:       335 |       6065 |                 numpy._typing
import time:       244 |        244 |                   numpy.lib._stride_tricks_impl
import time:       312 |        555 |                 numpy.lib._twodim_base_impl
import time:       102 |        102 |                   numpy.lib._array_utils_impl
import time:       125 |        226 |                 numpy.lib.array_utils
import time:       832 |        832 |                 numpy.linalg._umath_linalg
import time:      1778 |      11847 |               numpy.linalg._linalg
import time:       124 |        124 |               numpy.linalg.linalg
import time:       172 |      12142 |             numpy.linalg
import time:       310 |      12451 |           numpy.matrixlib.defmatrix
import time:       129 |      12580 |         numpy.matrixlib
import time:      1458 |       1458 |           numpy.lib._histograms_impl
import time:      1117 |       2575 |         numpy.lib._function_base_impl
import time:       138 |        138 |         numpy.lib.stride_tricks
import time:       449 |      15740 |       numpy.lib._index_tricks_impl
import time:       304 |      16044 |     numpy.lib._arraypad_impl
import time:       932 |        932 |     numpy.lib._arraysetops_impl
import time:       176 |        176 |     numpy.lib._arrayterator_impl
import time:       470 |        470 |     numpy.lib._nanfunctions_impl
import time:       796 |        796 |       weakref
import time:        91 |         91 |               _wmi
import time:       730 |        821 |             platform
import time:       785 |        785 |             textwrap
import time:       273 |       1879 |           numpy.lib._utils_impl
import time:       233 |       2111 |         numpy.lib._format_impl
import time:       129 |       2239 |       numpy.lib.format
import time:       274 |        274 |       numpy.lib._datasource
import time:       363 |        363 |       numpy.lib._iotools
import time:       624 |       4294 |     numpy.lib._npyio_impl
import time:       144 |        144 |         numpy.lib._ufunclike_impl
import time:       336 |        479 |       numpy.lib._type_check_impl
import time:       611 |       1089 |     numpy.lib._polynomial_impl
