import time: self [us] | cumulative | imported package
import time:      2549 |       3282 |                   numpy._typing._array_like
import time:      2227 |       2227 |                   numpy._typing._char_codes
import time:      1269 |       1269 |                     annotationlib
import time:      1937 |       3205 |                   numpy._typing._dtype_like
import time:       360 |        360 |                   numpy._typing._nbit
import time:       154 |        154 |                   numpy._typing._scalars
import time:       153 |        153 |                   numpy._typing._ufunc
import time:       480 |       9859 |                 numpy._typing
import time:       314 |        314 |                   numpy.lib._stride_tricks_impl
import time:       451 |        765 |                 numpy.lib._twodim_base_impl
import time:       112 |        112 |                   numpy.lib._array_utils_impl
import time:       156 |        267 |                 numpy.lib.array_utils
import time:      1029 |       1029 |                 numpy.linalg._umath_linalg
import time:      1988 |      16342 |               numpy.linalg._linalg
import time:       149 |        149 |               numpy.linalg.linalg
import time:       202 |      16693 |             numpy.linalg
import time:       356 |      17048 |           numpy.matrixlib.defmatrix
import time:       145 |      17192 |         numpy.matrixlib
import time:      2273 |       2273 |           numpy.lib._histograms_impl
import time:      1514 |       3786 |         numpy.lib._function_base_impl
import time:       167 |        167 |         numpy.lib.stride_tricks
import time:       494 |      21638 |       numpy.lib._index_tricks_impl
import time:       321 |      21958 |     numpy.lib._arraypad_impl
import time:      1120 |       1120 |     numpy.lib._arraysetops_impl
import time:       218 |        218 |     numpy.lib._arrayterator_impl
import time:       595 |        595 |     numpy.lib._nanfunctions_impl
import time:       581 |        581 |       weakref
import time:       100 |        100 |               _wmi
import time:       877 |        976 |             platform
import time:       910 |        910 |             textwrap
import time:       300 |       2184 |           numpy.lib._utils_impl
import time:       298 |       2482 |         numpy.lib._format_impl
import time:       137 |       2618 |       numpy.lib.format
import time:       303 |        303 |       numpy.lib._datasource
import time:       421 |        421 |       numpy.lib._iotools
import time:      1357 |       5278 |     numpy.lib._npyio_impl
import time:       135 |        135 |         numpy.lib._ufunclike_impl
import time:       314 |        448 |       numpy.lib._type_check_impl
import time:       589 |       1037 |     numpy.lib._polynomial_impl
import time:       442 |        442 |     numpy.lib._shape_base_impl
import time:       157 |        157 |     numpy.lib._version
import time:       102 |        102 |     numpy.lib.introspect
import time:       209 |        209 |     numpy.lib.mixins
import time:        98 |         98 |     numpy.lib.npyio
import time:       296 |        296 |       numpy.lib._scimath_impl
import time:       101 |        396 |     numpy.lib.scimath
import time:       472 |      32078 |   numpy.lib
import time:       164 |        164 |   numpy._array_api_info
import time:      2498 |      72278 | numpy
