import time: self [us] | cumulative | imported package
import time:       202 |        202 |   _io
import time:        45 |         45 |   marshal
import time:       289 |        289 |   posix
import time:       669 |       1203 | _frozen_importlib_external
import time:        97 |         97 |   time
import time:       253 |        349 | zipimport
import time:        54 |         54 |     _codecs
import time:       559 |        613 |   codecs
import time:       425 |        425 |   encodings.aliases
import time:       573 |       1610 | encodings
import time:       191 |        191 | encodings.utf_8
import time:       100 |        100 | _signal
import time:        36 |         36 |       _abc
import time:       185 |        220 |     abc
import time:        44 |         44 |       _stat
import time:       107 |        151 |     stat
import time:       961 |        961 |     _collections_abc
import time:        68 |         68 |       errno
import time:       105 |        105 |       genericpath
import time:       169 |        342 |     posixpath
import time:       563 |       2234 |   os
import time:       120 |        120 |   _sitebuiltins
import time:       221 |        221 |   encodings.utf_8_sig
import time:       890 |        890 |   _distutils_hack
import time:        54 |         54 |     _types
import time:       274 |        328 |   types
import time:       150 |        150 |     importlib
import time:       184 |        184 |     importlib._abc
import time:       202 |        535 |   importlib.util
import time:        67 |         67 |   importlib.machinery
import time:       164 |        164 |     apport_python_hook
import time:       121 |        285 |   sitecustomize
import time:        73 |         73 |   usercustomize
import time:      1570 |       6318 | site
import time:        46 |         46 |       _contextvars
import time:       401 |        447 |     _py_warnings
import time:       164 |        610 |   warnings
import time:       177 |        177 |   numpy.version
import time:       118 |        118 |   numpy._expired_attrs_2_0
import time:      1415 |       1415 |     enum
import time:       129 |        129 |           itertools
import time:       145 |        145 |           keyword
import time:        78 |         78 |             _operator
import time:       297 |        375 |           operator
import time:       196 |        196 |           reprlib
import time:        82 |         82 |           _collections
import time:       877 |       1802 |         collections
import time:        75 |         75 |         _functools
import time:       630 |       2507 |       functools
import time:       186 |        186 |       numpy._utils._convertions
import time:       216 |       2908 |     numpy._utils
import time:       294 |       4616 |   numpy._globals
import time:        40 |         40 |     numpy._distributor_init_local
import time:       147 |        186 |   numpy._distributor_init
import time:        66 |         66 |               _datetime
import time:       208 |        273 |             datetime
import time:        64 |         64 |             math
import time:       266 |        266 |             numpy.exceptions
import time:       298 |        298 |             numpy._core._exceptions
import time:       117 |        117 |               contextvars
import time:       123 |        239 |             numpy._core.printoptions
import time:       139 |        139 |             numpy.dtypes
import time:      9516 |      10792 |           numpy._core._multiarray_umath
import time:       145 |        145 |             numpy._utils._inspect
import time:       374 |        519 |           numpy._core.overrides
import time:       574 |      11885 |         numpy._core.multiarray
import time:       205 |        205 |         numpy._core.umath
import time:       367 |        367 |           numbers
import time:       192 |        192 |           numpy._core._dtype
import time:       137 |        137 |           numpy._core._string_helpers
import time:       824 |        824 |           numpy._core._type_aliases
import time:       377 |       1895 |         numpy._core.numerictypes
import time:       220 |        220 |           numpy._core._ufunc_config
import time:       166 |        166 |                 copyreg
import time:        88 |         88 |                   _struct
import time:       123 |        211 |                 struct
import time:       249 |        249 |                 io
import time:       273 |        273 |                 _compat_pickle
import time:       124 |        124 |                 _pickle
import time:       785 |       1806 |               pickle
import time:       653 |        653 |               contextlib
import time:       248 |       2706 |             numpy._core._methods
import time:       855 |       3560 |           numpy._core.fromnumeric
import time:       232 |       4011 |         numpy._core._machar
import time:       327 |        327 |             numpy._core.shape_base
import time:       145 |        145 |             numpy._core._asarray
import time:       597 |        597 |             numpy._core.arrayprint
import time:       803 |       1870 |           numpy._core.numeric
import time:       348 |       2217 |         numpy._core.einsumfunc
import time:       252 |        252 |         numpy._core.function_base
import time:       322 |        322 |         numpy._core.getlimits
import time:       190 |        190 |         numpy._core.memmap
import time:       356 |        356 |         numpy._core.records
import time:       994 |        994 |         numpy._core._add_newdocs
import time:       379 |        379 |         numpy._core._add_newdocs_scalars
import time:       133 |        133 |         numpy._core._dtype_ctypes
import time:      1024 |       1024 |             _ast
import time:       407 |       1430 |           ast
import time:        97 |         97 |               _sre
import time:       293 |        293 |                 re._constants
import time:       477 |        769 |               re._parser
import time:       159 |        159 |               re._casefix
import time:       458 |       1481 |             re._compiler
import time:       634 |       2115 |           re
import time:       197 |        197 |                 _weakrefset
import time:       692 |        888 |               threading
import time:       423 |       1310 |             sysconfig
import time:       741 |        741 |             _ctypes
import time:       355 |        355 |             ctypes._endian
import time:       987 |       3391 |           ctypes
import time:       785 |       7720 |         numpy._core._internal
import time:       183 |        183 |         numpy._pytesttester
import time:       729 |      31463 |       numpy._core
import time:        30 |      31492 |     numpy._core._multiarray_umath
import time:       343 |      31834 |   numpy.__config__
import time:        65 |         65 |                   _typing
import time:      2372 |       2437 |                 typing
import time:       261 |        261 |                     numpy._typing._nbit_base
import time:       304 |        304 |                     numpy._typing._nested_sequence
import time:       169 |        169 |                     numpy._typing._shape
