import time: self [us] | cumulative | imported package
import time:       194 |        194 |   _io
import time:        38 |         38 |   marshal
import time:       283 |        283 |   posix
import time:       644 |       1157 | _frozen_importlib_external
import time:       102 |        102 |   time
import time:       277 |        379 | zipimport
import time:        83 |         83 |     _codecs
import time:       606 |        689 |   codecs
import time:       433 |        433 |   encodings.aliases
import time:       561 |       1681 | encodings
import time:       195 |        195 | encodings.utf_8
import time:       101 |        101 | _signal
import time:        61 |         61 |       _abc
import time:       175 |        236 |     abc
import time:        42 |         42 |       _stat
import time:        97 |        139 |     stat
import time:       910 |        910 |     _collections_abc
import time:        68 |         68 |       errno
import time:        98 |         98 |       genericpath
import time:       154 |        319 |     posixpath
import time:       520 |       2122 |   os
import time:       117 |        117 |   _sitebuiltins
import time:       211 |        211 |   encodings.utf_8_sig
import time:       864 |        864 |   _distutils_hack
import time:        54 |         54 |     _types
import time:       259 |        313 |   types
import time:       133 |        133 |     importlib
import time:       174 |        174 |     importlib._abc
import time:       172 |        479 |   importlib.util
import time:        62 |         62 |   importlib.machinery
import time:       157 |        157 |     apport_python_hook
import time:       112 |        269 |   sitecustomize
import time:        65 |         65 |   usercustomize
import time:      1472 |       5969 | site
import time:        44 |         44 |       _contextvars
import time:       382 |        426 |     _py_warnings
import time:       155 |        580 |   warnings
import time:       175 |        175 |   numpy.version
import time:       109 |        109 |   numpy._expired_attrs_2_0
import time:      1448 |       1448 |     enum
import time:       122 |        122 |           itertools
import time:       138 |        138 |           keyword
import time:        75 |         75 |             _operator
import time:       279 |        354 |           operator
import time:       208 |        208 |           reprlib
import time:        78 |         78 |           _collections
import time:       854 |       1752 |         collections
import time:        70 |         70 |         _functools
import time:       620 |       2441 |       functools
import time:       191 |        191 |       numpy._utils._convertions
import time:       201 |       2832 |     numpy._utils
import time:       277 |       4556 |   numpy._globals
import time:        38 |         38 |     numpy._distributor_init_local
import time:       140 |        177 |   numpy._distributor_init
import time:        74 |         74 |               _datetime
import time:       275 |        349 |             datetime
import time:        73 |         73 |             math
import time:       489 |        489 |             numpy.exceptions
import time:       379 |        379 |             numpy._core._exceptions
import time:       377 |        377 |               contextvars
import time:       504 |        880 |             numpy._core.printoptions
import time:       183 |        183 |             numpy.dtypes
import time:     11397 |      13747 |           numpy._core._multiarray_umath
import time:       199 |        199 |             numpy._utils._inspect
import time:       675 |        873 |           numpy._core.overrides
import time:       739 |      15358 |         numpy._core.multiarray
import time:       216 |        216 |         numpy._core.umath
import time:       468 |        468 |           numbers
import time:       231 |        231 |           numpy._core._dtype
import time:       181 |        181 |           numpy._core._string_helpers
import time:      1522 |       1522 |           numpy._core._type_aliases
import time:       449 |       2849 |         numpy._core.numerictypes
import time:       239 |        239 |           numpy._core._ufunc_config
import time:       260 |        260 |                 copyreg
import time:       118 |        118 |                   _struct
import time:       118 |        235 |                 struct
import time:       295 |        295 |                 io
import time:       415 |        415 |                 _compat_pickle
import time:       219 |        219 |                 _pickle
import time:      1027 |       2450 |               pickle
import time:       939 |        939 |               contextlib
import time:       327 |       3714 |             numpy._core._methods
import time:      1259 |       4973 |           numpy._core.fromnumeric
import time:       290 |       5501 |         numpy._core._machar
import time:       454 |        454 |             numpy._core.shape_base
import time:       146 |        146 |             numpy._core._asarray
import time:       659 |        659 |             numpy._core.arrayprint
import time:       980 |       2237 |           numpy._core.numeric
import time:       437 |       2674 |         numpy._core.einsumfunc
import time:       301 |        301 |         numpy._core.function_base
import time:       345 |        345 |         numpy._core.getlimits
import time:       207 |        207 |         numpy._core.memmap
import time:       412 |        412 |         numpy._core.records
import time:      1047 |       1047 |         numpy._core._add_newdocs
import time:       477 |        477 |         numpy._core._add_newdocs_scalars
import time:       141 |        141 |         numpy._core._dtype_ctypes
import time:      1059 |       1059 |             _ast
import time:       427 |       1485 |           ast
import time:        89 |         89 |               _sre
