import time: self [us] | cumulative | imported package
import time:       203 |        203 |   _io
import time:        44 |         44 |   marshal
import time:       283 |        283 |   posix
import time:       674 |       1202 | _frozen_importlib_external
import time:       105 |        105 |   time
import time:       271 |        375 | zipimport
import time:        82 |         82 |     _codecs
import time:       581 |        663 |   codecs
import time:       451 |        451 |   encodings.aliases
import time:       611 |       1723 | encodings
import time:       189 |        189 | encodings.utf_8
import time:       101 |        101 | _signal
import time:        36 |         36 |       _abc
import time:       176 |        211 |     abc
import time:        42 |         42 |       _stat
import time:        94 |        135 |     stat
import time:       923 |        923 |     _collections_abc
import time:        64 |         64 |       errno
import time:       103 |        103 |       genericpath
import time:       155 |        321 |     posixpath
import time:       571 |       2160 |   os
import time:       119 |        119 |   _sitebuiltins
import time:       219 |        219 |   encodings.utf_8_sig
import time:       898 |        898 |   _distutils_hack
import time:        53 |         53 |     _types
import time:       262 |        315 |   types
import time:       138 |        138 |     importlib
import time:       186 |        186 |     importlib._abc
import time:       181 |        505 |   importlib.util
import time:        67 |         67 |   importlib.machinery
import time:       165 |        165 |     apport_python_hook
import time:       133 |        298 |   sitecustomize
import time:        71 |         71 |   usercustomize
import time:      1490 |       6138 | site
import time:        53 |         53 |       _contextvars
import time:       426 |        478 |     _py_warnings
import time:       171 |        649 |   warnings
import time:       222 |        222 |   numpy.version
import time:       120 |        120 |   numpy._expired_attrs_2_0
import time:      1474 |       1474 |     enum
import time:       125 |        125 |           itertools
import time:       148 |        148 |           keyword
import time:        75 |         75 |             _operator
import time:       282 |        356 |           operator
import time:       186 |        186 |           reprlib
import time:        91 |         91 |           _collections
import time:       871 |       1775 |         collections
import time:        76 |         76 |         _functools
import time:       637 |       2486 |       functools
import time:       195 |        195 |       numpy._utils._convertions
import time:       216 |       2896 |     numpy._utils
import time:       290 |       4659 |   numpy._globals
import time:        38 |         38 |     numpy._distributor_init_local
import time:       136 |        173 |   numpy._distributor_init
import time:        65 |         65 |               _datetime
import time:       236 |        301 |             datetime
import time:        58 |         58 |             math
import time:       253 |        253 |             numpy.exceptions
import time:       304 |        304 |             numpy._core._exceptions
import time:       125 |        125 |               contextvars
import time:       122 |        246 |             numpy._core.printoptions
import time:       198 |        198 |             numpy.dtypes
import time:      9124 |      10481 |           numpy._core._multiarray_umath
import time:       138 |        138 |             numpy._utils._inspect
import time:       422 |        560 |           numpy._core.overrides
import time:       597 |      11637 |         numpy._core.multiarray
import time:       200 |        200 |         numpy._core.umath
import time:       374 |        374 |           numbers
import time:       190 |        190 |           numpy._core._dtype
import time:       124 |        124 |           numpy._core._string_helpers
import time:       745 |        745 |           numpy._core._type_aliases
import time:       349 |       1780 |         numpy._core.numerictypes
import time:       200 |        200 |           numpy._core._ufunc_config
import time:       170 |        170 |                 copyreg
import time:        87 |         87 |                   _struct
import time:       107 |        193 |                 struct
import time:       244 |        244 |                 io
import time:       247 |        247 |                 _compat_pickle
