import time: self [us] | cumulative | imported package
import time:       310 |        310 |                 re._constants
import time:       464 |        773 |               re._parser
import time:       174 |        174 |               re._casefix
import time:       385 |       1419 |             re._compiler
import time:       628 |       2047 |           re
import time:       208 |        208 |                 _weakrefset
import time:       681 |        889 |               threading
import time:       431 |       1319 |             sysconfig
import time:       709 |        709 |             _ctypes
import time:       340 |        340 |             ctypes._endian
import time:       985 |       3352 |           ctypes
import time:       795 |       7630 |         numpy._core._internal
import time:       172 |        172 |         numpy._pytesttester
import time:       798 |      31284 |       numpy._core
import time:        38 |      31321 |     numpy._core._multiarray_umath
import time:       351 |      31672 |   numpy.__config__
import time:        90 |         90 |                   _typing
import time:      2514 |       2604 |                 typing
import time:       244 |        244 |                     numpy._typing._nbit_base
import time:       248 |        248 |                     numpy._typing._nested_sequence
import time:       125 |        125 |                     numpy._typing._shape
import time:      1433 |       2049 |                   numpy._typing._array_like
import time:      1531 |       1531 |                   numpy._typing._char_codes
import time:       637 |        637 |                     annotationlib
import time:      1358 |       1995 |                   numpy._typing._dtype_like
import time:       209 |        209 |                   numpy._typing._nbit
import time:       149 |        149 |                   numpy._typing._scalars
import time:       109 |        109 |                   numpy._typing._ufunc
import time:       428 |       6466 |                 numpy._typing
import time:       259 |        259 |                   numpy.lib._stride_tricks_impl
import time:       323 |        582 |                 numpy.lib._twodim_base_impl
import time:       101 |        101 |                   numpy.lib._array_utils_impl
import time:       143 |        244 |                 numpy.lib.array_utils
import time:       801 |        801 |                 numpy.linalg._umath_linalg
import time:      1819 |      12514 |               numpy.linalg._linalg
import time:       136 |        136 |               numpy.linalg.linalg
import time:       185 |      12834 |             numpy.linalg
import time:       336 |      13169 |           numpy.matrixlib.defmatrix
import time:       134 |      13302 |         numpy.matrixlib
import time:      1428 |       1428 |           numpy.lib._histograms_impl
import time:      1116 |       2543 |         numpy.lib._function_base_impl
import time:       147 |        147 |         numpy.lib.stride_tricks
import time:       454 |      16444 |       numpy.lib._index_tricks_impl
import time:       311 |      16754 |     numpy.lib._arraypad_impl
import time:       945 |        945 |     numpy.lib._arraysetops_impl
import time:       195 |        195 |     numpy.lib._arrayterator_impl
import time:       475 |        475 |     numpy.lib._nanfunctions_impl
import time:       441 |        441 |       weakref
import time:        87 |         87 |               _wmi
import time:       750 |        837 |             platform
import time:       802 |        802 |             textwrap
import time:       255 |       1893 |           numpy.lib._utils_impl
import time:       245 |       2137 |         numpy.lib._format_impl
import time:       125 |       2262 |       numpy.lib.format
import time:       276 |        276 |       numpy.lib._datasource
import time:       378 |        378 |       numpy.lib._iotools
import time:      1011 |       4366 |     numpy.lib._npyio_impl
import time:       128 |        128 |         numpy.lib._ufunclike_impl
import time:       295 |        422 |       numpy.lib._type_check_impl
import time:       528 |        950 |     numpy.lib._polynomial_impl
import time:       404 |        404 |     numpy.lib._shape_base_impl
import time:       156 |        156 |     numpy.lib._version
import time:       104 |        104 |     numpy.lib.introspect
import time:       188 |        188 |     numpy.lib.mixins
import time:       106 |        106 |     numpy.lib.npyio
import time:       280 |        280 |       numpy.lib._scimath_impl
import time:        98 |        377 |     numpy.lib.scimath
import time:       490 |      25505 |   numpy.lib
import time:       208 |        208 |   numpy._array_api_info
import time:      2518 |      65807 | numpy
